Entity,Year,Total population (Gapminder)
Nicaragua,1944,1061551
Nicaragua,1945,1085141
Nicaragua,1946,1120526
Nicaragua,1947,1155911
Nicaragua,1948,1179501
Nicaragua,1949,1214886
Nicaragua,1950,1294993
Nicaragua,1951,1331280
Nicaragua,1952,1370643
Nicaragua,1953,1413030
Nicaragua,1954,1458307
Nicaragua,1955,1506256
Nicaragua,1956,1556566
Nicaragua,1957,1608844
Nicaragua,1958,1662633
Nicaragua,1959,1717451
Nicaragua,1960,1772895
Nicaragua,1961,1828750
Nicaragua,1962,1885094
Nicaragua,1963,1942338
Nicaragua,1964,2001105
Nicaragua,1965,2061878
Nicaragua,1966,2124754
Nicaragua,1967,2189679
Nicaragua,1968,2256800
Nicaragua,1969,2326261
Nicaragua,1970,2398160
Nicaragua,1971,2472476
Nicaragua,1972,2549185
Nicaragua,1973,2628337
Nicaragua,1974,2709983
Nicaragua,1975,2794083
Nicaragua,1976,2880571
Nicaragua,1977,2969183
Nicaragua,1978,3059408
Nicaragua,1979,3150596
Nicaragua,1980,3242190
Nicaragua,1981,3334287
Nicaragua,1982,3426782
Nicaragua,1983,3518721
Nicaragua,1984,3608911
Nicaragua,1985,3696667
Nicaragua,1986,3781070
Nicaragua,1987,3862724
Nicaragua,1988,3944304
Nicaragua,1989,4029509
Nicaragua,1990,4120797
Nicaragua,1991,4219176
Nicaragua,1992,4323263
Nicaragua,1993,4430182
Nicaragua,1994,4535802
Nicaragua,1995,4637040
Nicaragua,1996,4733164
Nicaragua,1997,4824799
Nicaragua,1998,4911886
Nicaragua,1999,4994730
Nicaragua,2000,5073704
Nicaragua,2001,5148635
Nicaragua,2002,5219724
Nicaragua,2003,5288271
Nicaragua,2004,5356012
Nicaragua,2005,5424336
Nicaragua,2006,5493527
Nicaragua,2007,5563654
Nicaragua,2008,5635577
Nicaragua,2009,5710230
Nicaragua,2010,5788163
Nicaragua,2011,5869859
Nicaragua,2012,5954898
Nicaragua,2013,6041763
Niger,1800,1244861
Niger,1820,1244861
Niger,1950,2461726
Niger,1951,2535752
Niger,1952,2609713
Niger,1953,2683898
Niger,1954,2758676
Niger,1955,2834493
Niger,1956,2911882
Niger,1957,2991457
Niger,1958,3073885
Niger,1959,3159855
Niger,1960,3249965
Niger,1961,3344605
Niger,1962,3443850
Niger,1963,3547421
Niger,1964,3654806
Niger,1965,3765632
Niger,1966,3879910
Niger,1967,3997810
Niger,1968,4119299
Niger,1969,4244349
Niger,1970,4372957
Niger,1971,4505018
Niger,1972,4640560
Niger,1973,4779869
Niger,1974,4923337
Niger,1975,5071204
Niger,1976,5223853
Niger,1977,5381141
Niger,1978,5542178
Niger,1979,5705724
Niger,1980,5871030
Niger,1981,6038229
Niger,1982,6208128
Niger,1983,6381552
Niger,1984,6559627
Niger,1985,6743501
Niger,1986,6933529
Niger,1987,7130570
Niger,1988,7336924
Niger,1989,7555416
Niger,1990,7788198
Niger,1991,8036341
Niger,1992,8299868
Niger,1993,8578542
Niger,1994,8871631
Niger,1995,9178575
Niger,1996,9499892
Niger,1997,9835945
Niger,1998,10185812
Niger,1999,10548219
Niger,2000,10922421
Niger,2001,11308134
Niger,2002,11706182
Niger,2003,12118322
Niger,2004,12546945
Niger,2005,12993884
Niger,2006,13460138
Niger,2007,13945662
Niger,2008,14450007
Niger,2009,14972257
Niger,2010,15511953
Niger,2011,16068994
Niger,2012,16644339
Niger,2013,17239826
Nigeria,1800,12100855
Nigeria,1820,12100855
Nigeria,1921,18631000
Nigeria,1931,19158000
Nigeria,1950,37859746
Nigeria,1951,38508635
Nigeria,1952,39203265
Nigeria,1953,39936661
Nigeria,1954,40703560
Nigeria,1955,41500415
Nigeria,1956,42325458
Nigeria,1957,43178636
Nigeria,1958,44061400
Nigeria,1959,44976361
Nigeria,1960,45926253
Nigeria,1961,46912826
Nigeria,1962,47935878
Nigeria,1963,48992838
Nigeria,1964,50079946
Nigeria,1965,51195706
Nigeria,1966,52341981
Nigeria,1967,53524049
Nigeria,1968,54748444
Nigeria,1969,56023503
Nigeria,1970,57357275
Nigeria,1971,58745411
Nigeria,1972,60191508
Nigeria,1973,61720304
Nigeria,1974,63363756
Nigeria,1975,65141058
Nigeria,1976,67067499
Nigeria,1977,69127157
Nigeria,1978,71269619
Nigeria,1979,73424869
Nigeria,1980,75543388
Nigeria,1981,77604166
Nigeria,1982,79623647
Nigeria,1983,81635550
Nigeria,1984,83691577
Nigeria,1985,85828707
Nigeria,1986,88057486
Nigeria,1987,90363921
Nigeria,1988,92731304
Nigeria,1989,95133496
Nigeria,1990,97552057
Nigeria,1991,99986136
Nigeria,1992,102444773
Nigeria,1993,104931559
Nigeria,1994,107452627
Nigeria,1995,110014688
Nigeria,1996,112618306
Nigeria,1997,115268715
Nigeria,1998,117983368
Nigeria,1999,120784408
Nigeria,2000,123688536
Nigeria,2001,126704722
Nigeria,2002,129832447
Nigeria,2003,133067097
Nigeria,2004,136399438
Nigeria,2005,139823340
Nigeria,2006,143338939
Nigeria,2007,146951477
Nigeria,2008,150665730
Nigeria,2009,154488072
Nigeria,2010,158423182
Nigeria,2011,162470737
Nigeria,2012,166629383
Nigeria,2013,170901148
Niue,1700,4125
Niue,1800,4538
Niue,1843,4500
Niue,1850,4500
Niue,1950,4667
Niue,1951,4682
Niue,1952,4686
Niue,1953,4686
Niue,1954,4686
Niue,1955,4691
Niue,1956,4702
Niue,1957,4722
Niue,1958,4751
Niue,1959,4787
Niue,1960,4831
Niue,1961,4880
Niue,1962,4932
Niue,1963,4987
Niue,1964,5043
Niue,1965,5097
Niue,1966,5154
Niue,1967,5208
Niue,1968,5239
Niue,1969,5219
Niue,1970,5131
Niue,1971,4963
Niue,1972,4727
Niue,1973,4455
Niue,1974,4192
Niue,1975,3973
Niue,1976,3808
Niue,1977,3689
Niue,1978,3599
Niue,1979,3510
Niue,1980,3403
Niue,1981,3273
Niue,1982,3130
Niue,1983,2981
Niue,1984,2840
Niue,1985,2716
Niue,1986,2611
Niue,1987,2522
Niue,1988,2448
Niue,1989,2385
Niue,1990,2333
Niue,1991,2292
Niue,1992,2260
Niue,1993,2233
Niue,1994,2204
Niue,1995,2168
Niue,1996,2123
Niue,1997,2069
Niue,1998,2011
Niue,1999,1953
Niue,2000,1900
Niue,2001,1852
Niue,2002,1809
Niue,2003,1768
Niue,2004,1728
Niue,2005,1686
Niue,2006,1643
Niue,2007,1598
Niue,2008,1555
Niue,2009,1511
Niue,2010,1468
Niue,2011,1426
Niue,2012,1385
Niue,2013,1346
Norfolk Island,1792,1156
Norfolk Island,1800,1121
Norfolk Island,1804,1104
Norfolk Island,1981,1849
Norfolk Island,1986,1977
Norfolk Island,1991,1912
Norfolk Island,1996,1772
Norfolk Island,2001,2037
Norfolk Island,2002,1870
Norfolk Island,2003,1850
Norfolk Island,2004,1840
Norfolk Island,2005,1830
Norfolk Island,2006,1830
Norfolk Island,2007,2110
Norfolk Island,2008,2128
North Korea,1800,4345000
North Korea,1820,4345000
North Korea,1870,4511000
North Korea,1913,4897000
North Korea,1950,9736822
North Korea,1951,9559286
North Korea,1952,9458418
North Korea,1953,9438059
North Korea,1954,9497569
North Korea,1955,9631831
North Korea,1956,9830947
North Korea,1957,10080542
North Korea,1958,10362648
North Korea,1959,10657200
North Korea,1960,10946479
North Korea,1961,11219876
North Korea,1962,11478046
North Korea,1963,11734690
North Korea,1964,12011509
North Korea,1965,12323345
North Korea,1966,12671954
North Korea,1967,13048499
North Korea,1968,13444411
North Korea,1969,13847248
North Korea,1970,14246772
North Korea,1971,14642731
North Korea,1972,15034521
North Korea,1973,15411302
North Korea,1974,15759909
North Korea,1975,16072089
North Korea,1976,16341363
North Korea,1977,16572788
North Korea,1978,16784068
North Korea,1979,17000252
North Korea,1980,17239340
North Korea,1981,17508435
North Korea,1982,17802273
North Korea,1983,18111491
North Korea,1984,18421195
North Korea,1985,18720888
North Korea,1986,19006458
North Korea,1987,19282372
North Korea,1988,19556657
North Korea,1989,19841107
North Korea,1990,20143212
North Korea,1991,20466180
North Korea,1992,20804249
North Korea,1993,21145052
North Korea,1994,21471407
North Korea,1995,21770898
North Korea,1996,22038893
North Korea,1997,22278723
North Korea,1998,22495715
North Korea,1999,22698674
North Korea,2000,22894095
North Korea,2001,23083419
North Korea,2002,23264576
North Korea,2003,23436550
North Korea,2004,23597383
North Korea,2005,23745941
North Korea,2006,23882465
North Korea,2007,24008606
North Korea,2008,24126329
North Korea,2009,24238179
North Korea,2010,24346229
North Korea,2011,24451285
North Korea,2012,24553672
North Korea,2013,24654358
Northern Mariana Islands,1800,3360
Northern Mariana Islands,1820,3360
Northern Mariana Islands,1950,6999
Northern Mariana Islands,1951,7089
Northern Mariana Islands,1952,7222
Northern Mariana Islands,1953,7417
Northern Mariana Islands,1954,7685
Northern Mariana Islands,1955,8026
Northern Mariana Islands,1956,8427
Northern Mariana Islands,1957,8864
Northern Mariana Islands,1958,9307
Northern Mariana Islands,1959,9721
Northern Mariana Islands,1960,10070
Northern Mariana Islands,1961,10340
Northern Mariana Islands,1962,10541
Northern Mariana Islands,1963,10709
Northern Mariana Islands,1964,10901
Northern Mariana Islands,1965,11157
Northern Mariana Islands,1966,11489
Northern Mariana Islands,1967,11882
Northern Mariana Islands,1968,12318
Northern Mariana Islands,1969,12766
Northern Mariana Islands,1970,13203
Northern Mariana Islands,1971,13658
Northern Mariana Islands,1972,14142
Northern Mariana Islands,1973,14605
Northern Mariana Islands,1974,14978
Northern Mariana Islands,1975,15232
Northern Mariana Islands,1976,15316
Northern Mariana Islands,1977,15293
Northern Mariana Islands,1978,15390
Northern Mariana Islands,1979,15906
Northern Mariana Islands,1980,17048
Northern Mariana Islands,1981,18906
Northern Mariana Islands,1982,21392
Northern Mariana Islands,1983,24308
Northern Mariana Islands,1984,27362
Northern Mariana Islands,1985,30341
Northern Mariana Islands,1986,33174
Northern Mariana Islands,1987,35906
Northern Mariana Islands,1988,38571
Northern Mariana Islands,1989,41244
Northern Mariana Islands,1990,43973
Northern Mariana Islands,1991,46727
Northern Mariana Islands,1992,49456
Northern Mariana Islands,1993,52161
Northern Mariana Islands,1994,54852
Northern Mariana Islands,1995,57517
Northern Mariana Islands,1996,60173
Northern Mariana Islands,1997,62766
Northern Mariana Islands,1998,65138
Northern Mariana Islands,1999,67075
Northern Mariana Islands,2000,68432
Northern Mariana Islands,2001,69184
Northern Mariana Islands,2002,69393
Northern Mariana Islands,2003,69105
Northern Mariana Islands,2004,68404
Northern Mariana Islands,2005,67381
Northern Mariana Islands,2006,66006
Northern Mariana Islands,2007,64349
Northern Mariana Islands,2008,62707
Northern Mariana Islands,2009,61473
Northern Mariana Islands,2010,60917
Northern Mariana Islands,2011,61174
Northern Mariana Islands,2012,62152
Northern Mariana Islands,2013,63597
Norway,1700,500000
Norway,1800,868570
Norway,1820,970000
Norway,1821,984000
Norway,1822,998000
Norway,1823,1013000
Norway,1824,1028000
Norway,1825,1044000
Norway,1826,1062000
Norway,1827,1079000
Norway,1828,1093000
Norway,1829,1108000
Norway,1830,1124000
Norway,1831,1137000
Norway,1832,1150000
Norway,1833,1163000
Norway,1834,1174000
Norway,1835,1188000
Norway,1836,1202000
Norway,1837,1214000
Norway,1838,1224000
Norway,1839,1233000
Norway,1840,1241000
Norway,1841,1254000
Norway,1842,1271000
Norway,1843,1286000
Norway,1844,1302000
Norway,1845,1319000
Norway,1846,1337000
Norway,1847,1351000
Norway,1848,1363000
Norway,1849,1377000
Norway,1850,1392000
Norway,1851,1409000
Norway,1852,1425000
Norway,1853,1440000
Norway,1854,1457000
Norway,1855,1479000
Norway,1856,1501000
Norway,1857,1521000
Norway,1858,1543000
Norway,1859,1570000
Norway,1860,1596000
Norway,1861,1614000
Norway,1862,1627000
Norway,1863,1646000
Norway,1864,1668000
Norway,1865,1690000
Norway,1866,1707000
Norway,1867,1716000
Norway,1868,1724000
Norway,1869,1729000
Norway,1870,1735000
Norway,1871,1745000
Norway,1872,1755000
Norway,1873,1767000
Norway,1874,1783000
Norway,1875,1803000
Norway,1876,1829000
Norway,1877,1852000
Norway,1878,1877000
Norway,1879,1902000
Norway,1880,1919000
Norway,1881,1923000
Norway,1882,1920000
Norway,1883,1919000
Norway,1884,1929000
Norway,1885,1944000
Norway,1886,1958000
Norway,1887,1970000
Norway,1888,1977000
Norway,1889,1984000
Norway,1890,1997000
Norway,1891,2013000
Norway,1892,2026000
Norway,1893,2038000
Norway,1894,2057000
Norway,1895,2083000
Norway,1896,2112000
Norway,1897,2142000
Norway,1898,2174000
Norway,1899,2204000
Norway,1900,2230000
Norway,1901,2255000
Norway,1902,2275000
Norway,1903,2288000
Norway,1904,2297000
Norway,1905,2309000
Norway,1906,2319000
Norway,1907,2329000
Norway,1908,2346000
Norway,1909,2367000
Norway,1910,2384000
Norway,1911,2401000
Norway,1912,2423000
Norway,1913,2447000
Norway,1914,2472000
Norway,1915,2498000
Norway,1916,2522000
Norway,1917,2551000
Norway,1918,2578000
Norway,1919,2603000
Norway,1920,2635000
Norway,1921,2668000
Norway,1922,2695000
Norway,1923,2713000
Norway,1924,2729000
Norway,1925,2747000
Norway,1926,2763000
Norway,1927,2775000
Norway,1928,2785000
Norway,1929,2795000
Norway,1930,2807000
Norway,1931,2824000
Norway,1932,2842000
Norway,1933,2858000
Norway,1934,2874000
Norway,1935,2889000
Norway,1936,2904000
Norway,1937,2919000
Norway,1938,2936000
Norway,1939,2954000
Norway,1940,2973000
Norway,1941,2990000
Norway,1942,3009000
Norway,1943,3032000
Norway,1944,3060000
Norway,1945,3091000
Norway,1946,3127000
Norway,1947,3165000
Norway,1948,3201000
Norway,1949,3234000
Norway,1950,3265000
Norway,1951,3299431
Norway,1952,3332263
Norway,1953,3364169
Norway,1954,3395643
Norway,1955,3427000
Norway,1956,3458366
Norway,1957,3489693
Norway,1958,3520775
Norway,1959,3551305
Norway,1960,3580998
Norway,1961,3609745
Norway,1962,3637730
Norway,1963,3665487
Norway,1964,3693750
Norway,1965,3723001
Norway,1966,3753376
Norway,1967,3784577
Norway,1968,3816102
Norway,1969,3847232
Norway,1970,3877383
Norway,1971,3906490
Norway,1972,3934529
Norway,1973,3961021
Norway,1974,3985401
Norway,1975,4007312
Norway,1976,4026586
Norway,1977,4043440
Norway,1978,4058407
Norway,1979,4072258
Norway,1980,4085621
Norway,1981,4098699
Norway,1982,4111566
Norway,1983,4124588
Norway,1984,4138150
Norway,1985,4152560
Norway,1986,4168003
Norway,1987,4184566
Norway,1988,4202325
Norway,1989,4221299
Norway,1990,4241485
Norway,1991,4262932
Norway,1992,4285620
Norway,1993,4309369
Norway,1994,4333931
Norway,1995,4359096
Norway,1996,4385139
Norway,1997,4412092
Norway,1998,4439248
Norway,1999,4465664
Norway,2000,4490859
Norway,2001,4513953
Norway,2002,4535599
Norway,2003,4558660
Norway,2004,4587046
Norway,2005,4623298
Norway,2006,4668802
Norway,2007,4722016
Norway,2008,4778959
Norway,2009,4834002
Norway,2010,4883111
Norway,2011,4924848
Norway,2012,4960482
Norway,2013,4991997
Oman,1800,318000
Oman,1820,318000
Oman,1870,367000
Oman,1913,444000
Oman,1950,456418
Oman,1951,463724
Oman,1952,472021
Oman,1953,481071
Oman,1954,490695
Oman,1955,500770
Oman,1956,511231
Oman,1957,522071
Oman,1958,533334
Oman,1959,545106
Oman,1960,557492
Oman,1961,570581
Oman,1962,584427
Oman,1963,599034
Oman,1964,614390
Oman,1965,630553
Oman,1966,647678
Oman,1967,666021
Oman,1968,685892
Oman,1969,707663
Oman,1970,731703
Oman,1971,758060
Oman,1972,787002
Oman,1973,819375
Oman,1974,856230
Oman,1975,898286
Oman,1976,945679
Oman,1977,998100
Oman,1978,1055217
Oman,1979,1116489
Oman,1980,1181337
Oman,1981,1249858
Oman,1982,1321650
Oman,1983,1395032
Oman,1984,1467846
Oman,1985,1538575
Oman,1986,1605464
Oman,1987,1668734
Oman,1988,1731168
Oman,1989,1796822
Oman,1990,1868055
Oman,1991,1947042
Oman,1992,2031377
Oman,1993,2113398
Oman,1994,2182619
Oman,1995,2232018
Oman,1996,2258730
Oman,1997,2266469
Oman,1998,2262969
Oman,1999,2259398
Oman,2000,2264163
Oman,2001,2279171
Oman,2002,2302874
Oman,2003,2335967
Oman,2004,2378336
Oman,2005,2429510
Oman,2006,2490620
Oman,2007,2561187
Oman,2008,2636963
Oman,2009,2712141
Oman,2010,2782435
Oman,2011,2846145
Oman,2012,2904037
Oman,2013,2957333
Pakistan,1700,10777105
Pakistan,1800,13123633
Pakistan,1820,13651000
Pakistan,1870,16090000
Pakistan,1913,20008000
Pakistan,1929,22812000
Pakistan,1941,28169000
Pakistan,1946,32683000
Pakistan,1950,37542380
Pakistan,1951,38147097
Pakistan,1952,38809200
Pakistan,1953,39525185
Pakistan,1954,40292359
Pakistan,1955,41108839
Pakistan,1956,41973583
Pakistan,1957,42886361
Pakistan,1958,43847662
Pakistan,1959,44858549
Pakistan,1960,45920204
Pakistan,1961,47033454
Pakistan,1962,48198347
Pakistan,1963,49413973
Pakistan,1964,50678979
Pakistan,1965,51993059
Pakistan,1966,53359180
Pakistan,1967,54780499
Pakistan,1968,56257610
Pakistan,1969,57790852
Pakistan,1970,59382651
Pakistan,1971,61033754
Pakistan,1972,62751275
Pakistan,1973,64551904
Pakistan,1974,66456937
Pakistan,1975,68482526
Pakistan,1976,70632133
Pakistan,1977,72904319
Pakistan,1978,75303460
Pakistan,1979,77832927
Pakistan,1980,80492664
Pakistan,1981,83280137
Pakistan,1982,86187238
Pakistan,1983,89200001
Pakistan,1984,92300277
Pakistan,1985,95470380
Pakistan,1986,98710951
Pakistan,1987,102011892
Pakistan,1988,105332464
Pakistan,1989,108621443
Pakistan,1990,111844679
Pakistan,1991,114970102
Pakistan,1992,118010303
Pakistan,1993,121029915
Pakistan,1994,124121817
Pakistan,1995,127346713
Pakistan,1996,130737306
Pakistan,1997,134255952
Pakistan,1998,137808222
Pakistan,1999,141261069
Pakistan,2000,144522192
Pakistan,2001,147557907
Pakistan,2002,150407242
Pakistan,2003,153139895
Pakistan,2004,155860066
Pakistan,2005,158645463
Pakistan,2006,161513324
Pakistan,2007,164445596
Pakistan,2008,167442258
Pakistan,2009,170494367
Pakistan,2010,173593383
Pakistan,2011,176745364
Pakistan,2012,179951140
Pakistan,2013,183188847
Palau,1800,3875
Palau,1820,3875
Palau,1950,7441
Palau,1951,7497
Palau,1952,7620
Palau,1953,7797
Palau,1954,8013
Palau,1955,8259
Palau,1956,8525
Palau,1957,8802
Palau,1958,9084
Palau,1959,9364
Palau,1960,9638
Palau,1961,9901
Palau,1962,10150
Palau,1963,10381
Palau,1964,10593
Palau,1965,10782
Palau,1966,10945
Palau,1967,11081
Palau,1968,11206
Palau,1969,11335
Palau,1970,11481
Palau,1971,11656
Palau,1972,11853
Palau,1973,12045
Palau,1974,12195
Palau,1975,12280
Palau,1976,12284
Palau,1977,12225
Palau,1978,12151
Palau,1979,12127
Palau,1980,12197
Palau,1981,12383
Palau,1982,12667
Palau,1983,13015
Palau,1984,13371
Palau,1985,13698
Palau,1986,13982
Palau,1987,14237
Palau,1988,14485
Palau,1989,14762
Palau,1990,15089
Palau,1991,15471
Palau,1992,15894
Palau,1993,16345
Palau,1994,16804
Palau,1995,17254
Palau,1996,17694
Palau,1997,18122
Palau,1998,18522
Palau,1999,18876
Palau,2000,19172
Palau,2001,19402
Palau,2002,19573
Palau,2003,19698
Palau,2004,19803
Palau,2005,19906
Palau,2006,20011
Palau,2007,20118
Palau,2008,20228
Palau,2009,20346
Palau,2010,20472
Palau,2011,20609
Palau,2012,20758
Palau,2013,20922
Panama,1800,78842
Panama,1820,78842
Panama,1850,135000
Panama,1870,176000
Panama,1900,263000
Panama,1901,269000
Panama,1902,275000
Panama,1903,281000
Panama,1904,287000
Panama,1905,293000
Panama,1906,299000
Panama,1907,306000
Panama,1908,312000
Panama,1909,319000
Panama,1910,326000
Panama,1911,333000
Panama,1912,341000
Panama,1913,348000
Panama,1914,365000
Panama,1915,383000
Panama,1916,402000
Panama,1917,422000
Panama,1918,442000
Panama,1919,464000
Panama,1920,487000
Panama,1921,489000
Panama,1922,491000
Panama,1923,493000
Panama,1924,495000
Panama,1925,497000
Panama,1926,499000
Panama,1927,502000
Panama,1928,504000
Panama,1929,506000
Panama,1930,515000
Panama,1931,527000
Panama,1932,543000
Panama,1933,559000
Panama,1934,576000
Panama,1935,592000
Panama,1936,608000
Panama,1937,623000
Panama,1938,640000
Panama,1939,656000
Panama,1940,697000
Panama,1941,720000
Panama,1942,773000
Panama,1943,795000
Panama,1944,784000
Panama,1945,791000
Panama,1946,788000
Panama,1947,804000
Panama,1948,822000
Panama,1949,838000
Panama,1950,860092
Panama,1951,881197
Panama,1952,903447
Panama,1953,926957
Panama,1954,951809
Panama,1955,978034
Panama,1956,1005631
Panama,1957,1034551
Panama,1958,1064719
Panama,1959,1096027
Panama,1960,1128378
Panama,1961,1161708
Panama,1962,1196016
Panama,1963,1231377
Panama,1964,1267907
Panama,1965,1305667
Panama,1966,1344667
Panama,1967,1384801
Panama,1968,1425871
Panama,1969,1467612
Panama,1970,1509822
Panama,1971,1552391
Panama,1972,1595314
Panama,1973,1638624
Panama,1974,1682398
Panama,1975,1726672
Panama,1976,1771458
Panama,1977,1816673
Panama,1978,1862142
Panama,1979,1907645
Panama,1980,1953029
Panama,1981,1998261
Panama,1982,2043413
Panama,1983,2088590
Panama,1984,2133947
