Entity,Year,Share of services in total exports (WDI)
Netherlands,2012,19.51469
Netherlands,2013,20.16966
Netherlands,2014,21.48559
Netherlands,2015,23.39513
Netherlands,2016,23.54482
New Caledonia,2002,42.62534
New Caledonia,2003,35.21222
New Caledonia,2004,32.15822
New Caledonia,2005,25.42774
New Caledonia,2006,24.85454
New Caledonia,2007,19.62617
New Caledonia,2008,31.20320
New Caledonia,2009,33.16852
New Caledonia,2010,27.00227
New Caledonia,2011,26.68418
New Caledonia,2012,31.53956
New Caledonia,2013,35.26517
New Caledonia,2014,28.12952
New Zealand,2000,28.14566
New Zealand,2001,27.64611
New Zealand,2002,30.87052
New Zealand,2003,32.49455
New Zealand,2004,31.85653
New Zealand,2005,31.56029
New Zealand,2006,30.42438
New Zealand,2007,29.87298
New Zealand,2008,27.53993
New Zealand,2009,28.77709
New Zealand,2010,26.71950
New Zealand,2011,25.77832
New Zealand,2012,25.87354
New Zealand,2013,25.34661
New Zealand,2014,25.56368
New Zealand,2015,29.57586
New Zealand,2016,30.86829
Nicaragua,1977,11.55290
Nicaragua,1978,10.30269
Nicaragua,1979,8.37548
Nicaragua,1980,8.97332
Nicaragua,1981,8.15109
Nicaragua,1982,9.13160
Nicaragua,1983,9.25703
Nicaragua,1984,10.50347
Nicaragua,1985,11.41115
Nicaragua,1986,10.26801
Nicaragua,1987,9.08811
Nicaragua,1988,13.69462
Nicaragua,1989,6.45729
Nicaragua,1990,15.24732
Nicaragua,1991,20.75081
Nicaragua,1992,27.86938
Nicaragua,1993,27.28758
Nicaragua,1994,27.13453
Nicaragua,1995,23.42554
Nicaragua,1996,27.07456
Nicaragua,1997,27.20871
Nicaragua,1998,30.36593
Nicaragua,1999,34.33770
Nicaragua,2000,31.84773
Nicaragua,2001,35.63292
Nicaragua,2002,37.26227
Nicaragua,2003,38.55041
Nicaragua,2004,36.96025
Nicaragua,2005,37.60816
Nicaragua,2006,22.18488
Nicaragua,2007,21.47979
Nicaragua,2008,26.63939
Nicaragua,2009,26.02313
Nicaragua,2010,23.10014
Nicaragua,2011,22.40722
Nicaragua,2012,21.60887
Nicaragua,2013,22.39882
Nicaragua,2014,22.34094
Nicaragua,2015,24.51642
Nicaragua,2016,26.98763
Niger,1974,17.97241
Niger,1975,14.71746
Niger,1976,11.98549
Niger,1977,11.68815
Niger,1978,9.87476
Niger,1979,6.85418
Niger,1980,6.57717
Niger,1981,7.59575
Niger,1982,9.87961
Niger,1983,10.73969
Niger,1984,9.37026
Niger,1985,12.94053
Niger,1986,11.67789
Niger,1987,10.18098
Niger,1988,8.71669
Niger,1989,7.50276
Niger,1990,8.34201
Niger,1991,12.35473
Niger,1992,14.24680
Niger,1993,10.82282
Niger,1994,11.81504
Niger,1995,10.35723
Niger,1996,11.83367
Niger,1997,12.61525
Niger,1998,9.56374
Niger,1999,10.62741
Niger,2000,11.70325
Niger,2001,17.22767
Niger,2002,15.32004
Niger,2003,15.25390
Niger,2004,17.62248
Niger,2005,15.49143
Niger,2006,15.13034
Niger,2007,11.32738
Niger,2008,12.55587
Niger,2009,9.11055
Niger,2010,9.37256
Niger,2011,5.17129
Niger,2012,4.97060
Niger,2013,8.49988
Nigeria,1977,4.35252
Nigeria,1978,7.74687
Nigeria,1979,5.77981
Nigeria,1980,4.16160
Nigeria,1981,4.93316
Nigeria,1982,4.01220
Nigeria,1983,3.73412
Nigeria,1984,3.52442
Nigeria,1985,2.34941
Nigeria,1986,4.69017
Nigeria,1987,2.87899
Nigeria,1988,5.02405
Nigeria,1989,6.55114
Nigeria,1990,6.63314
Nigeria,1991,6.74503
Nigeria,1992,8.19532
Nigeria,1993,10.49974
Nigeria,1994,3.77301
Nigeria,1995,4.92284
Nigeria,1996,4.34801
Nigeria,1997,4.91722
Nigeria,1998,8.96703
Nigeria,1999,7.07005
Nigeria,2000,8.74272
Nigeria,2001,8.41576
Nigeria,2002,13.91470
Nigeria,2003,12.65310
Nigeria,2004,8.75528
Nigeria,2005,3.14522
Nigeria,2006,3.88067
Nigeria,2007,2.13816
Nigeria,2008,2.57139
Nigeria,2009,3.79869
Nigeria,2010,3.72498
Nigeria,2011,3.30595
Nigeria,2012,2.43623
Nigeria,2013,2.41017
Nigeria,2014,2.35420
Nigeria,2015,6.44276
North America,1970,19.10016
North America,1971,20.12643
North America,1972,18.66556
North America,1973,17.20040
North America,1974,15.87240
North America,1975,16.44874
North America,1976,17.47579
North America,1977,18.11392
North America,1978,17.76642
North America,1979,15.83319
North America,1980,15.90315
North America,1981,17.73219
North America,1982,20.63656
North America,1983,21.11666
North America,1984,20.89277
North America,1985,21.59314
North America,1986,24.03335
North America,1987,24.34698
North America,1988,22.56557
North America,1989,23.10016
North America,1990,24.42959
North America,1991,25.40882
North America,1992,25.64305
North America,1993,25.59432
North America,1994,25.06702
North America,1995,24.19954
North America,1996,24.75557
North America,1997,24.27715
North America,1998,24.99916
North America,1999,24.54999
North America,2000,23.61045
North America,2001,23.87609
North America,2002,25.13638
North America,2003,24.90142
North America,2004,25.40526
North America,2005,25.29991
North America,2006,25.19092
North America,2007,26.01730
North America,2008,25.63336
North America,2009,29.50656
North America,2010,27.60662
North America,2011,26.71079
North America,2012,26.95602
North America,2013,27.82726
North America,2014,28.29618
North America,2015,30.22560
North America,2016,31.05406
Norway,1975,38.45193
Norway,1976,37.26183
Norway,1977,35.82299
Norway,1978,33.59813
Norway,1979,33.91068
Norway,1980,31.59857
Norway,1981,32.12579
Norway,1982,30.96872
Norway,1983,28.25543
Norway,1984,27.06896
Norway,1985,27.09546
Norway,1986,30.97160
Norway,1987,28.74262
Norway,1988,29.65785
Norway,1989,28.38961
Norway,1990,27.12274
Norway,1991,28.05950
Norway,1992,26.48579
Norway,1993,27.56789
Norway,1994,26.10320
Norway,1995,24.72255
Norway,1996,23.08849
Norway,1997,24.60142
Norway,1998,27.96381
Norway,1999,26.35389
Norway,2000,22.86641
Norway,2001,23.88247
Norway,2002,24.97314
Norway,2003,24.31269
Norway,2004,23.60715
Norway,2005,22.39500
Norway,2006,20.83065
Norway,2007,21.77757
Norway,2008,19.89017
Norway,2009,23.25574
Norway,2010,24.30224
Norway,2011,19.90231
Norway,2012,22.54627
Norway,2013,23.84675
Norway,2014,25.55291
Norway,2015,28.29691
Norway,2016,29.17632
OECD members,1975,100.00000
OECD members,1976,19.73234
OECD members,1977,20.13037
OECD members,1978,20.41254
OECD members,1979,19.57597
OECD members,1980,19.76570
OECD members,1981,20.24619
OECD members,1982,21.15676
OECD members,1983,21.11931
OECD members,1984,20.60284
OECD members,1985,20.95893
OECD members,1986,21.72125
OECD members,1987,21.78087
OECD members,1988,20.95206
OECD members,1989,20.99681
OECD members,1990,21.87455
OECD members,1991,22.49044
OECD members,1992,23.33253
OECD members,1993,23.79997
OECD members,1994,22.87557
OECD members,1995,21.79993
OECD members,1996,21.97807
OECD members,1997,22.10050
OECD members,1998,22.39716
OECD members,1999,22.64595
OECD members,2000,22.20598
OECD members,2001,22.68175
OECD members,2002,23.31301
OECD members,2003,23.23556
OECD members,2004,23.32208
OECD members,2005,23.24110
OECD members,2006,22.95611
OECD members,2007,23.50391
OECD members,2008,23.44719
OECD members,2009,25.99628
OECD members,2010,23.99286
OECD members,2011,23.11751
OECD members,2012,23.63088
OECD members,2013,24.46350
OECD members,2014,25.46079
OECD members,2015,26.54471
OECD members,2016,26.80330
Oman,1974,0.00000
Oman,1975,0.00000
Oman,1976,0.00000
Oman,1977,0.00000
Oman,1978,0.48675
Oman,1979,0.32911
Oman,1980,0.23120
Oman,1981,0.18463
Oman,1982,0.26115
Oman,1983,0.33898
Oman,1984,0.32637
Oman,1985,0.29036
Oman,1986,0.45537
Oman,1987,0.34060
Oman,1988,0.38760
Oman,1989,1.42443
Oman,1990,1.22190
Oman,1991,1.24433
Oman,1992,0.23354
Oman,1993,0.24178
Oman,1994,0.23408
Oman,1995,0.21395
Oman,1996,3.11687
Oman,1997,3.39146
Oman,1998,6.56895
Oman,1999,5.40240
Oman,2000,3.83864
Oman,2001,5.18815
Oman,2002,5.14576
Oman,2003,5.31758
Oman,2004,5.21371
Oman,2005,4.78272
Oman,2006,5.72467
Oman,2007,6.38004
Oman,2008,4.61690
Oman,2009,5.53532
Oman,2010,4.70612
Oman,2011,4.69901
Oman,2012,4.90099
Oman,2013,4.97671
Oman,2014,5.51831
Oman,2015,8.89405
Pacific island small states,1979,38.25597
Pacific island small states,1980,36.13838
Pacific island small states,1981,41.98572
Pacific island small states,1982,46.08460
Pacific island small states,1983,49.56165
Pacific island small states,1984,44.67606
Pacific island small states,1985,51.09160
Pacific island small states,1986,49.46447
Pacific island small states,1987,42.32564
Pacific island small states,1988,42.68525
Pacific island small states,1989,51.21549
Pacific island small states,1990,53.28927
Pacific island small states,1991,55.93164
Pacific island small states,1992,57.00920
Pacific island small states,1993,55.81689
Pacific island small states,1994,52.94931
Pacific island small states,1995,51.93561
Pacific island small states,1996,49.82939
Pacific island small states,1997,55.87011
Pacific island small states,1998,55.34261
Pacific island small states,1999,51.41231
Pacific island small states,2000,52.26682
Pacific island small states,2001,53.91246
Pacific island small states,2002,56.77612
Pacific island small states,2003,53.19339
Pacific island small states,2004,56.87309
Pacific island small states,2005,59.90396
Pacific island small states,2006,60.14635
Pacific island small states,2007,59.09900
Pacific island small states,2008,57.79670
Pacific island small states,2009,60.67446
Pacific island small states,2010,57.76467
Pacific island small states,2011,52.88382
Pacific island small states,2012,50.65429
Pacific island small states,2013,53.33886
Pacific island small states,2014,52.58390
Pacific island small states,2015,57.67014
Pakistan,1976,19.15296
Pakistan,1977,21.67654
Pakistan,1978,22.26281
Pakistan,1979,21.83852
Pakistan,1980,20.16638
Pakistan,1981,19.07000
Pakistan,1982,25.45330
Pakistan,1983,21.08919
Pakistan,1984,24.17217
Pakistan,1985,24.18092
Pakistan,1986,20.56716
Pakistan,1987,19.71666
Pakistan,1988,16.21667
Pakistan,1989,19.77238
Pakistan,1990,20.91219
Pakistan,1991,19.27662
Pakistan,1992,18.40627
Pakistan,1993,18.80100
Pakistan,1994,19.76112
Pakistan,1995,18.18413
Pakistan,1996,19.15920
Pakistan,1997,16.29092
Pakistan,1998,14.84435
Pakistan,1999,14.86864
Pakistan,2000,13.40402
Pakistan,2001,13.54216
Pakistan,2002,19.61671
Pakistan,2003,19.89171
Pakistan,2004,17.13364
Pakistan,2005,19.17823
Pakistan,2006,16.91821
Pakistan,2007,16.98715
Pakistan,2008,16.68074
Pakistan,2009,17.73406
Pakistan,2010,23.43527
Pakistan,2011,16.24089
Pakistan,2012,20.97916
Pakistan,2013,16.40315
Pakistan,2014,19.02941
Pakistan,2015,20.27638
Palau,2005,86.72142
Palau,2006,87.94901
Palau,2007,89.17917
Palau,2008,87.94860
Palau,2009,91.21410
Palau,2010,87.81834
Palau,2011,88.81069
Palau,2012,88.59073
Palau,2013,89.67137
Palau,2014,87.94762
Palau,2015,91.76007
Palestine,1995,35.88266
Palestine,1996,35.61361
Palestine,1997,31.51590
Palestine,1998,46.84893
Palestine,1999,51.70909
Palestine,2000,35.68125
Palestine,2001,25.47743
Palestine,2002,27.61139
Palestine,2003,36.40163
Palestine,2004,37.85794
Palestine,2005,31.13423
Palestine,2006,24.39155
Palestine,2007,24.29399
Palestine,2008,30.38483
Palestine,2009,29.14772
Palestine,2010,40.28732
Palestine,2011,41.58437
Palestine,2012,39.40229
Palestine,2013,45.29659
Palestine,2014,36.38830
Palestine,2015,36.35354
Panama,1977,50.01247
Panama,1978,53.42912
Panama,1979,55.24834
Panama,1980,26.38747
Panama,1981,25.17467
Panama,1982,27.82426
Panama,1983,38.08851
Panama,1984,36.07606
Panama,1985,35.63839
Panama,1986,31.77708
Panama,1987,30.28389
Panama,1988,29.79177
Panama,1989,26.37445
Panama,1990,24.61979
Panama,1991,22.51581
Panama,1992,19.36615
Panama,1993,19.32741
Panama,1994,18.85346
Panama,1995,19.98082
Panama,1996,21.49456
Panama,1997,20.65390
Panama,1998,22.69069
Panama,1999,25.51629
Panama,2000,25.08516
Panama,2001,24.54511
Panama,2002,29.45839
Panama,2003,32.87404
Panama,2004,30.96932
Panama,2005,30.05869
Panama,2006,31.97628
Panama,2007,29.60016
Panama,2008,27.11220
Panama,2009,29.45073
Panama,2010,31.18980
Panama,2011,29.82744
Panama,2012,30.72041
Panama,2013,34.14613
Panama,2014,40.31923
Panama,2015,43.13257
Panama,2016,45.72007
Papua New Guinea,1976,11.13187
Papua New Guinea,1977,5.27396
Papua New Guinea,1978,4.75970
Papua New Guinea,1979,3.97668
Papua New Guinea,1980,4.21073
Papua New Guinea,1981,9.15789
Papua New Guinea,1982,11.03962
Papua New Guinea,1983,8.44877
Papua New Guinea,1984,6.57223
Papua New Guinea,1985,6.46602
Papua New Guinea,1986,6.56985
Papua New Guinea,1987,7.25403
Papua New Guinea,1988,7.65611
Papua New Guinea,1989,11.29533
Papua New Guinea,1990,14.89816
Papua New Guinea,1991,15.25632
Papua New Guinea,1992,14.45801
Papua New Guinea,1993,10.53568
Papua New Guinea,1994,8.15681
Papua New Guinea,1995,10.74079
Papua New Guinea,1996,14.58999
Papua New Guinea,1997,15.52321
Papua New Guinea,1998,15.20731
Papua New Guinea,1999,11.38132
Papua New Guinea,2000,10.38450
Papua New Guinea,2001,13.59011
Papua New Guinea,2002,9.06412
Papua New Guinea,2003,9.66226
Papua New Guinea,2004,7.46164
Papua New Guinea,2005,8.41691
Papua New Guinea,2006,7.12355
Papua New Guinea,2007,6.91329
Papua New Guinea,2008,5.97205
Papua New Guinea,2009,4.05040
Papua New Guinea,2010,5.12645
Papua New Guinea,2011,5.78264
Papua New Guinea,2012,7.03213
Papua New Guinea,2013,6.55675
Papua New Guinea,2014,2.33503
Papua New Guinea,2015,1.50344
Paraguay,1975,15.35344
Paraguay,1976,16.48760
Paraguay,1977,16.12820
Paraguay,1978,18.00599
Paraguay,1979,25.13629
Paraguay,1980,29.06255
Paraguay,1981,28.15937
Paraguay,1982,23.30623
Paraguay,1983,29.74138
Paraguay,1984,36.84671
Paraguay,1985,24.69675
Paraguay,1986,24.19695
Paraguay,1987,22.36517
Paraguay,1988,25.35779
Paraguay,1989,25.07461
Paraguay,1990,16.63220
Paraguay,1991,17.82834
Paraguay,1992,15.43803
Paraguay,1993,13.30058
Paraguay,1994,11.25637
Paraguay,1995,4.89327
Paraguay,1996,5.28281
Paraguay,1997,5.86893
Paraguay,1998,5.06837
Paraguay,1999,5.31747
Paraguay,2000,5.45021
Paraguay,2001,6.65433
Paraguay,2002,6.28563
Paraguay,2003,5.80337
Paraguay,2004,5.29859
Paraguay,2005,5.50737
Paraguay,2006,5.54279
Paraguay,2007,6.46281
Paraguay,2008,4.80408
Paraguay,2009,7.39983
Paraguay,2010,6.51681
Paraguay,2011,6.01798
Paraguay,2012,6.70165
Paraguay,2013,6.45927
Paraguay,2014,7.14542
Paraguay,2015,8.16187
Peru,1977,19.03533
Peru,1978,19.13156
Peru,1979,14.53508
Peru,1980,15.43213
Peru,1981,19.15900
Peru,1982,19.22983
Peru,1983,19.08213
Peru,1984,17.55567
Peru,1985,18.56303
Peru,1986,20.90649
Peru,1987,22.60557
Peru,1988,23.33189
Peru,1989,19.13545
Peru,1990,18.84164
Peru,1991,18.91506
Peru,1992,16.88607
Peru,1993,16.20771
Peru,1994,16.60708
Peru,1995,13.16804
Peru,1996,17.45424
Peru,1997,16.01225
Peru,1998,20.18943
Peru,1999,18.37433
Peru,2000,15.24811
Peru,2001,13.86973
Peru,2002,13.40468
Peru,2003,14.40634
Peru,2004,12.21519
Peru,2005,10.40068
Peru,2006,8.78611
Peru,2007,9.15328
Peru,2008,9.58496
Peru,2009,11.31255
Peru,2010,8.42751
Peru,2011,7.13897
Peru,2012,8.10398
Peru,2013,10.75547
Peru,2014,12.45320
Peru,2015,14.61894
Philippines,1977,18.87230
Philippines,1978,22.82560
Philippines,1979,18.95367
Philippines,1980,20.00000
Philippines,1981,23.83868
Philippines,1982,26.43223
Philippines,1983,26.53750
Philippines,1984,23.34708
Philippines,1985,32.56119
Philippines,1986,37.13321
Philippines,1987,29.07626
Philippines,1988,25.43481
Philippines,1989,29.19609
Philippines,1990,28.38145
Philippines,1991,29.24604
Philippines,1992,32.55527
Philippines,1993,29.11889
Philippines,1994,33.42057
Philippines,1995,34.88711
Philippines,1996,38.65930
Philippines,1997,37.50031
Philippines,1998,20.22287
Philippines,1999,21.95174
Philippines,2000,20.46175
Philippines,2001,20.15888
Philippines,2002,20.61455
Philippines,2003,19.39879
Philippines,2004,20.70819
Philippines,2005,25.49659
Philippines,2006,26.47028
Philippines,2007,29.15867
Philippines,2008,27.34930
Philippines,2009,32.58179
Philippines,2010,32.59570
Philippines,2011,33.03002
Philippines,2012,30.58685
Philippines,2013,34.39351
Philippines,2014,33.85221
Philippines,2015,40.22167
Philippines,2016,41.92051
Poland,1976,11.04249
Poland,1977,11.64746
Poland,1978,11.70221
Poland,1979,12.36964
Poland,1980,12.56460
Poland,1981,15.35929
Poland,1982,13.75756
Poland,1983,14.62698
Poland,1984,14.75386
Poland,1985,16.12384
Poland,1986,14.45377
Poland,1987,15.55961
Poland,1988,15.14892
Poland,1989,19.91910
Poland,1990,16.80937
Poland,1991,20.39270
Poland,1992,25.52133
Poland,1993,23.62368
Poland,1994,28.23842
Poland,1995,29.88856
Poland,1996,26.30549
Poland,1997,22.53191
Poland,1998,25.10218
Poland,1999,21.90355
Poland,2000,22.41204
Poland,2001,19.02326
Poland,2002,17.67555
Poland,2003,15.49161
Poland,2004,17.26008
Poland,2005,17.15203
Poland,2006,17.26607
Poland,2007,19.09255
Poland,2008,18.70375
Poland,2009,19.08144
Poland,2010,18.44307
Poland,2011,18.16100
Poland,2012,18.45575
Poland,2013,18.38440
Poland,2014,18.78620
Poland,2015,19.09885
Poland,2016,20.02748
Portugal,1975,32.64476
Portugal,1976,29.30496
Portugal,1977,24.66939
Portugal,1978,27.88339
Portugal,1979,30.61273
Portugal,1980,30.05585
Portugal,1981,31.74415
Portugal,1982,26.80442
Portugal,1983,24.13477
Portugal,1984,23.99221
Portugal,1985,25.14041
Portugal,1986,25.02262
Portugal,1987,25.31819
Portugal,1988,23.68246
Portugal,1989,22.78095
Portugal,1990,23.64223
Portugal,1991,24.19378
Portugal,1992,23.05420
Portugal,1993,30.65738
Portugal,1994,27.35045
Portugal,1995,26.12276
Portugal,1996,24.79762
Portugal,1997,24.85131
Portugal,1998,26.87661
Portugal,1999,27.49751
Portugal,2000,27.78548
Portugal,2001,28.17742
Portugal,2002,28.32563
Portugal,2003,27.70054
Portugal,2004,28.31241
Portugal,2005,28.42732
Portugal,2006,29.31626
Portugal,2007,30.82851
Portugal,2008,31.38108
Portugal,2009,34.01048
Portugal,2010,31.73610
Portugal,2011,31.36970
Portugal,2012,31.10040
Portugal,2013,32.22961
Portugal,2014,33.10056
Portugal,2015,33.88151
Portugal,2016,34.69872
Post-demographic dividend,1975,19.02311
Post-demographic dividend,1976,19.22199
Post-demographic dividend,1977,19.56176
Post-demographic dividend,1978,19.84697
Post-demographic dividend,1979,18.94408
Post-demographic dividend,1980,19.28565
Post-demographic dividend,1981,19.85746
Post-demographic dividend,1982,20.90842
Post-demographic dividend,1983,20.83305
Post-demographic dividend,1984,20.15591
Post-demographic dividend,1985,20.32598
Post-demographic dividend,1986,21.09791
Post-demographic dividend,1987,21.15272
Post-demographic dividend,1988,20.23848
Post-demographic dividend,1989,20.23595
Post-demographic dividend,1990,21.16440
Post-demographic dividend,1991,21.68797
Post-demographic dividend,1992,22.49806
Post-demographic dividend,1993,22.90236
Post-demographic dividend,1994,22.00131
Post-demographic dividend,1995,20.88827
Post-demographic dividend,1996,21.24590
Post-demographic dividend,1997,21.27552
Post-demographic dividend,1998,21.90099
Post-demographic dividend,1999,22.37822
Post-demographic dividend,2000,21.84305
Post-demographic dividend,2001,22.52909
Post-demographic dividend,2002,23.18755
Post-demographic dividend,2003,23.02750
Post-demographic dividend,2004,23.19635
Post-demographic dividend,2005,23.17847
Post-demographic dividend,2006,23.02851
Post-demographic dividend,2007,23.65597
Post-demographic dividend,2008,23.61274
Post-demographic dividend,2009,26.17820
Post-demographic dividend,2010,24.27067
Post-demographic dividend,2011,23.39188
Post-demographic dividend,2012,23.95351
Post-demographic dividend,2013,24.75687
Post-demographic dividend,2014,25.82271
Post-demographic dividend,2015,27.02766
Post-demographic dividend,2016,27.26368
Pre-demographic dividend,1991,13.86837
Pre-demographic dividend,1992,15.07205
