Entity,Year,"Military expenditure per capita, current USD (OWID based on COW and SIPRI)"
Mauritania,2008,34.76
Mauritania,2009,32.71
Mauritania,2010,29.65
Mauritania,2011,37.54
Mauritania,2012,29.5
Mauritius,1968,0.06
Mauritius,1969,0.05
Mauritius,1970,0.08
Mauritius,1971,0.44
Mauritius,1972,0.51
Mauritius,1973,0.62
Mauritius,1974,0.79
Mauritius,1975,0.98
Mauritius,1976,0.91
Mauritius,1977,1.09
Mauritius,1978,1.09
Mauritius,1979,1.15
Mauritius,1980,1.17
Mauritius,1981,1.66
Mauritius,1982,2.36
Mauritius,1983,2.1
Mauritius,1984,2.96
Mauritius,1985,1.96
Mauritius,1986,2.92
Mauritius,1987,2.9
Mauritius,1988,3.84
Mauritius,1989,4.76
Mauritius,1990,6.61
Mauritius,1991,6.54
Mauritius,1992,10.42
Mauritius,1993,10.21
Mauritius,1994,9.88
Mauritius,1995,12.48
Mauritius,1996,82.89
Mauritius,1997,75.78
Mauritius,1998,78.88
Mauritius,1999,79.13
Mauritius,2000,7.77
Mauritius,2001,7.5
Mauritius,2002,8.34
Mauritius,2003,9.97
Mauritius,2004,15.72
Mauritius,2005,8.24
Mauritius,2006,9.04
Mauritius,2007,22.13
Mauritius,2008,29.44
Mauritius,2009,13.04
Mauritius,2010,11.37
Mauritius,2011,50.2
Mauritius,2012,57.26
Mecklenburg Schwerin,1843,0.62
Mecklenburg Schwerin,1844,0.63
Mecklenburg Schwerin,1845,0.64
Mecklenburg Schwerin,1846,0.65
Mecklenburg Schwerin,1847,0.65
Mecklenburg Schwerin,1848,0.76
Mecklenburg Schwerin,1849,0.82
Mecklenburg Schwerin,1850,0.9
Mecklenburg Schwerin,1851,0.83
Mecklenburg Schwerin,1852,0.85
Mecklenburg Schwerin,1853,0.71
Mecklenburg Schwerin,1854,0.94
Mecklenburg Schwerin,1855,1.16
Mecklenburg Schwerin,1856,1.31
Mecklenburg Schwerin,1857,1.3
Mecklenburg Schwerin,1858,1.3
Mecklenburg Schwerin,1859,1.31
Mecklenburg Schwerin,1860,1.3
Mecklenburg Schwerin,1861,1.26
Mecklenburg Schwerin,1862,1.47
Mecklenburg Schwerin,1863,1.87
Mecklenburg Schwerin,1864,2.63
Mexico,1844,1.08
Mexico,1846,3.44
Mexico,1865,1.87
Mexico,1866,1.99
Mexico,1868,1.27
Mexico,1869,1.23
Mexico,1870,0.87
Mexico,1871,1.03
Mexico,1872,1.22
Mexico,1873,1.22
Mexico,1874,1.2
Mexico,1875,1.27
Mexico,1876,1.22
Mexico,1877,1.17
Mexico,1878,0.7
Mexico,1879,0.89
Mexico,1880,0.8
Mexico,1881,0.97
Mexico,1882,0.85
Mexico,1883,0.83
Mexico,1884,0.79
Mexico,1885,0.78
Mexico,1886,1.13
Mexico,1887,1.07
Mexico,1888,1.21
Mexico,1889,1.2
Mexico,1890,1.1
Mexico,1891,1.1
Mexico,1892,1.08
Mexico,1893,1.04
Mexico,1894,0.92
Mexico,1895,0.82
Mexico,1896,0.42
Mexico,1897,0.45
Mexico,1898,0.47
Mexico,1899,0.41
Mexico,1900,0.48
Mexico,1901,0.49
Mexico,1902,0.49
Mexico,1903,0.49
Mexico,1904,0.56
Mexico,1905,0.56
Mexico,1906,0.56
Mexico,1907,0.6
Mexico,1908,0.69
Mexico,1909,0.69
Mexico,1910,0.67
Mexico,1911,0.69
Mexico,1912,0.91
Mexico,1913,1.42
Mexico,1914,1.46
Mexico,1915,1.47
Mexico,1917,4.57
Mexico,1918,4.29
Mexico,1919,4.98
Mexico,1920,4.65
Mexico,1921,4.56
Mexico,1922,4.55
Mexico,1923,4.17
Mexico,1924,3.48
Mexico,1925,2.97
Mexico,1926,2.98
Mexico,1927,2.68
Mexico,1928,2.93
Mexico,1929,2.79
Mexico,1930,2.32
Mexico,1931,1.86
Mexico,1932,1.14
Mexico,1933,0.95
Mexico,1934,0.94
Mexico,1935,0.96
Mexico,1936,1.05
Mexico,1937,1.2
Mexico,1938,1.21
Mexico,1939,0.96
Mexico,1940,0.92
Mexico,1941,1.12
Mexico,1942,1.2
Mexico,1943,1.43
Mexico,1944,1.52
Mexico,1945,1.57
Mexico,1946,2.28
Mexico,1947,2.43
Mexico,1948,2.48
Mexico,1949,1.91
Mexico,1950,1.46
Mexico,1951,1.64
Mexico,1952,1.74
Mexico,1953,1.86
Mexico,1954,1.53
Mexico,1955,1.35
Mexico,1956,1.55
Mexico,1957,1.88
Mexico,1958,1.98
Mexico,1959,1.97
Mexico,1960,2.25
Mexico,1961,2.32
Mexico,1962,2.55
Mexico,1963,2.72
Mexico,1964,3.02
Mexico,1965,3.06
Mexico,1966,3.19
Mexico,1967,3.7
Mexico,1968,3.82
Mexico,1969,4.12
Mexico,1970,4.31
Mexico,1971,4.24
Mexico,1972,4.77
Mexico,1973,5.78
Mexico,1974,7.38
Mexico,1975,9.92
Mexico,1976,8.71
Mexico,1977,8.53
Mexico,1978,9.88
Mexico,1979,10.52
Mexico,1980,12.2
Mexico,1981,11.23
Mexico,1982,13.32
Mexico,1983,8.4
Mexico,1984,7.61
Mexico,1985,15.5
Mexico,1986,7.95
Mexico,1987,11.93
Mexico,1988,8.07
Mexico,1989,7.84
Mexico,1990,8.15
Mexico,1991,7.95
Mexico,1992,17.6
Mexico,1993,18.82
Mexico,1994,25.68
Mexico,1995,26.15
Mexico,1996,39.14
Mexico,1997,38.86
Mexico,1998,40.77
Mexico,1999,44.05
Mexico,2000,52.88
Mexico,2001,57.49
Mexico,2002,30.32
Mexico,2003,27.19
Mexico,2004,26.29
Mexico,2005,28.2
Mexico,2006,28.8
Mexico,2007,35.07
Mexico,2008,37.8
Mexico,2009,40.96
Mexico,2010,45.89
Mexico,2011,42.32
Mexico,2012,43.34
Micronesia (country),1991,0
Micronesia (country),1992,0
Micronesia (country),1993,0
Micronesia (country),1994,0
Micronesia (country),1995,0
Micronesia (country),1996,0
Micronesia (country),1997,0
Micronesia (country),1998,0
Micronesia (country),1999,0
Micronesia (country),2000,0
Micronesia (country),2001,0
Micronesia (country),2002,0
Micronesia (country),2003,0
Micronesia (country),2004,0
Micronesia (country),2005,0
Micronesia (country),2006,0
Micronesia (country),2007,0
Micronesia (country),2008,0
Micronesia (country),2009,0
Micronesia (country),2010,0
Micronesia (country),2011,0
Micronesia (country),2012,0
Modena,1856,0.74
Modena,1857,0.76
Modena,1858,0.77
Modena,1859,0.82
Modena,1860,0.88
Moldova,1991,200.66
Moldova,1992,103.5
Moldova,1993,20.33
Moldova,1994,8.97
Moldova,1995,10.35
Moldova,1996,11.09
Moldova,1997,12.29
Moldova,1998,12.11
Moldova,1999,6.16
Moldova,2000,31.96
Moldova,2001,40.48
Moldova,2002,37.79
Moldova,2003,38.5
Moldova,2004,45.72
Moldova,2005,2.65
Moldova,2006,3.5
Moldova,2007,5.17
Moldova,2008,6.05
Moldova,2009,5.55
Moldova,2010,5.04
Moldova,2011,5.93
Moldova,2012,6.26
Monaco,1993,0
Monaco,1994,0
Monaco,1995,0
Monaco,1996,0
Monaco,1997,0
Monaco,1998,0
Monaco,1999,0
Monaco,2000,0
Monaco,2001,0
Monaco,2002,0
Monaco,2003,0
Monaco,2004,0
Monaco,2005,0
Monaco,2006,0
Monaco,2007,0
Monaco,2008,0
Monaco,2009,0
Monaco,2010,0
Monaco,2011,0
Monaco,2012,0
Mongolia,1934,8.78
Mongolia,1936,19.43
Mongolia,1938,31.54
Mongolia,1948,72.34
Mongolia,1952,121.88
Mongolia,1953,124.54
Mongolia,1955,118.63
Mongolia,1957,104.04
Mongolia,1960,15.76
Mongolia,1961,15.26
Mongolia,1962,14.88
Mongolia,1963,14.55
Mongolia,1964,23.56
Mongolia,1965,22.94
Mongolia,1966,13.4
Mongolia,1967,17.41
Mongolia,1968,21.17
Mongolia,1969,27.18
Mongolia,1970,29.65
Mongolia,1971,32.93
Mongolia,1972,36.36
Mongolia,1973,39.15
Mongolia,1974,64.55
Mongolia,1975,64.49
Mongolia,1976,81.3
Mongolia,1977,78.63
Mongolia,1978,79.6
Mongolia,1979,88.08
Mongolia,1980,105.4
Mongolia,1981,117.5
Mongolia,1982,137.39
Mongolia,1983,122.99
Mongolia,1984,124.5
Mongolia,1985,124.09
Mongolia,1986,122.3
Mongolia,1987,126.43
Mongolia,1988,132.86
Mongolia,1989,125.12
Mongolia,1990,107.76
Mongolia,1991,116.3
Mongolia,1992,111.25
Mongolia,1993,13.65
Mongolia,1994,7.46
Mongolia,1995,8.1
Mongolia,1996,6.3
Mongolia,1997,9.94
Mongolia,1998,8.14
Mongolia,1999,7.25
Mongolia,2000,8.64
Mongolia,2001,10.31
Mongolia,2002,10.23
Mongolia,2003,6.08
Mongolia,2004,7.21
Mongolia,2005,11.87
Mongolia,2006,15.24
Mongolia,2007,16.57
Mongolia,2008,19.75
Mongolia,2009,14.22
Mongolia,2010,19.9
Mongolia,2011,29.41
Mongolia,2012,40.77
Montenegro,2006,85.9
Montenegro,2007,95.47
Montenegro,2008,114.7
Montenegro,2009,93.7
Montenegro,2010,120.97
Montenegro,2011,128.82
Montenegro,2012,83.74
Morocco,1956,3.19
Morocco,1957,4.41
Morocco,1958,4.29
Morocco,1959,4.15
Morocco,1960,3.57
Morocco,1961,4.05
Morocco,1962,4.4
Morocco,1963,5.97
Morocco,1964,5.44
Morocco,1965,4.79
Morocco,1966,5.02
Morocco,1967,5.07
Morocco,1968,5.79
Morocco,1969,5.48
Morocco,1970,5.58
Morocco,1971,7.16
Morocco,1972,8.91
Morocco,1973,11.53
Morocco,1974,25.45
Morocco,1975,24.28
Morocco,1976,33.05
Morocco,1977,40.87
Morocco,1978,41.94
Morocco,1979,49.28
Morocco,1980,57.83
Morocco,1981,55.57
Morocco,1982,60.38
Morocco,1983,52.69
Morocco,1984,27.93
Morocco,1985,23.93
Morocco,1986,33.6
Morocco,1987,37.58
Morocco,1988,48.53
Morocco,1989,50.52
Morocco,1990,61.26
Morocco,1991,39.29
Morocco,1992,44.62
Morocco,1993,45.76
Morocco,1994,47.09
Morocco,1995,55.48
Morocco,1996,53.3
Morocco,1997,50.75
Morocco,1998,61.95
Morocco,1999,63.19
Morocco,2000,50.4
Morocco,2001,45.08
Morocco,2002,52.71
Morocco,2003,61.72
Morocco,2004,66.65
Morocco,2005,68.18
Morocco,2006,71.1
Morocco,2007,78.55
Morocco,2008,96.17
Morocco,2009,97.87
Morocco,2010,98.51
Morocco,2011,104.28
Morocco,2012,104.79
Mozambique,1975,1.98
Mozambique,1976,5.67
Mozambique,1977,6.91
Mozambique,1978,11.18
Mozambique,1979,11.19
Mozambique,1980,11.3
Mozambique,1981,15.44
Mozambique,1982,15.89
Mozambique,1983,27.38
Mozambique,1984,17.11
Mozambique,1985,17.2
Mozambique,1986,19.49
Mozambique,1987,7.52
Mozambique,1988,7
Mozambique,1989,7.17
Mozambique,1990,7.99
Mozambique,1991,7.94
Mozambique,1992,6.81
Mozambique,1993,5.84
Mozambique,1994,6.38
Mozambique,1995,3.33
Mozambique,1996,3.6
Mozambique,1997,3.94
Mozambique,1998,4.34
Mozambique,1999,4.87
Mozambique,2000,4.62
Mozambique,2001,4.02
Mozambique,2002,4.61
Mozambique,2003,5.28
Mozambique,2004,5.38
Mozambique,2005,2.76
Mozambique,2006,2.64
Mozambique,2007,2.57
Mozambique,2008,3.34
Mozambique,2009,3.6
Mozambique,2011,2.85
Myanmar,1948,0.84
Myanmar,1949,1.73
Myanmar,1950,1.44
Myanmar,1951,1.76
Myanmar,1952,2.51
Myanmar,1953,3.44
Myanmar,1954,4.04
Myanmar,1955,3.59
Myanmar,1956,3.74
Myanmar,1957,3.86
Myanmar,1958,4.09
Myanmar,1959,4.03
Myanmar,1960,3.98
Myanmar,1961,3.85
Myanmar,1962,3.99
Myanmar,1963,4.31
Myanmar,1964,4.11
Myanmar,1965,4.45
Myanmar,1966,4.24
Myanmar,1967,4
Myanmar,1968,3.96
Myanmar,1969,4.08
Myanmar,1970,4.14
Myanmar,1971,4.29
Myanmar,1972,4.18
Myanmar,1973,5.16
Myanmar,1974,5.43
Myanmar,1975,4.58
Myanmar,1976,5.26
Myanmar,1977,5.43
Myanmar,1978,5.28
Myanmar,1979,5.77
Myanmar,1980,6.01
Myanmar,1981,5.67
Myanmar,1982,5.85
Myanmar,1983,6.37
Myanmar,1984,6.51
Myanmar,1985,5.92
Myanmar,1986,6.68
Myanmar,1987,7.46
Myanmar,1988,7.18
Myanmar,1989,8.19
Myanmar,1990,20.75
Myanmar,1991,23.37
Myanmar,1992,8.41
Myanmar,1993,62.04
Myanmar,1994,41.48
Myanmar,1995,41.68
Myanmar,1996,43.81
Myanmar,1997,46.7
Myanmar,1998,48.14
Myanmar,1999,44.28
Myanmar,2000,22.36
Myanmar,2001,21.28
Myanmar,2002,114.33
Myanmar,2003,126.27
Myanmar,2004,105.56
Myanmar,2005,138.38
Myanmar,2006,143.88
Myanmar,2007,137.89
Myanmar,2010,33.93
Myanmar,2011,46.13
Myanmar,2012,42.2
Namibia,1990,35.09
Namibia,1991,36.02
Namibia,1992,45.87
Namibia,1993,39.01
Namibia,1994,38.03
Namibia,1995,42.32
Namibia,1996,46.98
Namibia,1997,55.18
Namibia,1998,56.63
Namibia,1999,70.8
Namibia,2000,63.15
Namibia,2001,52.72
Namibia,2002,40.86
Namibia,2003,66.13
Namibia,2004,84.37
Namibia,2005,81.89
Namibia,2006,95.96
Namibia,2007,114.85
Namibia,2008,135.95
Namibia,2009,145.12
Namibia,2010,182.65
Namibia,2011,207.39
Namibia,2012,168.66
Nauru,1999,0
Nauru,2000,0
Nauru,2001,0
Nauru,2002,0
Nauru,2003,0
Nauru,2004,0
Nauru,2005,0
Nauru,2006,0
Nauru,2007,0
Nauru,2008,0
Nauru,2009,0
Nauru,2010,0
Nauru,2011,0
Nauru,2012,0
Nepal,1950,0.23
Nepal,1951,0.29
Nepal,1952,0.28
Nepal,1954,0.35
Nepal,1955,0.2
Nepal,1956,0.26
Nepal,1957,0.29
Nepal,1958,0.22
Nepal,1959,0.24
Nepal,1960,0.3
Nepal,1961,0.27
Nepal,1962,0.31
Nepal,1963,0.47
Nepal,1964,0.49
Nepal,1965,0.54
Nepal,1966,0.66
Nepal,1967,0.76
Nepal,1968,0.63
Nepal,1969,0.92
Nepal,1970,1.04
Nepal,1971,0.53
Nepal,1972,0.58
Nepal,1973,0.59
Nepal,1974,0.69
Nepal,1975,0.82
Nepal,1976,0.9
Nepal,1977,0.98
Nepal,1978,0.94
Nepal,1979,1.12
Nepal,1980,1.5
Nepal,1981,1.46
Nepal,1982,2.35
Nepal,1983,2.17
Nepal,1984,1.88
Nepal,1985,2.07
Nepal,1986,1.97
Nepal,1987,2.18
Nepal,1988,2.15
Nepal,1989,2.2
Nepal,1990,2.03
Nepal,1991,1.55
Nepal,1992,1.85
Nepal,1993,1.92
Nepal,1994,2.06
Nepal,1995,1.72
Nepal,1996,1.87
Nepal,1997,1.86
Nepal,1998,1.71
Nepal,1999,1.8
Nepal,2000,4.43
Nepal,2001,5.93
Nepal,2002,3.94
Nepal,2003,4.49
Nepal,2004,5.34
Nepal,2005,6.09
Nepal,2006,6.09
Nepal,2007,6.44
Nepal,2008,6.71
Nepal,2009,6.93
Nepal,2010,8.94
Nepal,2011,9.91
Nepal,2012,10.23
Netherlands,1816,2.21
Netherlands,1817,1.99
Netherlands,1818,1.81
Netherlands,1819,1.56
Netherlands,1820,1.5
Netherlands,1821,1.42
Netherlands,1822,1.43
Netherlands,1823,1.35
Netherlands,1824,1.3
Netherlands,1825,1.23
Netherlands,1826,1.2
Netherlands,1827,1.14
Netherlands,1828,1.06
Netherlands,1829,0.99
Netherlands,1830,1.9
Netherlands,1831,6.16
Netherlands,1832,6.68
Netherlands,1833,5.24
Netherlands,1834,4.25
Netherlands,1835,3.22
Netherlands,1836,3.11
Netherlands,1837,3.25
Netherlands,1838,2.9
Netherlands,1839,2.78
Netherlands,1840,2.53
Netherlands,1841,2.38
Netherlands,1842,2.35
Netherlands,1843,2.19
Netherlands,1844,2.35
Netherlands,1845,2.3
Netherlands,1846,2.22
Netherlands,1847,2.26
Netherlands,1848,2.26
Netherlands,1849,2.23
Netherlands,1850,2.15
Netherlands,1851,2.17
Netherlands,1852,2.09
Netherlands,1853,2.11
Netherlands,1854,2.11
Netherlands,1855,2.46
Netherlands,1856,2.48
Netherlands,1857,2.42
Netherlands,1858,2.45
Netherlands,1859,2.44
Netherlands,1860,2.59
Netherlands,1861,2.64
Netherlands,1862,2.64
Netherlands,1863,3.69
Netherlands,1864,5.22
Netherlands,1865,4.03
Netherlands,1866,3.56
Netherlands,1867,4.65
Netherlands,1868,3.88
Netherlands,1869,3.6
Netherlands,1870,2.98
Netherlands,1871,2.87
Netherlands,1872,2.96
Netherlands,1873,3.31
Netherlands,1874,3.39
Netherlands,1875,3.96
Netherlands,1876,4.44
Netherlands,1877,4.01
Netherlands,1878,3.7
Netherlands,1879,3.19
Netherlands,1880,3.3
Netherlands,1881,3.15
Netherlands,1882,3.26
Netherlands,1883,3.3
Netherlands,1884,3.21
Netherlands,1885,3
Netherlands,1886,2.98
Netherlands,1887,3
Netherlands,1888,3.03
Netherlands,1889,3.11
Netherlands,1890,3.08
Netherlands,1891,3.1
Netherlands,1892,3.07
Netherlands,1893,3.29
Netherlands,1894,3.19
Netherlands,1895,3.08
Netherlands,1896,3.31
Netherlands,1897,3.19
Netherlands,1898,3.01
Netherlands,1899,2.97
Netherlands,1900,2.96
Netherlands,1901,3.04
Netherlands,1902,3.06
Netherlands,1903,3.08
Netherlands,1904,3.2
Netherlands,1905,3.16
Netherlands,1906,3.15
Netherlands,1907,3.09
Netherlands,1908,3.19
Netherlands,1909,3.22
Netherlands,1910,3.29
Netherlands,1911,3.29
Netherlands,1912,3.32
Netherlands,1913,3.45
Netherlands,1914,1.25
Netherlands,1915,1.59
Netherlands,1916,2.76
Netherlands,1917,3.33
Netherlands,1918,3.6
Netherlands,1919,4.06
Netherlands,1920,4.66
Netherlands,1921,5.63
Netherlands,1922,5.71
Netherlands,1923,5.36
Netherlands,1924,4.82
Netherlands,1925,5.27
Netherlands,1926,5.1
Netherlands,1927,3.61
Netherlands,1928,3.55
Netherlands,1929,3.89
Netherlands,1930,3.94
Netherlands,1931,3.86
Netherlands,1932,3.49
Netherlands,1933,3.11
Netherlands,1934,4.66
Netherlands,1935,6.07
Netherlands,1936,6.53
Netherlands,1937,6.18
Netherlands,1938,8.69
Netherlands,1939,13.01
Netherlands,1940,18.97
Netherlands,1945,20.89
Netherlands,1946,21.95
Netherlands,1947,23.41
Netherlands,1948,24.59
Netherlands,1949,25.68
Netherlands,1950,23.41
Netherlands,1951,27.14
Netherlands,1952,31.72
Netherlands,1953,33.31
Netherlands,1954,39.39
Netherlands,1955,41.65
Netherlands,1956,44.47
Netherlands,1957,43.71
Netherlands,1958,39.05
Netherlands,1959,35.14
Netherlands,1960,39.93
Netherlands,1961,45.88
Netherlands,1962,51.47
Netherlands,1963,53.55
Netherlands,1964,60.97
Netherlands,1965,61.47
Netherlands,1966,62.03
Netherlands,1967,70.29
Netherlands,1968,71.68
Netherlands,1969,79.32
Netherlands,1970,84.02
Netherlands,1971,95.09
Netherlands,1972,114.21
Netherlands,1973,142.68
Netherlands,1974,168.77
Netherlands,1975,206.18
Netherlands,1976,210.46
Netherlands,1977,267.42
Netherlands,1978,303.18
Netherlands,1979,360.16
Netherlands,1980,372.55
Netherlands,1981,317.82
Netherlands,1982,311.95
Netherlands,1983,315.26
Netherlands,1984,275.91
Netherlands,1985,278.93
Netherlands,1986,385.2
Netherlands,1987,437.78
Netherlands,1988,477.71
Netherlands,1989,449.86
Netherlands,1990,523.01
Netherlands,1991,550.1
Netherlands,1992,527.53
Netherlands,1993,481.1
Netherlands,1994,515.11
Netherlands,1995,518.21
Netherlands,1996,516.52
Netherlands,1997,438.29
Netherlands,1998,458.73
Netherlands,1999,393.58
Netherlands,2000,381.79
Netherlands,2001,389.94
Netherlands,2002,420.4
Netherlands,2003,521.51
Netherlands,2004,592.26
Netherlands,2005,589.87
Netherlands,2006,621.7
Netherlands,2007,677.55
Netherlands,2008,743.82
Netherlands,2009,732.56
Netherlands,2010,674.57
Netherlands,2011,699.57
Netherlands,2012,620.8
New Zealand,1920,1.86
New Zealand,1921,2.9
New Zealand,1922,4.17
New Zealand,1923,3.17
New Zealand,1924,2.32
New Zealand,1925,4.21
New Zealand,1926,3.46
New Zealand,1927,3.25
New Zealand,1928,0.15
New Zealand,1929,0.14
New Zealand,1930,0.15
New Zealand,1931,0.14
New Zealand,1932,0.13
New Zealand,1933,0.13
New Zealand,1934,2.34
New Zealand,1935,2.52
New Zealand,1936,3.46
New Zealand,1937,4.78
New Zealand,1938,6.83
New Zealand,1939,4.31
New Zealand,1940,6.02
New Zealand,1941,74.03
New Zealand,1942,137.18
New Zealand,1943,248.62
New Zealand,1944,295.78
New Zealand,1945,248.61
New Zealand,1946,86.06
New Zealand,1947,20.41
New Zealand,1948,20.82
New Zealand,1949,16.97
New Zealand,1950,14.46
New Zealand,1951,22.7
New Zealand,1952,32.4
New Zealand,1953,37.26
New Zealand,1954,33.12
New Zealand,1955,30.9
New Zealand,1956,32.12
New Zealand,1957,30.23
New Zealand,1958,30.36
New Zealand,1959,32.03
New Zealand,1960,32.62
New Zealand,1961,30.31
New Zealand,1962,29.59
New Zealand,1963,30.04
New Zealand,1964,35.77
New Zealand,1965,40.35
New Zealand,1966,43.42
New Zealand,1967,42.97
New Zealand,1968,33.72
New Zealand,1969,34.3
New Zealand,1970,36.85
New Zealand,1971,46.99
New Zealand,1972,52.67
New Zealand,1973,63.53
New Zealand,1974,74.13
New Zealand,1975,73.76
New Zealand,1976,67.28
New Zealand,1977,75.61
New Zealand,1978,95.76
New Zealand,1979,111.18
New Zealand,1980,128.41
New Zealand,1981,121.9
New Zealand,1982,150.81
New Zealand,1983,138.18
New Zealand,1984,123.99
New Zealand,1985,144.55
New Zealand,1986,171.29
New Zealand,1987,244.47
New Zealand,1988,270.44
New Zealand,1989,245.7
New Zealand,1990,245.77
New Zealand,1991,230.7
New Zealand,1992,176.5
New Zealand,1993,197.36
New Zealand,1994,209.85
New Zealand,1995,289.1
New Zealand,1996,286.27
New Zealand,1997,240.36
New Zealand,1998,236.56
New Zealand,1999,215.26
New Zealand,2000,208.18
New Zealand,2001,171.09
New Zealand,2002,189.8
New Zealand,2003,291.22
New Zealand,2004,276.29
New Zealand,2005,350.51
New Zealand,2006,368.94
New Zealand,2007,327.9
New Zealand,2008,410
New Zealand,2009,314.13
New Zealand,2010,368.36
New Zealand,2011,498.19
New Zealand,2012,494.84
Nicaragua,1900,1.32
Nicaragua,1901,1.1
Nicaragua,1903,1.47
Nicaragua,1922,0.07
Nicaragua,1925,0.2
Nicaragua,1926,0.2
Nicaragua,1927,0.13
Nicaragua,1928,0.12
Nicaragua,1929,0.21
Nicaragua,1930,0.19
Nicaragua,1931,0.13
Nicaragua,1932,0.14
Nicaragua,1933,0.09
Nicaragua,1934,0.13
Nicaragua,1935,0.12
Nicaragua,1936,0.11
Nicaragua,1937,0.06
Nicaragua,1944,1.01
Nicaragua,1957,5.45
Nicaragua,1958,4.35
Nicaragua,1959,4.52
Nicaragua,1960,4.75
Nicaragua,1961,4.8
Nicaragua,1962,5.04
Nicaragua,1963,5.06
Nicaragua,1964,4.78
Nicaragua,1965,5.01
Nicaragua,1966,5.63
Nicaragua,1967,6.04
Nicaragua,1968,5.77
Nicaragua,1969,5.73
Nicaragua,1970,5.93
Nicaragua,1971,6.56
Nicaragua,1972,8.26
Nicaragua,1973,7.59
Nicaragua,1974,10.52
Nicaragua,1975,11.29
Nicaragua,1976,16.62
Nicaragua,1977,17.75
Nicaragua,1978,17.84
Nicaragua,1979,15.89
Nicaragua,1980,22.37
Nicaragua,1981,66.88
Nicaragua,1982,84.21
Nicaragua,1983,113.8
Nicaragua,1984,197.6
Nicaragua,1985,214.55
Nicaragua,1986,128.87
Nicaragua,1987,53.98
Nicaragua,1988,39.2
Nicaragua,1990,82.15
Nicaragua,1991,56.26
Nicaragua,1992,51.92
Nicaragua,1993,49.24
Nicaragua,1994,7.95
Nicaragua,1995,8.59
Nicaragua,1996,8.73
Nicaragua,1997,8.27
Nicaragua,1998,6.24
Nicaragua,1999,5.06
Nicaragua,2000,4.73
Nicaragua,2001,5.22
Nicaragua,2002,6.1
Nicaragua,2003,5.83
Nicaragua,2004,5.94
Nicaragua,2005,6.23
Nicaragua,2006,6.33
Nicaragua,2007,6.61
Nicaragua,2008,7.41
Nicaragua,2009,6.97
Nicaragua,2010,7.56
Nicaragua,2011,9.14
Nicaragua,2012,11.01
Niger,1960,0.2
Niger,1961,0.32
Niger,1962,0.37
Niger,1963,0.52
Niger,1964,0.55
Niger,1965,0.62
Niger,1966,0.77
Niger,1967,0.85
Niger,1968,0.96
Niger,1969,0.95
Niger,1970,0.99
Niger,1971,0.68
Niger,1972,0.75
Niger,1973,0.85
Niger,1974,1.09
Niger,1975,1.52
Niger,1976,1.65
Niger,1977,1.65
Niger,1978,1.8
Niger,1979,2.04
Niger,1980,3.22
Niger,1981,2.6
Niger,1982,2.84
Niger,1983,2.1
Niger,1984,1.56
Niger,1985,1.79
Niger,1986,2.2
Niger,1987,2.5
Niger,1988,2.39
Niger,1989,2.3
Niger,1990,5.84
Niger,1991,2.73
Niger,1992,2.82
Niger,1993,1.67
Niger,1994,2.15
Niger,1995,2.29
Niger,1996,2.32
Niger,1997,2.25
Niger,1998,2.58
Niger,1999,2.69
Niger,2000,2.52
Niger,2001,2.61
Niger,2002,1.78
Niger,2003,2.04
Niger,2004,2.2
Niger,2005,2.5
Niger,2006,2.78
Niger,2007,3.24
Niger,2008,3.94
Niger,2009,3.33
Niger,2010,2.89
Niger,2011,3.82
Niger,2012,4.08
Nigeria,1960,0.38
Nigeria,1961,0.53
Nigeria,1962,0.71
Nigeria,1963,0.92
Nigeria,1964,1.12
Nigeria,1965,1.31
Nigeria,1966,1.23
Nigeria,1967,1.73
Nigeria,1968,2.26
Nigeria,1969,5.54
Nigeria,1970,3.08
Nigeria,1971,3.69
Nigeria,1972,3.98
Nigeria,1973,4.51
Nigeria,1974,5.2
Nigeria,1975,9.88
Nigeria,1976,10.4
Nigeria,1977,11.86
Nigeria,1978,10.62
Nigeria,1979,10.56
Nigeria,1980,9.74
Nigeria,1981,12.06
Nigeria,1982,21.93
Nigeria,1983,18.5
Nigeria,1984,13.03
Nigeria,1985,11.42
Nigeria,1986,6.86
Nigeria,1987,1.99
Nigeria,1988,2.7
Nigeria,1989,2.71
Nigeria,1990,2.96
Nigeria,1991,2.46
Nigeria,1992,1.73
Nigeria,1993,1.99
Nigeria,1994,10.98
Nigeria,1995,13.49
Nigeria,1996,16.63
Nigeria,1997,16.6
Nigeria,1998,20.14
Nigeria,1999,20.53
Nigeria,2000,4.65
Nigeria,2001,4.34
Nigeria,2002,6.97
Nigeria,2003,3.61
Nigeria,2004,4.21
Nigeria,2005,6.12
Nigeria,2006,5.36
Nigeria,2007,6.66
Nigeria,2008,8.86
Nigeria,2009,9.69
Nigeria,2010,9.51
Nigeria,2011,13.7
Nigeria,2012,12.04
North Korea,1948,0
North Korea,1958,225.98
North Korea,1960,19
North Korea,1961,20.74
North Korea,1962,22.44
North Korea,1963,24.52
North Korea,1964,25.61
North Korea,1965,29.02
North Korea,1966,28.1
North Korea,1967,36.47
North Korea,1968,45.71
North Korea,1969,44.54
North Korea,1970,49.08
North Korea,1971,51.86
North Korea,1972,34.57
North Korea,1973,39.1
North Korea,1974,47.63
North Korea,1975,53.94
North Korea,1976,60.4
North Korea,1977,61.14
North Korea,1978,66.63
North Korea,1979,71.78
North Korea,1980,80.19
