Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male,crude_death_rate_per_100k_both_sexes,crude_death_rate_per_100k_female,crude_death_rate_per_100k_male
Mexico,1967,6.2,4.26,8.35,3.04,2.18,3.91
Mexico,1968,5.85,4.04,7.87,2.9,2.11,3.7
Mexico,1969,6.08,4.19,8.08,2.91,2.07,3.75
Mexico,1970,6.41,4.4,8.52,3.04,2.16,3.91
Mexico,1971,6.63,4.6,8.78,3.14,2.25,4.03
Mexico,1972,6.78,4.67,8.98,3.2,2.28,4.12
Mexico,1973,6.82,4.69,9.07,3.27,2.34,4.2
Mexico,1974,6.61,4.07,9.49,3.27,2.12,4.41
Mexico,1975,7.04,4.2,10.3,3.49,2.23,4.76
Mexico,1976,7.42,4.52,10.76,3.69,2.41,4.98
Mexico,1977,7.6,4.76,10.89,3.77,2.53,5.01
Mexico,1978,8.09,4.61,12.15,4.02,2.47,5.58
Mexico,1979,8.86,5.15,13.19,4.44,2.77,6.12
Mexico,1980,8.44,5.1,12.37,4.24,2.77,5.73
Mexico,1981,9.66,5.62,14.45,4.42,2.79,6.05
Mexico,1982,9.83,5.42,15.01,4.49,2.68,6.3
Mexico,1983,11.27,6.77,16.33,4.84,3.08,6.59
Mexico,1984,10.06,5.89,15.04,5.19,3.28,7.13
Mexico,1985,11.34,6.59,17.03,5.3,3.34,7.26
Mexico,1986,11.75,6.83,17.64,5.43,3.46,7.4
Mexico,1987,12.2,6.82,18.68,5.87,3.59,8.14
Mexico,1988,12.37,6.9,18.95,5.96,3.64,8.28
Mexico,1989,12.72,6.77,19.91,6.17,3.6,8.75
Mexico,1990,12.18,6.89,18.6,5.98,3.71,8.26
Mexico,1991,12.27,6.89,18.81,6.05,3.73,8.38
Mexico,1992,12.22,6.97,18.58,6.31,3.89,8.76
Mexico,1993,12.57,6.78,19.61,6.52,3.81,9.27
Mexico,1994,12.42,7.12,18.8,6.53,4.04,9.05
Mexico,1995,12.24,6.89,18.76,6.55,3.99,9.15
Mexico,1996,10.78,6.23,16.32,6.44,4.02,8.95
Mexico,1997,11.1,6.53,16.65,6.75,4.27,9.31
Mexico,1998,10.49,6.07,15.84,6.48,4.05,9.0
Mexico,1999,10.41,6.0,15.76,6.54,4.06,9.12
Mexico,2000,9.92,5.79,14.92,6.34,4.0,8.77
Mexico,2001,9.78,5.56,14.87,6.38,3.92,8.94
Mexico,2002,9.88,5.8,14.81,6.57,4.13,9.1
Mexico,2003,9.63,5.58,14.5,6.53,4.06,9.1
Mexico,2004,9.43,5.6,14.04,6.54,4.19,9.0
Mexico,2005,9.33,5.37,14.1,6.62,4.1,9.25
Mexico,2006,8.81,5.39,12.94,6.35,4.16,8.64
Mexico,2007,8.08,4.98,11.82,5.95,3.95,8.04
Mexico,2008,8.02,4.93,11.75,6.01,3.97,8.14
Mexico,2009,7.62,4.75,11.08,5.82,3.89,7.84
Mexico,2010,7.45,4.74,10.71,5.82,4.0,7.71
Mexico,2011,7.16,4.71,10.11,5.69,4.02,7.43
Mexico,2012,6.59,4.22,9.47,5.34,3.67,7.09
Mexico,2013,6.55,4.37,9.2,5.42,3.89,7.01
Mexico,2014,6.53,4.41,9.1,5.49,3.98,7.07
Mexico,2015,6.45,4.41,8.95,5.55,4.08,7.1
Mexico,2016,6.37,4.43,8.74,5.58,4.17,7.05
Mexico,2017,6.21,4.36,8.47,5.53,4.16,6.96
Mexico,2018,5.94,4.32,7.92,5.41,4.23,6.64
Mexico,2019,5.7,4.07,7.7,5.31,4.08,6.6
Mexico,2020,5.5,3.98,7.36,5.23,4.07,6.43
Moldova,1981,17.95,6.72,33.59,17.68,7.16,29.38
Moldova,1982,17.95,5.32,35.81,17.76,5.75,31.11
Moldova,1985,21.36,6.59,42.35,21.52,7.32,37.23
Moldova,1986,22.13,6.58,43.83,22.33,7.21,39.03
Moldova,1987,23.58,8.41,44.75,24.13,9.47,40.32
Moldova,1988,24.36,7.47,48.15,25.29,8.61,43.66
Moldova,1989,26.44,8.92,50.69,27.17,10.14,45.89
Moldova,1990,24.61,7.04,49.21,25.49,8.19,44.5
Moldova,1991,23.78,7.83,46.04,24.61,8.99,41.73
Moldova,1992,22.4,5.62,45.63,23.4,6.59,41.8
Moldova,1993,23.07,7.47,44.46,24.47,8.89,41.51
Moldova,1994,24.13,6.9,47.67,25.46,8.1,44.45
Moldova,1995,22.21,6.16,44.09,23.74,7.37,41.64
Moldova,1996,22.62,6.39,45.03,24.16,7.75,42.1
Moldova,1997,23.57,7.96,44.88,25.15,9.5,42.19
Moldova,1998,20.83,6.92,39.66,22.34,8.3,37.63
Moldova,1999,19.16,6.9,35.72,20.73,8.42,34.14
Moldova,2000,18.36,5.91,35.21,20.0,7.33,33.8
Moldova,2001,20.34,7.13,38.17,22.44,8.88,37.2
Moldova,2002,18.76,6.39,35.61,20.51,7.89,34.23
Moldova,2003,20.65,7.37,38.78,23.36,9.14,38.82
Moldova,2004,19.41,6.85,36.9,22.11,8.63,36.78
Moldova,2005,19.57,6.24,38.05,22.59,8.17,38.27
Moldova,2006,20.18,6.3,38.54,23.68,8.58,40.05
Moldova,2007,20.28,7.22,38.44,24.32,9.47,40.37
Moldova,2008,20.69,7.04,39.13,25.18,9.49,42.13
Moldova,2009,20.11,6.98,37.46,24.68,9.78,40.78
Moldova,2010,21.06,7.02,39.84,26.02,9.79,43.55
Moldova,2011,20.05,6.64,38.3,25.39,9.42,42.64
Moldova,2012,20.24,7.02,38.42,26.24,10.34,43.4
Moldova,2013,19.93,7.05,37.48,26.53,10.4,43.93
Moldova,2014,20.27,7.36,37.81,26.71,10.84,43.84
Moldova,2015,20.05,6.59,38.56,27.01,9.98,45.39
Moldova,2016,20.24,6.31,39.36,28.13,9.71,48.0
Moldova,2017,18.11,6.17,34.55,25.78,9.77,43.07
Moldova,2018,19.41,6.65,36.74,28.29,10.81,47.19
Mongolia,1994,25.64,11.62,42.15,12.89,6.16,19.76
Mongolia,2016,20.05,6.5,39.72,11.46,4.27,18.9
Montenegro,2000,33.01,14.65,55.66,43.92,20.71,67.79
Montenegro,2001,31.67,13.41,53.61,41.34,18.16,65.17
Montenegro,2002,32.67,14.51,54.42,43.44,20.71,66.8
Montenegro,2003,36.38,16.35,60.66,47.56,22.57,73.26
Montenegro,2004,34.72,16.87,57.17,46.13,23.44,69.51
Montenegro,2005,37.21,17.56,61.2,49.9,24.33,76.26
Montenegro,2006,32.05,14.98,53.09,44.21,22.08,67.04
Montenegro,2007,34.15,12.89,60.05,46.79,19.19,75.24
Montenegro,2008,31.79,14.58,53.04,45.64,21.94,70.05
Montenegro,2009,30.9,14.59,51.29,43.23,20.29,66.83
Montenegro,2017,29.28,15.19,46.53,47.88,26.06,70.19
Montenegro,2019,26.2,14.26,40.5,44.37,25.45,63.71
Netherlands,1950,13.72,3.37,24.77,13.32,3.29,23.41
Netherlands,1951,15.62,4.09,27.96,15.31,4.1,26.59
Netherlands,1952,15.54,3.15,28.86,15.38,3.15,27.71
Netherlands,1953,16.25,3.54,29.91,16.35,3.61,29.19
Netherlands,1954,18.01,3.76,33.36,18.26,3.9,32.71
Netherlands,1955,17.7,3.18,33.41,18.11,3.34,32.99
Netherlands,1956,19.84,3.76,37.29,20.45,3.95,37.07
Netherlands,1957,20.16,3.62,38.18,21.0,3.81,38.31
Netherlands,1958,20.67,3.34,39.67,21.84,3.65,40.15
Netherlands,1959,22.53,3.52,43.43,24.06,3.81,44.46
Netherlands,1960,23.42,3.73,45.16,25.15,4.11,46.36
Netherlands,1961,25.56,4.22,49.23,27.71,4.72,50.88
Netherlands,1962,26.16,3.62,51.32,28.69,4.14,53.43
Netherlands,1963,27.74,4.02,54.4,30.63,4.58,56.85
Netherlands,1964,28.73,3.97,56.7,31.8,4.56,59.2
Netherlands,1965,28.94,3.86,57.58,32.39,4.43,60.46
Netherlands,1966,30.57,3.75,61.39,34.31,4.41,64.29
Netherlands,1967,32.39,4.14,65.21,36.83,4.88,68.88
Netherlands,1968,33.65,4.48,67.71,38.46,5.38,71.7
Netherlands,1969,33.51,3.73,68.67,38.79,4.6,73.13
Netherlands,1970,34.77,4.17,71.16,40.28,5.05,75.64
Netherlands,1971,36.46,4.42,74.93,42.46,5.39,79.66
Netherlands,1972,36.34,4.74,74.71,42.7,5.88,79.67
Netherlands,1973,37.52,4.39,78.05,44.3,5.52,83.33
Netherlands,1974,37.99,5.04,78.74,45.34,6.38,84.6
Netherlands,1975,38.99,4.91,81.57,47.15,6.32,88.33
Netherlands,1976,40.22,5.24,84.46,49.27,6.92,92.03
Netherlands,1977,39.91,5.71,83.54,49.3,7.44,91.63
Netherlands,1978,41.95,6.13,88.22,52.55,8.22,97.44
Netherlands,1979,40.88,6.06,86.26,51.59,7.98,95.83
Netherlands,1980,42.25,6.83,88.79,53.84,9.12,99.24
Netherlands,1981,42.29,7.3,88.7,54.64,10.05,99.97
Netherlands,1982,42.66,7.73,89.32,55.52,10.48,101.38
Netherlands,1983,41.65,8.0,87.15,55.01,11.03,99.87
Netherlands,1984,42.93,9.04,88.75,57.12,12.56,102.62
Netherlands,1985,42.69,9.12,88.31,57.23,12.67,102.78
Netherlands,1986,43.21,9.78,89.15,58.65,13.71,104.6
Netherlands,1987,42.21,9.8,86.79,57.78,13.98,102.59
Netherlands,1988,42.69,10.84,86.9,58.99,15.28,103.71
Netherlands,1989,41.46,11.5,83.13,57.58,16.4,99.74
Netherlands,1990,39.28,11.29,78.49,55.12,16.26,94.88
Netherlands,1991,39.51,11.73,78.69,55.87,16.69,95.95
Netherlands,1992,39.52,12.79,76.88,56.06,18.43,94.53
Netherlands,1993,39.46,13.7,75.59,56.35,19.99,93.52
Netherlands,1994,38.84,14.51,73.11,55.69,20.99,91.16
Netherlands,1995,38.54,15.1,71.59,55.96,22.15,90.52
Netherlands,1996,37.46,15.22,68.88,55.19,22.94,88.16
Netherlands,1997,37.35,16.08,67.25,55.21,23.94,87.19
Netherlands,1998,36.95,16.37,65.53,55.04,24.95,85.82
Netherlands,1999,36.78,17.53,63.59,55.18,26.73,84.26
Netherlands,2000,35.4,18.4,59.47,53.74,28.11,79.93
Netherlands,2001,35.62,18.71,59.18,54.52,28.93,80.63
Netherlands,2002,35.77,19.9,57.8,55.24,31.05,79.91
Netherlands,2003,34.77,20.78,54.37,54.62,33.02,76.66
Netherlands,2004,36.11,21.69,56.02,57.26,34.71,80.29
Netherlands,2005,35.58,22.61,53.67,57.68,37.04,78.78
Netherlands,2006,35.0,22.93,51.63,57.66,38.39,77.37
Netherlands,2007,35.43,24.16,51.18,59.66,40.86,78.87
Netherlands,2008,35.13,24.62,49.77,60.31,42.48,78.52
Netherlands,2009,34.45,24.13,48.65,60.25,42.31,78.57
Netherlands,2010,34.53,24.35,48.11,61.47,43.83,79.48
Netherlands,2011,34.82,25.82,46.99,63.16,46.95,79.7
Netherlands,2012,33.23,25.5,43.76,61.61,47.26,76.24
Netherlands,2013,32.24,25.22,41.91,61.16,47.88,74.69
Netherlands,2014,31.78,25.42,40.44,61.41,49.09,73.97
Netherlands,2015,31.07,25.3,38.95,61.51,50.08,73.15
Netherlands,2016,31.05,25.27,38.79,62.78,51.15,74.59
Netherlands,2017,29.43,23.83,36.79,60.68,49.32,72.21
Netherlands,2018,27.97,23.78,33.45,59.91,50.61,69.33
Netherlands,2019,26.62,22.75,31.67,58.6,49.93,67.41
Netherlands,2020,25.82,22.43,30.23,57.35,49.69,65.12
New Zealand,1950,10.35,2.9,18.26,10.72,3.04,18.33
New Zealand,1951,12.21,3.87,20.98,12.79,4.02,21.47
New Zealand,1952,13.56,3.91,23.99,14.23,4.23,24.12
New Zealand,1953,13.12,3.4,23.56,13.67,3.63,23.59
New Zealand,1954,13.54,2.88,25.11,14.18,3.17,25.06
New Zealand,1955,15.43,3.44,28.56,15.9,3.76,27.88
New Zealand,1956,16.44,5.1,29.01,17.13,5.53,28.61
New Zealand,1957,17.45,3.79,32.51,18.05,4.14,31.8
New Zealand,1958,17.07,4.51,31.15,17.46,4.93,29.83
New Zealand,1959,17.68,4.46,32.62,18.12,5.0,31.09
New Zealand,1960,16.95,5.09,30.53,17.21,5.5,28.79
New Zealand,1961,19.42,5.87,35.0,19.53,6.3,32.61
New Zealand,1962,20.08,4.78,37.87,20.17,5.09,35.08
New Zealand,1963,21.6,6.03,39.89,21.47,6.32,36.47
New Zealand,1964,21.75,5.9,40.24,21.48,6.19,36.62
New Zealand,1965,21.36,5.14,40.68,21.12,5.31,36.77
New Zealand,1966,23.3,5.37,44.52,23.15,5.61,40.56
New Zealand,1967,22.18,6.58,41.26,22.09,6.91,37.2
New Zealand,1968,26.31,6.88,49.81,26.45,7.41,45.47
New Zealand,1969,27.21,8.01,50.68,27.41,8.41,46.44
New Zealand,1970,29.0,9.84,52.48,29.4,10.56,48.26
New Zealand,1971,27.99,8.88,51.41,28.45,9.42,47.51
New Zealand,1972,26.71,10.69,46.47,27.29,11.62,42.97
New Zealand,1973,29.31,11.91,50.75,29.91,12.97,46.84
New Zealand,1974,30.95,12.21,54.47,31.54,13.02,50.03
New Zealand,1975,31.31,11.94,55.9,32.04,12.97,51.08
New Zealand,1976,31.68,11.35,57.34,33.14,12.47,53.86
New Zealand,1977,32.37,13.02,56.78,33.71,14.16,53.3
New Zealand,1978,31.66,13.75,54.85,33.49,15.13,51.89
New Zealand,1979,32.91,14.17,56.78,35.69,16.36,55.09
New Zealand,1980,32.8,14.46,56.27,36.18,16.89,55.55
New Zealand,1981,33.81,15.77,57.18,37.6,18.77,56.63
New Zealand,1982,31.65,15.36,53.32,35.88,18.61,53.37
New Zealand,1983,34.02,14.97,58.27,38.41,17.94,59.14
New Zealand,1984,34.33,15.15,59.34,39.35,18.72,60.25
New Zealand,1985,31.9,16.61,52.51,36.51,20.04,53.21
New Zealand,1986,33.03,15.83,55.37,39.0,19.89,58.48
New Zealand,1987,34.4,18.89,54.43,40.74,23.72,58.14
New Zealand,1988,32.51,18.35,51.01,38.8,23.53,54.44
New Zealand,1989,32.66,19.58,50.16,39.25,24.33,54.59
New Zealand,1990,32.71,20.01,49.49,39.73,25.38,54.53
New Zealand,1991,30.5,19.06,45.44,37.14,24.06,50.67
New Zealand,1992,31.56,18.9,48.61,39.5,24.85,54.63
New Zealand,1993,29.94,18.76,44.73,37.5,24.53,50.89
New Zealand,1994,30.66,20.04,44.87,38.89,26.42,51.75
New Zealand,1995,30.39,20.71,42.82,38.37,27.57,49.5
New Zealand,1996,29.75,19.78,42.6,37.73,26.58,49.21
New Zealand,1997,29.57,21.19,40.71,37.53,27.78,47.57
New Zealand,1998,28.11,20.23,38.72,36.41,27.34,45.75
New Zealand,1999,28.54,21.23,38.34,37.63,29.18,46.37
New Zealand,2000,27.15,19.51,36.79,36.45,27.8,45.43
New Zealand,2001,27.27,21.43,35.11,36.98,30.04,44.19
New Zealand,2002,26.88,20.63,35.05,37.35,30.17,44.78
New Zealand,2003,26.56,21.63,33.39,36.57,30.33,43.02
New Zealand,2004,27.78,21.38,35.86,38.05,30.04,46.37
New Zealand,2005,24.94,19.07,32.29,35.1,27.84,42.66
New Zealand,2006,24.97,21.32,29.48,35.18,31.13,39.4
New Zealand,2007,24.7,20.35,30.27,36.14,30.77,41.73
New Zealand,2008,25.73,22.59,30.06,38.28,34.23,42.5
New Zealand,2009,24.43,20.98,28.85,36.94,32.62,41.42
New Zealand,2010,24.57,21.21,28.64,37.78,34.05,41.64
New Zealand,2011,24.17,21.19,27.96,38.18,34.5,42.0
New Zealand,2012,22.87,19.55,26.8,36.73,32.72,40.88
New Zealand,2013,22.7,20.7,25.29,37.28,34.89,39.78
New Zealand,2014,22.33,20.12,25.11,36.76,34.02,39.59
New Zealand,2015,23.3,21.02,26.23,39.27,36.43,42.22
New Zealand,2016,22.12,19.75,25.07,37.46,34.36,40.67
Nicaragua,2005,4.99,3.99,6.24,2.61,2.29,2.94
Nicaragua,2006,4.26,2.61,6.51,2.27,1.54,3.01
Nicaragua,2007,4.94,3.26,7.07,2.7,1.91,3.52
Nicaragua,2008,4.97,3.73,6.54,2.86,2.37,3.37
Nicaragua,2009,5.14,4.3,6.27,2.96,2.78,3.14
Nicaragua,2010,4.75,3.24,6.69,2.82,2.1,3.56
Nicaragua,2011,4.95,3.18,7.22,2.98,2.1,3.89
Nicaragua,2012,5.72,4.46,7.33,3.53,3.03,4.04
Nicaragua,2013,4.97,4.08,6.29,3.17,2.83,3.52
Nicaragua,2014,4.6,3.72,5.75,2.96,2.73,3.2
Nicaragua,2015,4.77,3.6,6.32,3.1,2.63,3.59
Nicaragua,2016,4.51,3.71,5.54,3.0,2.72,3.28
Nicaragua,2017,4.02,3.08,5.27,2.79,2.41,3.18
Nicaragua,2018,3.86,2.86,5.2,2.71,2.23,3.2
Nicaragua,2019,4.05,3.25,5.1,2.93,2.71,3.16
North Macedonia,1991,18.86,5.45,33.45,19.37,5.98,32.64
North Macedonia,1992,20.42,5.15,37.23,21.4,5.52,37.18
North Macedonia,1993,22.1,5.65,40.3,23.54,6.33,40.69
North Macedonia,1994,25.32,8.03,44.54,27.13,8.85,45.37
North Macedonia,1995,22.24,6.75,39.42,23.96,7.74,40.13
North Macedonia,1996,24.85,7.73,44.13,27.48,8.79,46.13
North Macedonia,1997,24.94,7.14,45.04,27.69,8.22,47.12
North Macedonia,1998,25.88,7.68,46.47,29.29,9.07,49.46
North Macedonia,1999,24.38,8.14,42.79,28.11,9.72,46.46
North Macedonia,2000,25.45,8.6,44.67,29.56,10.27,48.82
North Macedonia,2001,25.26,7.84,44.97,29.68,9.54,49.81
North Macedonia,2002,24.85,6.25,45.58,30.1,8.05,51.95
North Macedonia,2003,25.69,6.53,46.99,31.63,8.52,54.56
North Macedonia,2004,26.02,7.48,46.73,32.08,9.38,54.61
North Macedonia,2005,27.52,8.81,48.56,34.71,11.72,57.55
North Macedonia,2006,28.17,8.71,49.92,36.07,11.7,60.31
North Macedonia,2007,28.2,8.79,50.02,37.14,12.27,61.88
North Macedonia,2008,28.1,9.49,49.24,37.32,13.32,61.21
North Macedonia,2009,29.03,9.36,51.35,38.91,13.2,64.51
North Macedonia,2010,28.58,9.38,50.26,39.03,13.17,64.77
North Macedonia,2011,26.72,8.48,47.26,37.26,12.56,61.86
North Macedonia,2012,27.29,9.82,47.24,38.91,14.39,63.34
North Macedonia,2013,28.37,10.33,48.8,41.08,15.44,66.64
North Macedonia,2015,27.1,10.47,46.07,40.62,16.36,64.8
North Macedonia,2016,28.6,12.56,46.98,43.86,19.82,67.82
North Macedonia,2017,24.53,11.39,39.55,38.71,18.83,58.52
North Macedonia,2018,27.1,11.53,45.14,43.11,18.81,67.32
North Macedonia,2019,25.6,11.61,38.13,41.7,17.5,65.98
North Macedonia,2020,25.86,10.39,43.3,42.89,18.16,67.57
Norway,1951,5.08,2.77,7.69,5.83,3.37,8.32
Norway,1952,5.86,3.53,8.41,6.79,4.42,9.2
Norway,1953,4.92,2.53,7.56,5.75,3.13,8.39
Norway,1954,5.92,2.53,9.6,6.99,3.28,10.74
Norway,1955,5.68,3.03,8.66,6.82,3.83,9.85
Norway,1956,6.08,2.6,9.99,7.45,3.39,11.55
Norway,1957,6.16,2.87,9.85,7.58,3.82,11.38
Norway,1958,6.6,2.48,11.23,8.31,3.33,13.33
Norway,1959,7.55,3.15,12.44,9.56,4.26,14.91
Norway,1960,8.01,2.9,13.74,10.29,4.0,16.63
Norway,1961,7.85,2.8,13.48,10.19,3.87,16.57
Norway,1962,7.83,2.95,13.32,10.25,4.11,16.44
Norway,1963,8.54,2.92,14.87,11.4,4.13,18.72
Norway,1964,8.97,3.4,15.22,11.99,4.69,19.34
Norway,1965,8.65,2.47,15.59,11.66,3.48,19.89
Norway,1966,8.87,2.94,15.62,12.28,4.35,20.27
Norway,1967,10.28,3.79,17.68,14.08,5.42,22.81
Norway,1968,11.28,3.83,19.89,15.82,5.63,26.09
Norway,1969,11.58,4.27,19.97,16.28,6.51,26.15
Norway,1970,11.77,3.88,20.97,16.82,5.8,27.95
Norway,1971,12.28,4.39,21.42,17.5,6.68,28.44
Norway,1972,12.14,4.29,21.3,17.39,6.52,28.38
Norway,1973,12.64,4.73,22.17,18.37,6.91,29.98
Norway,1974,12.41,4.49,21.61,17.97,6.88,29.19
Norway,1975,14.25,5.08,25.14,21.04,7.93,34.31
Norway,1976,14.42,4.99,25.64,21.38,7.79,35.17
Norway,1977,15.15,5.39,27.05,22.7,8.3,37.33
Norway,1978,15.43,5.37,27.49,23.33,8.51,38.4
Norway,1979,15.68,5.92,27.4,23.52,9.11,38.19
Norway,1980,15.68,6.39,26.99,24.08,10.04,38.38
Norway,1981,18.23,6.26,32.74,28.1,9.96,46.59
Norway,1982,18.69,7.62,32.11,28.26,11.7,45.16
Norway,1983,17.9,7.41,30.85,27.81,11.94,44.0
Norway,1984,19.19,8.5,32.37,29.66,13.43,46.24
Norway,1985,20.05,9.45,33.09,31.62,15.53,48.07
Norway,1986,20.74,9.71,34.58,32.64,15.57,50.1
Norway,1987,20.69,9.45,34.67,32.53,15.45,50.0
Norway,1988,21.79,11.29,34.97,33.64,17.25,50.38
Norway,1989,20.92,10.98,33.34,33.17,18.44,48.21
Norway,1990,21.4,11.61,33.72,33.95,19.17,49.07
Norway,1991,22.49,12.02,35.59,35.38,19.63,51.49
Norway,1992,21.99,11.6,35.14,34.36,18.37,50.71
Norway,1993,22.79,12.27,35.99,36.22,20.6,52.19
Norway,1994,24.02,14.66,35.99,37.13,23.13,51.44
Norway,1995,23.53,14.3,35.34,36.91,23.01,51.13
Norway,1996,24.25,15.77,35.22,38.07,25.19,51.24
Norway,1997,25.51,17.86,35.51,39.41,27.94,51.13
Norway,1998,24.03,15.72,34.79,38.02,25.46,50.86
Norway,1999,24.47,15.21,36.25,38.26,24.27,52.53
Norway,2000,24.97,17.59,34.48,39.66,28.9,50.64
Norway,2001,25.33,18.24,34.66,40.14,29.38,51.1
Norway,2002,26.19,17.82,37.04,42.24,29.84,54.87
Norway,2003,25.85,18.35,35.59,41.97,30.88,53.26
Norway,2004,25.81,19.1,34.5,41.68,31.96,51.57
Norway,2005,25.58,19.49,33.69,42.55,33.52,51.72
Norway,2006,25.73,19.12,34.21,43.06,33.83,52.42
Norway,2007,26.48,20.73,33.79,44.59,37.02,52.25
Norway,2008,26.21,21.44,32.56,44.25,37.73,50.81
Norway,2009,25.07,18.92,32.63,42.66,34.33,51.02
Norway,2010,25.78,20.9,32.03,44.32,37.83,50.82
Norway,2011,25.42,20.59,31.7,44.09,37.08,51.09
Norway,2012,24.64,20.08,30.4,43.54,37.7,49.34
Norway,2013,23.91,20.24,28.64,42.58,37.73,47.38
Norway,2014,23.48,20.05,27.89,42.01,37.58,46.38
Norway,2015,22.87,19.78,26.8,41.91,38.17,45.6
Norway,2016,22.56,19.96,25.91,42.66,40.13,45.16
Panama,1955,4.42,1.41,7.24,2.16,0.63,3.67
Panama,1956,4.63,1.35,7.8,2.4,0.61,4.14
Panama,1957,6.64,2.1,11.31,3.23,0.99,5.42
Panama,1958,5.72,2.36,8.82,3.06,1.16,4.91
Panama,1959,4.94,3.27,6.43,2.52,1.51,3.5
Panama,1960,5.46,3.06,7.63,2.63,1.47,3.75
Panama,1961,7.24,3.05,11.31,3.78,1.61,5.88
Panama,1962,6.09,3.74,8.17,3.23,1.9,4.52
Panama,1963,5.52,2.25,8.56,2.88,1.17,4.52
Panama,1964,5.0,1.13,8.62,2.38,0.49,4.21
Panama,1965,7.86,3.46,12.45,3.8,1.58,5.95
Panama,1966,5.94,1.31,10.41,2.94,0.77,5.03
Panama,1967,5.59,1.97,8.96,2.86,1.04,4.6
Panama,1968,5.24,0.9,9.52,2.56,0.43,4.61
Panama,1969,5.72,2.36,9.18,2.97,1.54,4.34
Panama,1970,7.24,2.58,11.71,3.52,1.21,5.77
Panama,1971,6.46,2.65,10.24,3.24,1.31,5.12
Panama,1972,7.89,2.38,13.2,3.89,1.14,6.56
Panama,1973,8.03,4.63,11.03,4.16,2.36,5.91
Panama,1974,7.83,3.63,11.69,4.11,1.78,6.37
Panama,1975,9.18,4.04,14.58,4.47,1.97,6.92
Panama,1976,7.94,2.76,12.75,3.97,1.36,6.5
Panama,1977,9.7,3.81,15.53,4.81,2.0,7.56
Panama,1978,8.55,3.37,13.45,4.43,1.63,7.14
Panama,1979,11.05,4.25,17.54,5.43,2.12,8.64
Panama,1980,12.1,5.17,19.4,6.33,2.71,9.81
Panama,1981,8.77,3.31,14.34,4.8,1.94,7.55
Panama,1982,10.58,4.93,16.08,5.82,2.7,8.82
Panama,1983,10.25,4.35,15.89,5.84,2.44,9.11
Panama,1984,11.19,5.05,17.65,5.95,2.77,9.01
Panama,1985,10.06,4.69,15.33,5.59,2.62,8.46
Panama,1986,12.08,5.07,18.87,6.83,2.93,10.57
Panama,1987,11.19,6.04,16.15,6.29,3.5,8.97
Panama,1988,10.0,3.73,16.44,5.78,2.22,9.26
Panama,1989,10.93,4.79,17.27,6.45,2.93,9.89
Panama,1996,9.75,4.95,14.76,6.22,3.32,9.08
Panama,1997,8.71,4.71,12.89,5.71,3.25,8.13
Panama,1998,9.18,4.08,14.68,6.21,2.84,9.54
Panama,1999,8.9,4.01,14.13,6.06,2.99,9.08
Panama,2000,8.76,5.43,12.27,6.04,3.92,8.12
Panama,2001,8.62,4.2,13.34,6.05,3.2,8.87
Panama,2002,9.57,5.65,13.73,6.76,4.16,9.33
Panama,2003,10.32,6.24,14.67,7.63,5.02,10.21
Panama,2004,9.49,6.18,13.07,7.13,4.87,9.36
Panama,2005,9.49,5.87,13.46,7.27,4.78,9.73
Panama,2006,9.47,5.45,13.84,7.46,4.63,10.26
Panama,2007,8.59,3.94,13.65,6.83,3.32,10.3
Panama,2008,9.81,5.59,14.41,7.99,4.86,11.09
Panama,2009,7.94,5.0,11.17,6.62,4.44,8.78
Panama,2010,7.75,4.3,11.6,6.67,3.86,9.45
Panama,2011,8.13,4.97,11.66,7.12,4.66,9.56
Panama,2012,7.52,4.07,11.34,6.63,3.83,9.4
Panama,2013,8.1,5.81,10.65,7.4,5.6,9.19
Panama,2014,7.68,5.27,10.42,7.15,5.14,9.14
Panama,2015,8.15,6.0,10.61,7.76,6.07,9.45
Panama,2016,6.62,4.55,8.93,6.39,4.77,8.0
Panama,2017,5.95,3.83,8.32,5.82,4.0,7.63
Panama,2018,5.82,3.83,8.08,5.91,4.13,7.69
Panama,2019,6.09,4.32,8.14,6.41,4.86,7.95
Paraguay,2000,9.04,3.22,15.41,5.09,1.98,8.11
Paraguay,2001,9.42,3.69,15.77,5.36,2.24,8.39
Paraguay,2002,8.45,3.48,13.97,4.97,2.17,7.69
Paraguay,2003,10.26,3.83,17.18,6.18,2.49,9.76
Paraguay,2004,8.95,3.71,14.54,5.53,2.37,8.59
Paraguay,2005,9.31,3.13,16.01,5.75,2.06,9.33
Paraguay,2006,9.62,3.37,16.51,6.04,2.3,9.66
Paraguay,2007,9.68,4.63,15.07,6.2,3.12,9.19
Paraguay,2008,9.82,3.29,16.96,6.36,2.24,10.35
Paraguay,2009,11.02,4.17,18.53,7.24,2.9,11.42
Paraguay,2010,11.41,4.86,18.51,7.62,3.49,11.61
Paraguay,2011,10.63,4.17,17.68,7.26,3.02,11.36
Paraguay,2012,10.32,4.87,16.3,7.15,3.58,10.59
Paraguay,2013,10.86,4.26,17.93,7.74,3.22,12.1
Paraguay,2014,9.9,4.14,16.15,7.17,3.24,10.96
Paraguay,2015,10.65,3.6,18.26,7.88,2.86,12.72
Paraguay,2016,10.64,5.08,16.61,8.06,4.05,11.92
Paraguay,2017,10.68,4.15,17.62,8.23,3.38,12.91
