Entity,Year,Patent application rates (OWID based on World Bank & UN),"Patent application rates, nonresidents (OWID based on World Bank & UN)",Scientific and technical journal publication rates (OWID based on World Bank & UN),"Patent application rates, aged 15+ (OWID based on World Bank & UN)","Patent application rates, aged 15+, nonresidents (OWID based on World Bank & UN)","Scientific and technical journal publication rates, aged 15+ (OWID based on World Bank & UN)"
Monaco,2013,131.679,,905.955,1.317,,9.06
Monaco,2014,157.348,104.899,,1.573,1.049,
Monaco,2015,130.524,26.105,,1.305,0.261,
Mongolia,1991,12.624,0.451,,0.212,0.008,
Mongolia,1992,11.589,0.891,,0.193,0.015,
Mongolia,1993,24.302,2.651,,0.402,0.044,
Mongolia,1994,56.128,9.209,,0.921,0.151,
Mongolia,1995,56.57,22.628,,0.922,0.369,
Mongolia,1996,49.211,9.928,,0.791,0.16,
Mongolia,1997,79.634,1.284,,1.267,0.02,
Mongolia,1998,62.829,13.585,,0.989,0.214,
Mongolia,2000,,,9.594,,,0.147
Mongolia,2001,43.806,31.408,8.968,0.661,0.474,0.135
Mongolia,2002,49.516,42.968,10.108,0.733,0.636,0.15
Mongolia,2003,67.631,34.828,12.676,0.982,0.506,0.184
Mongolia,2004,57.273,34.444,11.214,0.817,0.491,0.16
Mongolia,2005,39.581,34.436,15.595,0.557,0.485,0.219
Mongolia,2006,40.266,43.002,19.664,0.56,0.598,0.274
Mongolia,2007,,,39.241,,,0.542
Mongolia,2008,,,34.968,,,0.481
Mongolia,2009,28.483,25.11,38.264,0.39,0.344,0.524
Mongolia,2010,40.551,25.436,34.431,0.555,0.348,0.471
Mongolia,2011,,,36.864,,,0.506
Mongolia,2012,,,44.417,,,0.611
Mongolia,2013,46.356,46.007,57.126,0.64,0.635,0.789
Mongolia,2014,47.539,43.093,,0.659,0.598,
Mongolia,2015,36.616,42.998,,0.51,0.599,
Montenegro,2001,,,9.714,,,0.123
Montenegro,2002,,,18.202,,,0.23
Montenegro,2003,,,19.763,,,0.249
Montenegro,2004,,,6.522,,,0.082
Montenegro,2005,,,19.373,,,0.243
Montenegro,2006,,,41.462,,,0.519
Montenegro,2007,,,68.683,,,0.859
Montenegro,2008,4.862,1481.436,103.409,0.061,18.518,1.293
Montenegro,2009,,,99.306,,,1.24
Montenegro,2010,37.131,219.557,167.574,0.463,2.737,2.089
Montenegro,2011,32.254,133.854,210.941,0.401,1.665,2.624
Montenegro,2012,59.62,66.065,248.469,0.739,0.819,3.082
Montenegro,2013,37.025,,309.559,0.458,,3.827
Montenegro,2014,20.907,,,0.258,,
Montenegro,2015,36.968,,,0.454,,
Morocco,1985,1.553,11.315,,0.027,0.194,
Morocco,1986,1.26,9.772,,0.021,0.167,
Morocco,1987,3.064,9.958,,0.052,0.169,
Morocco,1988,3.464,9.932,,0.058,0.167,
Morocco,1989,2.457,8.353,,0.041,0.139,
Morocco,1990,2.452,10.772,,0.041,0.179,
Morocco,1991,2.171,11.88,,0.036,0.195,
Morocco,1993,1.601,9.757,,0.026,0.158,
Morocco,1994,4.012,9.487,,0.064,0.152,
Morocco,1995,3.287,10.785,,0.052,0.172,
Morocco,1996,3.277,8.631,,0.052,0.136,
Morocco,1998,3.443,14.232,,0.053,0.219,
Morocco,2000,3.605,,28.957,0.054,,0.436
Morocco,2001,,,31.907,,,0.475
Morocco,2002,,,31.333,,,0.462
Morocco,2003,,,30.164,,,0.441
Morocco,2004,3.446,15.143,31.204,0.05,0.219,0.452
Morocco,2005,4.587,17.037,30.015,0.066,0.245,0.431
Morocco,2006,5.766,23.713,31.97,0.082,0.338,0.456
Morocco,2007,4.804,25.043,33.578,0.068,0.354,0.475
Morocco,2008,5.602,26.395,38.513,0.079,0.371,0.541
Morocco,2009,4.22,26.758,46.859,0.059,0.374,0.655
Morocco,2010,4.69,27.214,51.951,0.065,0.378,0.722
Morocco,2011,5.143,26.781,62.257,0.071,0.371,0.863
Morocco,2012,5.91,25.29,71.411,0.082,0.349,0.987
Morocco,2013,9.342,24.479,74.986,0.129,0.337,1.034
Morocco,2014,10.344,21.621,,0.142,0.298,
Morocco,2015,6.436,22.9,,0.088,0.315,
Mozambique,1999,0.114,1.024,,0.002,0.019,
Mozambique,2000,,0.443,1.002,,0.008,0.018
Mozambique,2001,,0.054,1.652,,0.001,0.03
Mozambique,2002,,0.47,1.092,,0.009,0.02
Mozambique,2003,,0.811,1.238,,0.015,0.023
Mozambique,2004,,0.197,1.521,,0.004,0.028
Mozambique,2005,,0.669,1.649,,0.012,0.03
Mozambique,2006,0.046,0.789,2.102,0.001,0.015,0.039
Mozambique,2007,0.811,1.172,1.879,0.015,0.022,0.035
Mozambique,2008,0.088,0.613,1.97,0.002,0.011,0.036
Mozambique,2009,0.298,0.723,2.504,0.006,0.013,0.046
Mozambique,2010,0.619,1.032,1.841,0.011,0.019,0.034
Mozambique,2011,0.321,0.601,2.923,0.006,0.011,0.054
Mozambique,2012,0.545,1.013,2.352,0.01,0.019,0.043
Mozambique,2013,0.492,1.059,2.565,0.009,0.02,0.047
Mozambique,2014,0.514,1.69,,0.009,0.031,
Mozambique,2015,0.857,2.785,,0.016,0.051,
Myanmar,2000,,,0.28,,,0.004
Myanmar,2001,,,0.251,,,0.004
Myanmar,2002,,,0.267,,,0.004
Myanmar,2003,,,0.241,,,0.004
Myanmar,2004,,,0.329,,,0.005
Myanmar,2005,,,1.046,,,0.015
Myanmar,2006,,,0.628,,,0.009
Myanmar,2007,,,0.748,,,0.011
Myanmar,2008,,,1.217,,,0.017
Myanmar,2009,,,1.735,,,0.025
Myanmar,2010,,,1.107,,,0.016
Myanmar,2011,,,1.907,,,0.027
Myanmar,2012,,,0.959,,,0.014
Myanmar,2013,,,0.742,,,0.01
Namibia,1990,3.534,111.685,,0.063,1.981,
Namibia,1991,2.047,88.692,,0.036,1.566,
Namibia,1993,8.333,76.924,,0.145,1.342,
Namibia,2000,,,9.846,,,0.165
Namibia,2001,,,22.911,,,0.384
Namibia,2002,,,19.01,,,0.319
Namibia,2003,,,20.589,,,0.344
Namibia,2004,,,14.832,,,0.247
Namibia,2005,,,24.161,,,0.401
Namibia,2006,,,17.463,,,0.289
Namibia,2007,,,19.135,,,0.314
Namibia,2008,,,16.379,,,0.267
Namibia,2009,,,16.752,,,0.272
Namibia,2010,,,19.879,,,0.321
Namibia,2011,,,22.567,,,0.362
Namibia,2012,,,28.976,,,0.463
Namibia,2013,,,34.232,,,0.545
Nauru,2001,,,29.842,,,0.298
Nauru,2004,,,19.777,,,0.198
Nauru,2005,,,49.432,,,0.494
Nauru,2006,,,29.7,,,0.297
Nauru,2008,,,129.392,,,1.294
Nauru,2009,,,89.749,,,0.897
Nauru,2011,,,69.603,,,0.696
Nauru,2013,,,27.724,,,0.277
Nepal,1985,,0.06,,,0.001,
Nepal,1992,0.051,0.101,,0.001,0.002,
Nepal,1993,0.295,0.148,,0.005,0.003,
Nepal,1994,0.192,0.048,,0.003,0.001,
Nepal,1995,0.14,0.234,,0.002,0.004,
Nepal,2000,,,3.677,,,0.062
Nepal,2001,,,4.428,,,0.075
Nepal,2002,,,4.535,,,0.076
Nepal,2003,,,7.751,,,0.13
Nepal,2004,,,7.523,,,0.126
Nepal,2005,,,9.813,,,0.163
Nepal,2006,,,11.041,,,0.182
Nepal,2007,,,12.634,,,0.206
Nepal,2008,,,11.203,,,0.182
Nepal,2009,,,13.593,,,0.218
Nepal,2010,,,13.181,,,0.21
Nepal,2011,0.293,0.549,12.833,0.005,0.009,0.202
Nepal,2012,0.145,0.47,14.64,0.002,0.007,0.227
Nepal,2013,0.643,0.429,15.798,0.01,0.007,0.241
Nepal,2015,0.384,2.478,,0.006,0.037,
Netherlands,1985,133.732,114.411,,1.661,1.421,
Netherlands,1986,128.051,100.465,,1.583,1.242,
Netherlands,1987,134.333,81.895,,1.654,1.008,
Netherlands,1988,146.205,72.357,,1.794,0.888,
Netherlands,1989,148.496,66.874,,1.817,0.818,
Netherlands,1990,143.598,51.099,,1.754,0.624,
Netherlands,1991,106.504,39.483,,1.3,0.482,
Netherlands,1992,115.449,36.551,,1.41,0.446,
Netherlands,1993,113.339,36.624,,1.385,0.448,
Netherlands,1994,113.633,32.569,,1.39,0.398,
Netherlands,1995,137.331,36.807,,1.681,0.451,
Netherlands,1996,151.186,40.759,,1.852,0.499,
Netherlands,1997,153.165,40.805,,1.877,0.5,
Netherlands,1998,156.043,34.952,,1.913,0.429,
Netherlands,1999,160.953,32.001,,1.974,0.392,
Netherlands,2000,154.783,33.217,1084.31,1.898,0.407,13.3
Netherlands,2001,131.495,33.84,1083.56,1.612,0.415,13.286
Netherlands,2002,131.402,29.785,1135.499,1.611,0.365,13.921
Netherlands,2003,141.014,35.315,1154.894,1.728,0.433,14.156
Netherlands,2004,134.322,34.149,1273.356,1.646,0.418,15.6
Netherlands,2005,135.847,38.787,1438.798,1.662,0.475,17.607
Netherlands,2006,132.631,33.525,1471.593,1.621,0.41,17.986
Netherlands,2007,126.91,22.403,1533.052,1.548,0.273,18.697
Netherlands,2008,147.213,18.911,1579.116,1.791,0.23,19.208
Netherlands,2009,155.774,16.878,1691.89,1.89,0.205,20.525
Netherlands,2010,152.088,14.444,1701.591,1.841,0.175,20.593
Netherlands,2011,154.855,18.571,1750.828,1.869,0.224,21.136
Netherlands,2012,141.749,20.173,1806.157,1.708,0.243,21.76
Netherlands,2013,137.761,26.719,1809.784,1.657,0.321,21.766
Netherlands,2014,136.021,17.077,,1.633,0.205,
Netherlands,2015,130.284,16.942,,1.561,0.203,
New Zealand,1985,310.431,913.738,,4.119,12.124,
New Zealand,1986,294.797,963.559,,3.895,12.73,
New Zealand,1987,278.524,1028.585,,3.664,13.53,
New Zealand,1988,244.564,1103.125,,3.204,14.45,
New Zealand,1989,244.605,1109.36,,3.193,14.483,
New Zealand,1990,240.855,1161.932,,3.138,15.139,
New Zealand,1991,281.251,1015.708,,3.661,13.221,
New Zealand,1992,291.927,959.878,,3.798,12.487,
New Zealand,1993,346.005,522.367,,4.5,6.793,
New Zealand,1994,346.409,695.304,,4.503,9.039,
New Zealand,1995,349.54,935.101,,4.541,12.149,
New Zealand,1996,341.64,1659.164,,4.44,21.562,
New Zealand,1997,415.73,2184.169,,5.402,28.383,
New Zealand,1998,309.567,1184.535,,4.02,15.382,
New Zealand,1999,370.264,1705.562,,4.801,22.117,
New Zealand,2000,379.242,1447.754,1036.136,4.909,18.74,13.412
New Zealand,2001,455.611,1419.147,1041.593,5.88,18.314,13.442
New Zealand,2002,465.746,1293.909,1027.757,5.994,16.651,13.226
New Zealand,2003,458.135,1248.51,1051.103,5.879,16.021,13.488
New Zealand,2004,399.021,1198.777,1134.165,5.104,15.335,14.508
New Zealand,2005,457.921,1236.605,1236.75,5.838,15.766,15.768
New Zealand,2006,514.506,1245.519,1301.152,6.54,15.833,16.54
New Zealand,2007,447.938,1409.158,1378.782,5.678,17.863,17.478
New Zealand,2008,294.85,1048.876,1441.664,3.728,13.261,18.228
New Zealand,2009,361.409,1116.302,1482.894,4.558,14.079,18.702
New Zealand,2010,364.309,1160.963,1517.365,4.583,14.605,19.089
New Zealand,2011,342.381,1073.905,1633.554,4.308,13.513,20.555
New Zealand,2012,323.269,1287.176,1678.297,4.065,16.187,21.105
New Zealand,2013,363.342,1163.189,1630.828,4.564,14.611,20.485
New Zealand,2014,362.774,1350.866,,4.551,16.948,
New Zealand,2015,257.632,1156.951,,3.229,14.499,
Nicaragua,1985,0.539,8.897,,0.01,0.168,
Nicaragua,1986,,10.271,,,0.193,
Nicaragua,1992,0.693,9.004,,0.013,0.163,
Nicaragua,1993,0.452,7.681,,0.008,0.138,
Nicaragua,1995,,7.589,,,0.134,
Nicaragua,1997,0.627,,,0.011,,
Nicaragua,1998,2.464,,,0.042,,
Nicaragua,1999,1.818,27.477,,0.03,0.461,
Nicaragua,2000,2.785,25.662,2.427,0.046,0.425,0.04
Nicaragua,2001,,,2.313,,,0.038
Nicaragua,2002,,,1.199,,,0.019
Nicaragua,2003,,,2.824,,,0.045
Nicaragua,2004,,,3.07,,,0.048
Nicaragua,2005,,,3.829,,,0.06
Nicaragua,2006,,,6,,,0.093
Nicaragua,2007,,,4.129,,,0.063
Nicaragua,2008,,,5.595,,,0.085
Nicaragua,2009,,,5.153,,,0.077
Nicaragua,2010,,,5.612,,,0.083
Nicaragua,2011,0.344,35.814,5.458,0.005,0.528,0.081
Nicaragua,2012,0.681,29.266,5.683,0.01,0.428,0.083
Nicaragua,2013,0.505,20.855,4.743,0.007,0.303,0.069
Nicaragua,2014,0.166,24.11,,0.002,0.347,
Niger,2000,,,2.466,,,0.047
Niger,2001,,,2.073,,,0.04
Niger,2002,,,1.499,,,0.029
Niger,2003,,,1.801,,,0.035
Niger,2004,,,1.638,,,0.032
Niger,2005,,,1.615,,,0.032
Niger,2006,,,2.066,,,0.041
Niger,2007,,,2.025,,,0.04
Niger,2008,,,1.766,,,0.035
Niger,2009,,,3.383,,,0.067
Niger,2010,,,4.109,,,0.082
Niger,2011,,,1.94,,,0.039
Niger,2012,,,1.76,,,0.035
Niger,2013,,,1.937,,,0.039
Nigeria,1985,0.12,5.155,,0.002,0.094,
Nigeria,1990,0.126,2.582,,0.002,0.047,
Nigeria,2000,,,7.51,,,0.133
Nigeria,2001,,,6.963,,,0.123
Nigeria,2002,,,8.004,,,0.142
Nigeria,2003,,,8.341,,,0.148
Nigeria,2004,,,9.352,,,0.166
Nigeria,2005,,,11.518,,,0.204
Nigeria,2006,,,16.041,,,0.285
Nigeria,2007,,,19.253,,,0.342
Nigeria,2008,,,19.205,,,0.342
Nigeria,2009,,,23.47,,,0.418
Nigeria,2010,,,25.622,,,0.457
Nigeria,2011,0.393,4.586,27.359,0.007,0.082,0.489
Nigeria,2012,0.251,4.041,23.34,0.004,0.072,0.417
Nigeria,2013,0.291,5.057,21.264,0.005,0.09,0.38
North America,1985,249.183,291.919,,3.178,3.723,
North America,1986,252.843,305.25,,3.224,3.892,
North America,1987,263.454,335.147,,3.358,4.272,
North America,1988,287.211,359.227,,3.66,4.578,
North America,1989,311.391,395.239,,3.968,5.036,
North America,1990,335.859,378.036,,4.279,4.816,
North America,1991,320.531,374.298,,4.088,4.773,
North America,1992,334.039,399.422,,4.264,5.098,
North America,1993,358.636,372.382,,4.58,4.755,
North America,1994,375.347,411.242,,4.792,5.251,
North America,1995,427.449,434.036,,5.453,5.537,
North America,1996,365.983,434.736,,4.668,5.545,
North America,1997,404.876,417.965,,5.158,5.324,
North America,1998,452.511,432.479,,5.754,5.499,
North America,1999,495.193,483.53,,6.284,6.136,
North America,2000,539.889,532.071,987.034,6.839,6.74,12.502
North America,2001,574.085,584.319,974.848,7.254,7.384,12.319
North America,2002,589.889,582.924,1020.604,7.44,7.352,12.872
North America,2003,599.259,580.396,1042.977,7.544,7.307,13.13
North America,2004,599.534,616.803,1155.897,7.53,7.747,14.518
North America,2005,649.755,663.543,1249.731,8.138,8.311,15.652
North America,2006,686.694,727.151,1266.223,8.592,9.098,15.843
North America,2007,737.154,747.911,1280.769,9.207,9.341,15.997
North America,2008,701.38,775.806,1288.183,8.741,9.669,16.055
North America,2009,675.484,774.245,1299.453,8.4,9.629,16.16
North America,2010,717.862,812.851,1320.919,8.91,10.089,16.394
North America,2011,729.631,826.967,1346.09,9.035,10.24,16.668
North America,2012,784.06,873.148,1356.795,9.686,10.786,16.761
North America,2013,832.034,893.376,1338.627,10.257,11.014,16.503
North America,2014,816.815,917.599,,10.054,11.294,
North America,2015,820.077,935.404,,10.081,11.499,
North Korea,1986,,0.418,,,0.006,
North Korea,1987,,1.647,,,0.023,
North Korea,1988,,0.66,,,0.009,
North Korea,1989,,0.65,,,0.009,
North Korea,1990,,1.873,,,0.026,
North Korea,1991,,0.388,,,0.005,
North Korea,1992,,0.382,,,0.005,
North Korea,2000,,,0.977,,,0.013
North Korea,2001,,,2.27,,,0.031
North Korea,2002,,,1.975,,,0.027
North Korea,2003,,,0.238,,,0.003
North Korea,2004,,,3.093,,,0.041
North Korea,2005,245.187,2.761,3.723,3.257,0.037,0.049
North Korea,2006,263.911,2.327,5.212,3.491,0.031,0.069
North Korea,2007,282.854,3.14,3.549,3.721,0.041,0.047
North Korea,2008,,,1.336,,,0.017
North Korea,2009,325.226,2.248,3.144,4.227,0.029,0.041
North Korea,2010,326.046,1.586,0.496,4.216,0.021,0.006
North Korea,2011,321.815,1.578,0.623,4.14,0.02,0.008
North Korea,2012,336.122,1.086,0.893,4.306,0.014,0.011
North Korea,2013,,,1.813,,,0.023
Norway,1985,222.275,889.581,,2.779,11.123,
Norway,1986,216.684,844.421,,2.7,10.521,
Norway,1987,211.134,1102.485,,2.621,13.688,
Norway,1988,214.753,1171.876,,2.658,14.505,
Norway,1989,240.129,1022.972,,2.966,12.634,
Norway,1990,211.955,1118.715,,2.615,13.802,
Norway,1991,216.813,988.565,,2.676,12.199,
Norway,1992,219.531,961.179,,2.712,11.873,
Norway,1993,239.101,901.208,,2.958,11.15,
Norway,1994,247.659,938.982,,3.07,11.639,
Norway,1995,258.764,981.835,,3.214,12.194,
Norway,1996,294.659,989.652,,3.666,12.313,
Norway,1997,285.12,1125.726,,3.553,14.029,
Norway,1998,273.724,1129.649,,3.416,14.098,
Norway,1999,299.199,1177.746,,3.738,14.714,
Norway,2000,291.919,1199.964,1034.143,3.649,15.001,12.928
Norway,2001,263.417,1161.34,1051.121,3.292,14.515,13.137
Norway,2002,259.577,1125.787,1056.309,3.242,14.062,13.194
Norway,2003,236.371,1047.569,1076.288,2.949,13.071,13.429
Norway,2004,248.698,946.883,1188.961,3.099,11.799,14.815
Norway,2005,247.226,1047.522,1410.792,3.076,13.035,17.555
Norway,2006,240.094,1063.579,1489.14,2.981,13.204,18.488
Norway,2007,260.132,1153.286,1591.072,3.223,14.289,19.713
Norway,2008,241.181,897.611,1613.078,2.983,11.1,19.948
Norway,2009,258.039,488.328,1784.177,3.185,6.027,22.021
Norway,2010,228.46,142.353,1805.164,2.814,1.753,22.232
Norway,2011,226.525,132.039,1906.487,2.785,1.623,23.439
Norway,2012,201.053,110.589,2000.529,2.466,1.356,24.535
Norway,2013,216.748,127.569,1939.829,2.651,1.56,23.728
Norway,2014,215.291,88.958,,2.628,1.086,
Norway,2015,222.218,125.66,,2.709,1.532,
OECD members,1985,427.213,194.912,,5.616,2.562,
OECD members,1986,439.975,186.876,,5.765,2.449,
OECD members,1987,461.84,188.783,,6.029,2.464,
OECD members,1988,466.296,204.423,,6.063,2.658,
OECD members,1989,474.315,206.918,,6.144,2.68,
OECD members,1990,491.519,198.196,,6.346,2.559,
OECD members,1991,490.768,186.18,,6.319,2.397,
OECD members,1992,503.23,190.238,,6.464,2.444,
OECD members,1993,508.625,178.849,,6.519,2.292,
OECD members,1994,507.039,192.376,,6.483,2.46,
OECD members,1995,553.87,222.292,,7.064,2.835,
OECD members,1996,557.627,232.135,,7.096,2.954,
OECD members,1997,569.288,254.676,,7.225,3.232,
OECD members,1998,575.271,249.994,,7.28,3.164,
OECD members,1999,599.895,274.804,,7.571,3.468,
OECD members,2000,651.061,287.666,696.773,8.195,3.621,8.77
OECD members,2001,646.783,320.099,698.878,8.119,4.018,8.773
OECD members,2002,632.682,314.418,722.692,7.921,3.937,9.048
OECD members,2003,637.545,304.537,746.437,7.962,3.803,9.322
OECD members,2004,656.337,315.816,820.449,8.176,3.934,10.22
OECD members,2005,679.419,335.812,899.643,8.441,4.172,11.177
OECD members,2006,671.658,354.957,931.376,8.329,4.402,11.549
OECD members,2007,682.802,366.19,957.112,8.451,4.532,11.846
OECD members,2008,666.081,366.993,974.843,8.227,4.533,12.041
OECD members,2009,626.864,344.519,1001.926,7.728,4.247,12.351
OECD members,2010,635.598,357.783,1019.571,7.82,4.402,12.544
OECD members,2011,640.114,365.877,1051.788,7.864,4.495,12.921
OECD members,2012,660.366,384.146,1075.721,8.099,4.711,13.193
OECD members,2013,668.525,395.034,1077.789,8.185,4.837,13.196
OECD members,2014,659.923,405.329,,8.068,4.955,
OECD members,2015,648.659,413.786,,7.921,5.053,
Oman,2000,,,77.249,,,1.229
Oman,2001,,,100.489,,,1.586
Oman,2002,,,98.231,,,1.536
Oman,2003,,,118.394,,,1.832
Oman,2004,,,120.012,,,1.838
Oman,2005,,,125.235,,,1.899
Oman,2006,,,126.326,,,1.857
Oman,2007,,,140.869,,,2.019
Oman,2008,,,134.831,,,1.892
Oman,2009,,,146.968,,,2.027
Oman,2010,,,155.419,,,2.114
Oman,2011,,,186.361,,,2.474
Oman,2012,,,169.801,,,2.209
Oman,2013,,,177.18,,,2.27
Other small states,2000,,,61.261,,,0.965
Other small states,2001,,,64.815,,,1.015
Other small states,2002,,,69.649,,,1.085
Other small states,2003,,,74.276,,,1.15
Other small states,2004,,,83.466,,,1.284
Other small states,2005,,,94.737,,,1.448
Other small states,2006,,,107.389,,,1.625
Other small states,2007,,,116.45,,,1.745
Other small states,2008,,,129.017,,,1.915
Other small states,2009,,,138.119,,,2.033
Other small states,2010,,,155.887,,,2.279
Other small states,2011,,,158.564,,,2.312
Other small states,2012,,,172.971,,,2.516
Other small states,2013,,,186.934,,,2.716
Pacific island small states,1985,,17.035,,,0.293,
Pacific island small states,2000,,,21.369,,,0.347
Pacific island small states,2001,,,22.253,,,0.358
Pacific island small states,2002,,,25.113,,,0.401
Pacific island small states,2003,,,27.525,,,0.436
Pacific island small states,2004,,,38.381,,,0.604
Pacific island small states,2005,,,41.767,,,0.653
Pacific island small states,2006,,,51.468,,,0.801
Pacific island small states,2007,,,53.201,,,0.826
Pacific island small states,2008,,,38.487,,,0.595
Pacific island small states,2009,,,44.487,,,0.686
Pacific island small states,2010,,,42.693,,,0.656
Pacific island small states,2011,,,41.141,,,0.631
Pacific island small states,2012,,,37.16,,,0.569
Pacific island small states,2013,,,49.046,,,0.748
Pakistan,1990,0.214,4.866,,0.004,0.085,
Pakistan,1991,0.199,4.534,,0.003,0.08,
Pakistan,1992,0.149,5.319,,0.003,0.094,
Pakistan,1993,0.163,5.285,,0.003,0.093,
Pakistan,1994,0.259,4.793,,0.005,0.084,
Pakistan,1995,0.171,5.52,,0.003,0.096,
Pakistan,1996,0.127,6.344,,0.002,0.11,
Pakistan,1997,0.209,8.126,,0.004,0.141,
Pakistan,1998,0.34,9.641,,0.006,0.166,
Pakistan,1999,0.325,8.043,,0.006,0.138,
Pakistan,2000,0.332,8.295,7.347,0.006,0.141,0.125
Pakistan,2001,0.41,8.249,7.93,0.007,0.139,0.134
Pakistan,2002,0.38,7.307,8.666,0.006,0.122,0.145
Pakistan,2003,0.386,7.244,8.682,0.006,0.12,0.143
Pakistan,2004,0.484,6.685,10.322,0.008,0.109,0.169
Pakistan,2005,0.929,7.413,14.538,0.015,0.12,0.235
Pakistan,2006,0.579,10.484,17.742,0.009,0.168,0.285
Pakistan,2007,0.68,9.037,20.816,0.011,0.144,0.332
Pakistan,2008,1.039,8.402,24.345,0.016,0.133,0.386
Pakistan,2009,,,29.598,,,0.466
Pakistan,2010,0.668,5.746,33.286,0.01,0.09,0.522
Pakistan,2011,0.528,4.943,38.458,0.008,0.077,0.601
Pakistan,2012,0.54,4.485,39.236,0.008,0.07,0.61
Pakistan,2013,0.831,4.309,42.768,0.013,0.067,0.662
Pakistan,2014,0.787,4.182,,0.012,0.065,
Pakistan,2015,1.104,3.575,,0.017,0.055,
Palau,2000,,,15.645,,,0.156
Palau,2001,,,144.3,,,1.443
Palau,2002,,,35.762,,,0.358
Palau,2003,,,40.609,,,0.406
Palau,2004,,,121.188,,,1.212
Palau,2005,,,200.944,,,2.009
Palau,2006,,,189.886,,,1.899
Palau,2007,,,397.693,,,3.977
Palau,2008,,,182.915,,,1.829
Palau,2009,,,127.814,,,1.278
Palau,2010,,,254.03,,,2.54
Palau,2011,,,87.383,,,0.874
Palau,2012,,,105.983,,,1.06
Palau,2013,,,167.304,,,1.673
Palestine,2000,,,13.586,,,0.26
Palestine,2001,,,10.808,,,0.206
Palestine,2002,,,12.974,,,0.245
Palestine,2003,,,15.626,,,0.293
Palestine,2004,,,13.687,,,0.254
Palestine,2005,,,16.564,,,0.304
Palestine,2006,,,19.2,,,0.349
Palestine,2007,,,21.777,,,0.391
Palestine,2008,,,25.134,,,0.446
Palestine,2009,,,29.604,,,0.52
Palestine,2010,,,32.3,,,0.561
Palestine,2011,,,32.187,,,0.554
Palestine,2012,,,34.273,,,0.585
Palestine,2013,,,30.171,,,0.511
Panama,1985,6.308,35.147,,0.102,0.571,
Panama,1986,4.849,36.587,,0.078,0.589,
Panama,1987,1.294,31.488,,0.021,0.503,
Panama,1988,3.8,33.353,,0.06,0.528,
Panama,1989,2.48,18.186,,0.039,0.286,
Panama,1990,6.07,21.449,,0.095,0.334,
Panama,1991,7.53,26.95,,0.117,0.417,
Panama,1992,6.988,25.621,,0.107,0.394,
Panama,1993,7.606,30.422,,0.116,0.464,
Panama,1994,4.098,32.04,,0.062,0.486,
Panama,1995,5.84,22.63,,0.088,0.341,
Panama,1996,11.086,50.781,,0.166,0.76,
Panama,2000,2.31,50.489,13.893,0.034,0.742,0.204
Panama,2001,,,17.898,,,0.262
Panama,2002,,,14.194,,,0.207
Panama,2003,,,19.6,,,0.284
Panama,2004,,,21.043,,,0.303
Panama,2005,,,24.441,,,0.35
Panama,2006,,,24.735,,,0.353
Panama,2007,,,29.33,,,0.416
Panama,2008,,105.51,33.786,,1.493,0.478
Panama,2009,,103.37,32.967,,1.457,0.465
Panama,2010,,128.458,33.212,,1.803,0.466
Panama,2011,5.664,113.275,35.061,0.079,1.584,0.49
Panama,2012,,62.021,41.029,,0.863,0.571
Panama,2013,2.345,20.321,41.032,0.032,0.282,0.568
Panama,2014,3.33,70.185,,0.046,0.968,
Panama,2015,3.527,98.003,,0.048,1.346,
Papua New Guinea,2000,,,10.158,,,0.17
Papua New Guinea,2001,,,11.301,,,0.189
Papua New Guinea,2002,,,9.194,,,0.154
Papua New Guinea,2003,,,9.084,,,0.152
Papua New Guinea,2004,,,6.524,,,0.109
Papua New Guinea,2005,,,5.4,,,0.09
Papua New Guinea,2006,,,6.259,,,0.104
Papua New Guinea,2007,,,8.691,,,0.144
Papua New Guinea,2008,0.147,6.63,8.796,0.002,0.109,0.145
Papua New Guinea,2009,,,6.29,,,0.104
Papua New Guinea,2010,,,7.217,,,0.118
Papua New Guinea,2011,,,6.328,,,0.103
Papua New Guinea,2012,,,8.155,,,0.132
Papua New Guinea,2013,,10.405,5.742,,0.168,0.093
Papua New Guinea,2015,0.126,5.808,,0.002,0.092,
Paraguay,1985,1.906,9.532,,0.033,0.163,
Paraguay,1989,1.462,8.285,,0.025,0.141,
Paraguay,1990,3.797,8.543,,0.065,0.145,
Paraguay,1992,4.512,9.926,,0.076,0.168,
