Entity,Year,"GHG emissions per capita (tonnes CO2e) (EDGAR, 2019)","GHG emissions per capita per day (kgCO2e) (EDGAR, 2019)"
Malta,1996,7.00,19.18
Malta,1997,7.41,20.29
Malta,1998,7.12,19.50
Malta,1999,7.18,19.66
Malta,2000,6.54,17.93
Malta,2001,7.76,21.26
Malta,2002,6.44,17.66
Malta,2003,7.41,20.31
Malta,2004,7.53,20.62
Malta,2005,7.84,21.49
Malta,2006,7.54,20.66
Malta,2007,7.94,21.74
Marshall Islands,1970,0.12,0.33
Marshall Islands,1971,0.12,0.33
Marshall Islands,1972,0.12,0.32
Marshall Islands,1973,0.11,0.31
Marshall Islands,1974,0.11,0.30
Marshall Islands,1975,0.11,0.30
Marshall Islands,1976,0.11,0.29
Marshall Islands,1977,0.11,0.29
Marshall Islands,1978,0.11,0.29
Marshall Islands,1979,0.10,0.28
Marshall Islands,1980,0.10,0.28
Marshall Islands,1981,0.10,0.28
Marshall Islands,1982,0.10,0.28
Marshall Islands,1983,0.10,0.28
Marshall Islands,1984,0.10,0.28
Marshall Islands,1985,0.10,0.28
Marshall Islands,1986,0.10,0.28
Marshall Islands,1987,0.10,0.28
Marshall Islands,1988,0.10,0.28
Marshall Islands,1989,0.10,0.28
Mauritania,1970,4.29,11.74
Mauritania,1971,4.07,11.14
Mauritania,1972,3.66,10.04
Mauritania,1973,3.50,9.58
Mauritania,1974,2.97,8.15
Mauritania,1975,2.98,8.17
Mauritania,1976,3.05,8.36
Mauritania,1977,3.09,8.48
Mauritania,1978,3.07,8.42
Mauritania,1979,3.13,8.57
Mauritania,1980,3.13,8.59
Mauritania,1981,3.18,8.71
Mauritania,1982,3.14,8.59
Mauritania,1983,2.80,7.68
Mauritania,1984,2.74,7.51
Mauritania,1985,2.82,7.72
Mauritania,1986,2.66,7.29
Mauritania,1987,2.65,7.27
Mauritania,1988,2.94,8.05
Mauritania,1989,2.99,8.21
Mauritania,1990,2.94,8.07
Mauritania,1991,2.98,8.17
Mauritania,1992,3.59,9.84
Mauritania,1993,3.58,9.82
Mauritania,1994,3.49,9.55
Mauritania,1995,3.45,9.47
Mauritania,1996,3.44,9.43
Mauritania,1997,3.52,9.64
Mauritania,1998,3.70,10.13
Mauritania,1999,3.74,10.26
Mauritania,2000,4.41,12.08
Mauritania,2001,4.15,11.37
Mauritania,2002,3.49,9.55
Mauritania,2003,3.49,9.55
Mauritania,2004,3.62,9.93
Mauritania,2005,3.67,10.04
Mauritania,2006,3.57,9.79
Mauritania,2007,4.05,11.11
Mauritania,2008,3.44,9.42
Mauritania,2009,3.41,9.35
Mauritania,2010,3.59,9.83
Mauritania,2011,3.54,9.69
Mauritania,2012,3.48,9.54
Mauritius,1970,0.84,2.30
Mauritius,1971,0.83,2.29
Mauritius,1972,0.90,2.47
Mauritius,1973,0.87,2.40
Mauritius,1974,0.87,2.39
Mauritius,1975,0.86,2.36
Mauritius,1976,0.86,2.34
Mauritius,1977,0.90,2.46
Mauritius,1978,0.85,2.34
Mauritius,1979,0.99,2.72
Mauritius,1980,1.01,2.78
Mauritius,1981,0.90,2.47
Mauritius,1982,0.81,2.23
Mauritius,1983,0.90,2.47
Mauritius,1984,0.90,2.46
Mauritius,1985,0.93,2.55
Mauritius,1986,1.12,3.06
Mauritius,1987,1.13,3.10
Mauritius,1988,1.43,3.92
Mauritius,1989,1.45,3.98
Mauritius,1990,1.49,4.08
Mauritius,1991,1.51,4.14
Mauritius,1994,1.49,4.08
Mauritius,1995,1.63,4.48
Mexico,1970,4.05,11.09
Mexico,1971,4.01,10.98
Mexico,1972,4.14,11.33
Mexico,1973,4.22,11.56
Mexico,1974,4.51,12.35
Mexico,1975,4.60,12.62
Mexico,1976,4.67,12.78
Mexico,1977,4.73,12.97
Mexico,1978,5.04,13.80
Mexico,1979,5.35,14.65
Mexico,1980,5.58,15.29
Mexico,1981,5.73,15.71
Mexico,1982,6.23,17.07
Mexico,1983,5.67,15.54
Mexico,1984,5.76,15.79
Mexico,1985,5.73,15.69
Mexico,1986,5.61,15.38
Mexico,1987,5.65,15.47
Mexico,1988,5.63,15.43
Mexico,1989,5.66,15.49
Mexico,1990,5.79,15.86
Mexico,1991,5.80,15.90
Mexico,1992,5.57,15.26
Mexico,1993,5.54,15.18
Mexico,1994,5.63,15.43
Mexico,1995,5.49,15.03
Mexico,1996,5.57,15.26
Mexico,1997,5.54,15.18
Mexico,1998,7.01,19.19
Mexico,1999,5.52,15.13
Mexico,2000,5.67,15.53
Mexico,2001,5.32,14.57
Mexico,2002,5.44,14.90
Mexico,2003,5.70,15.60
Mexico,2004,5.31,14.54
Mexico,2005,5.91,16.20
Mexico,2006,5.83,15.98
Mexico,2007,5.78,15.83
Mexico,2008,5.67,15.53
Mexico,2009,5.62,15.39
Mexico,2010,5.48,15.02
Mexico,2011,5.48,15.02
Mexico,2012,5.49,15.04
Micronesia (country),1970,0.36,0.99
Micronesia (country),1971,0.40,1.10
Micronesia (country),1972,0.45,1.23
Micronesia (country),1973,0.44,1.20
Micronesia (country),1974,0.43,1.18
Micronesia (country),1975,0.42,1.14
Micronesia (country),1976,0.31,0.84
Micronesia (country),1977,0.37,1.01
Micronesia (country),1978,0.37,1.02
Micronesia (country),1979,0.38,1.04
Micronesia (country),1980,0.38,1.05
Micronesia (country),1981,0.44,1.20
Micronesia (country),1982,0.44,1.20
Micronesia (country),1983,0.44,1.19
Micronesia (country),1984,0.44,1.19
Micronesia (country),1985,0.44,1.22
Micronesia (country),1986,0.46,1.25
Micronesia (country),1987,0.47,1.28
Micronesia (country),1988,0.48,1.31
Micronesia (country),1989,0.49,1.33
Micronesia (country),1990,0.49,1.35
Micronesia (country),1991,0.49,1.35
Micronesia (country),1992,0.49,1.34
Micronesia (country),1993,0.48,1.33
Micronesia (country),1994,0.48,1.31
Micronesia (country),1995,0.54,1.47
Micronesia (country),1996,0.54,1.47
Middle East & North Africa,1970,4.56,12.50
Middle East & North Africa,1971,4.68,12.82
Middle East & North Africa,1972,5.00,13.69
Middle East & North Africa,1973,5.50,15.07
Middle East & North Africa,1974,5.36,14.67
Middle East & North Africa,1975,5.19,14.23
Middle East & North Africa,1976,5.74,15.72
Middle East & North Africa,1977,5.71,15.65
Middle East & North Africa,1978,5.69,15.59
Middle East & North Africa,1979,5.66,15.50
Middle East & North Africa,1980,5.47,14.98
Middle East & North Africa,1981,4.85,13.30
Middle East & North Africa,1982,5.09,13.94
Middle East & North Africa,1983,5.11,14.00
Middle East & North Africa,1984,4.84,13.27
Middle East & North Africa,1985,4.08,11.19
Middle East & North Africa,1986,4.06,11.13
Middle East & North Africa,1987,3.95,10.84
Middle East & North Africa,1988,4.02,11.02
Middle East & North Africa,1989,4.12,11.28
Middle East & North Africa,1990,3.96,10.84
Middle East & North Africa,1991,4.17,11.42
Middle East & North Africa,1992,4.12,11.30
Middle East & North Africa,1993,4.21,11.54
Middle East & North Africa,1994,4.35,11.92
Middle East & North Africa,1995,5.32,14.58
Middle East & North Africa,1996,5.37,14.71
Middle East & North Africa,1997,5.34,14.64
Middle East & North Africa,1998,5.46,14.97
Middle East & North Africa,1999,5.59,15.30
Middle East & North Africa,2000,5.69,15.59
Middle East & North Africa,2001,5.76,15.77
Middle East & North Africa,2002,5.88,16.10
Middle East & North Africa,2003,6.03,16.51
Middle East & North Africa,2004,5.17,14.16
Middle East & North Africa,2005,5.30,14.52
Middle East & North Africa,2006,5.45,14.93
Middle East & North Africa,2007,6.64,18.19
Middle East & North Africa,2008,4.93,13.50
Middle East & North Africa,2009,4.92,13.47
Middle East & North Africa,2010,3.81,10.45
Middle East & North Africa,2011,5.14,14.09
Middle East & North Africa,2012,3.62,9.92
Middle East & North Africa (IDA & IBRD),1970,3.20,8.76
Middle East & North Africa (IDA & IBRD),1971,3.14,8.61
Middle East & North Africa (IDA & IBRD),1972,3.25,8.90
Middle East & North Africa (IDA & IBRD),1973,3.49,9.57
Middle East & North Africa (IDA & IBRD),1974,3.43,9.39
Middle East & North Africa (IDA & IBRD),1975,3.40,9.32
Middle East & North Africa (IDA & IBRD),1976,3.75,10.27
Middle East & North Africa (IDA & IBRD),1977,3.74,10.25
Middle East & North Africa (IDA & IBRD),1978,3.72,10.18
Middle East & North Africa (IDA & IBRD),1979,3.68,10.07
Middle East & North Africa (IDA & IBRD),1980,3.41,9.33
Middle East & North Africa (IDA & IBRD),1981,2.99,8.20
Middle East & North Africa (IDA & IBRD),1982,3.37,9.24
Middle East & North Africa (IDA & IBRD),1983,3.48,9.53
Middle East & North Africa (IDA & IBRD),1984,3.44,9.42
Middle East & North Africa (IDA & IBRD),1985,3.52,9.63
Middle East & North Africa (IDA & IBRD),1986,3.49,9.56
Middle East & North Africa (IDA & IBRD),1987,3.41,9.35
Middle East & North Africa (IDA & IBRD),1988,3.44,9.42
Middle East & North Africa (IDA & IBRD),1989,3.51,9.63
Middle East & North Africa (IDA & IBRD),1990,3.65,9.99
Middle East & North Africa (IDA & IBRD),1991,3.66,10.03
Middle East & North Africa (IDA & IBRD),1992,3.74,10.23
Middle East & North Africa (IDA & IBRD),1993,3.80,10.40
Middle East & North Africa (IDA & IBRD),1994,3.91,10.71
Middle East & North Africa (IDA & IBRD),1995,3.96,10.86
Middle East & North Africa (IDA & IBRD),1996,3.95,10.83
Middle East & North Africa (IDA & IBRD),1997,3.99,10.93
Middle East & North Africa (IDA & IBRD),1998,4.02,11.00
Middle East & North Africa (IDA & IBRD),1999,4.08,11.17
Middle East & North Africa (IDA & IBRD),2000,4.19,11.48
Middle East & North Africa (IDA & IBRD),2001,4.19,11.49
Middle East & North Africa (IDA & IBRD),2002,4.26,11.67
Middle East & North Africa (IDA & IBRD),2003,4.32,11.84
Middle East & North Africa (IDA & IBRD),2004,4.52,12.37
Middle East & North Africa (IDA & IBRD),2005,4.64,12.72
Middle East & North Africa (IDA & IBRD),2006,4.80,13.15
Middle East & North Africa (IDA & IBRD),2007,4.88,13.37
Middle East & North Africa (IDA & IBRD),2008,2.82,7.73
Middle East & North Africa (IDA & IBRD),2009,2.70,7.41
Middle East & North Africa (IDA & IBRD),2010,2.79,7.65
Middle East & North Africa (IDA & IBRD),2011,2.82,7.73
Middle East & North Africa (IDA & IBRD),2012,2.84,7.78
Middle East & North Africa (excluding high income),1970,3.20,8.76
Middle East & North Africa (excluding high income),1971,3.14,8.61
Middle East & North Africa (excluding high income),1972,3.25,8.90
Middle East & North Africa (excluding high income),1973,3.49,9.57
Middle East & North Africa (excluding high income),1974,3.43,9.39
Middle East & North Africa (excluding high income),1975,3.40,9.32
Middle East & North Africa (excluding high income),1976,3.75,10.27
Middle East & North Africa (excluding high income),1977,3.74,10.25
Middle East & North Africa (excluding high income),1978,3.72,10.18
Middle East & North Africa (excluding high income),1979,3.68,10.07
Middle East & North Africa (excluding high income),1980,3.41,9.33
Middle East & North Africa (excluding high income),1981,2.99,8.20
Middle East & North Africa (excluding high income),1982,3.37,9.24
Middle East & North Africa (excluding high income),1983,3.48,9.53
Middle East & North Africa (excluding high income),1984,3.44,9.42
Middle East & North Africa (excluding high income),1985,3.52,9.63
Middle East & North Africa (excluding high income),1986,3.49,9.56
Middle East & North Africa (excluding high income),1987,3.41,9.35
Middle East & North Africa (excluding high income),1988,3.44,9.42
Middle East & North Africa (excluding high income),1989,3.51,9.63
Middle East & North Africa (excluding high income),1990,3.61,9.90
Middle East & North Africa (excluding high income),1991,3.63,9.95
Middle East & North Africa (excluding high income),1992,3.70,10.14
Middle East & North Africa (excluding high income),1993,3.76,10.30
Middle East & North Africa (excluding high income),1994,3.87,10.61
Middle East & North Africa (excluding high income),1995,3.93,10.75
Middle East & North Africa (excluding high income),1996,3.91,10.72
Middle East & North Africa (excluding high income),1997,3.95,10.82
Middle East & North Africa (excluding high income),1998,3.98,10.89
Middle East & North Africa (excluding high income),1999,4.03,11.05
Middle East & North Africa (excluding high income),2000,4.15,11.36
Middle East & North Africa (excluding high income),2001,4.15,11.37
Middle East & North Africa (excluding high income),2002,4.21,11.55
Middle East & North Africa (excluding high income),2003,4.27,11.71
Middle East & North Africa (excluding high income),2004,4.47,12.24
Middle East & North Africa (excluding high income),2005,4.59,12.58
Middle East & North Africa (excluding high income),2006,4.75,13.00
Middle East & North Africa (excluding high income),2007,4.83,13.22
Middle East & North Africa (excluding high income),2008,2.79,7.64
Middle East & North Africa (excluding high income),2009,2.67,7.33
Middle East & North Africa (excluding high income),2010,2.76,7.56
Middle East & North Africa (excluding high income),2011,2.79,7.64
Middle East & North Africa (excluding high income),2012,2.81,7.69
Middle income,1970,4.47,12.24
Middle income,1971,4.06,11.12
Middle income,1972,4.42,12.11
Middle income,1973,4.37,11.98
Middle income,1974,4.19,11.48
Middle income,1975,4.33,11.86
Middle income,1976,4.49,12.31
Middle income,1977,4.66,12.76
Middle income,1978,4.70,12.86
Middle income,1979,4.78,13.10
Middle income,1980,4.81,13.17
Middle income,1981,4.58,12.56
Middle income,1982,5.19,14.22
Middle income,1983,4.95,13.57
Middle income,1984,4.46,12.23
Middle income,1985,4.41,12.08
Middle income,1986,4.60,12.59
Middle income,1987,4.91,13.46
Middle income,1988,4.59,12.57
Middle income,1989,4.54,12.44
Middle income,1990,5.04,13.81
Middle income,1991,5.12,14.03
Middle income,1992,5.14,14.07
Middle income,1993,4.84,13.25
Middle income,1994,4.79,13.13
Middle income,1995,4.72,12.92
Middle income,1996,4.68,12.81
Middle income,1997,5.43,14.88
Middle income,1998,5.09,13.94
Middle income,1999,4.43,12.15
Middle income,2000,4.25,11.65
Middle income,2001,4.20,11.50
Middle income,2002,4.67,12.79
Middle income,2003,4.77,13.07
Middle income,2004,4.90,13.42
Middle income,2005,5.18,14.20
Middle income,2006,5.38,14.74
Middle income,2007,5.50,15.08
Middle income,2008,5.15,14.12
Middle income,2009,5.12,14.02
Middle income,2010,5.53,15.14
Middle income,2011,5.88,16.11
Middle income,2012,5.96,16.33
Moldova,1970,8.64,23.68
Moldova,1971,8.58,23.51
Moldova,1972,8.92,24.45
Moldova,1973,9.36,25.63
Moldova,1974,9.81,26.87
Moldova,1975,10.39,28.48
Moldova,1976,10.67,29.24
Moldova,1977,10.77,29.51
Moldova,1978,11.06,30.29
Moldova,1979,11.19,30.66
Moldova,1980,11.62,31.83
Moldova,1981,11.81,32.35
Moldova,1982,12.05,33.00
Moldova,1983,12.46,34.13
Moldova,1984,12.89,35.30
Moldova,1985,13.44,36.81
Moldova,1986,14.00,38.36
Moldova,1987,14.08,38.56
Moldova,1988,15.09,41.35
Moldova,1989,15.35,42.06
Moldova,1990,10.29,28.19
Moldova,1991,8.54,23.41
Moldova,1992,7.24,19.84
Moldova,1993,6.15,16.86
Moldova,1994,5.15,14.11
Moldova,1995,4.53,12.41
Moldova,1996,4.61,12.64
Moldova,1997,4.31,11.80
Moldova,1998,3.89,10.66
Moldova,1999,3.25,8.91
Moldova,2000,2.97,8.13
Moldova,2001,3.13,8.58
Moldova,2002,3.11,8.53
Moldova,2003,3.32,9.10
Moldova,2004,3.41,9.35
Moldova,2005,3.55,9.73
Moldova,2006,3.42,9.36
Moldova,2007,3.40,9.32
Moldova,2008,3.13,8.57
Moldova,2009,3.09,8.46
Moldova,2010,3.18,8.72
Moldova,2011,3.21,8.80
Moldova,2012,3.19,8.74
Mongolia,1970,10.19,27.91
Mongolia,1971,10.14,27.78
Mongolia,1972,10.96,30.01
Mongolia,1973,12.93,35.41
Mongolia,1974,12.28,33.63
Mongolia,1975,13.38,36.64
Mongolia,1976,14.02,38.41
Mongolia,1977,15.45,42.32
Mongolia,1978,16.59,45.45
Mongolia,1979,16.73,45.83
Mongolia,1980,22.25,60.97
Mongolia,1981,21.84,59.84
Mongolia,1982,22.47,61.56
Mongolia,1983,24.95,68.36
Mongolia,1984,23.38,64.04
Mongolia,1985,23.13,63.36
Mongolia,1986,24.38,66.80
Mongolia,1987,25.26,69.19
Mongolia,1988,26.02,71.29
Mongolia,1989,25.20,69.03
Mongolia,1990,26.57,72.81
Mongolia,1991,26.18,71.72
Mongolia,1992,26.52,72.65
Mongolia,1993,25.57,70.04
Mongolia,1994,24.96,68.38
Mongolia,1995,25.73,70.48
Mongolia,1996,26.23,71.86
Mongolia,1997,26.01,71.27
Mongolia,1998,21.23,58.18
Mongolia,1999,12.93,35.43
Mongolia,2000,21.59,59.15
Mongolia,2001,11.37,31.14
Mongolia,2002,20.66,56.61
Mongolia,2003,15.87,43.48
Mongolia,2004,10.19,27.91
Mongolia,2005,10.95,30.01
Mongolia,2006,14.77,40.47
Mongolia,2007,21.38,58.57
Mongolia,2008,17.70,48.49
Mongolia,2009,18.83,51.58
Mongolia,2010,9.16,25.11
Morocco,1970,1.22,3.35
Morocco,1971,1.22,3.34
Morocco,1972,1.23,3.36
Morocco,1973,1.28,3.51
Morocco,1974,1.30,3.56
Morocco,1975,1.32,3.61
Morocco,1976,1.35,3.71
Morocco,1977,1.38,3.77
Morocco,1978,1.42,3.90
Morocco,1979,1.45,3.97
Morocco,1980,1.47,4.02
Morocco,1981,1.41,3.86
Morocco,1982,1.32,3.62
Morocco,1983,1.36,3.73
Morocco,1984,1.32,3.62
Morocco,1985,1.36,3.74
Morocco,1986,1.41,3.85
Morocco,1987,1.42,3.88
Morocco,1988,1.44,3.95
Morocco,1989,1.50,4.11
Morocco,1990,1.51,4.13
Morocco,1991,1.51,4.14
Morocco,1992,1.53,4.20
Morocco,1993,1.50,4.12
Morocco,1994,1.55,4.24
Morocco,1995,1.55,4.24
Morocco,1996,1.53,4.20
Morocco,1997,1.58,4.33
Morocco,1998,1.62,4.44
Morocco,1999,1.69,4.64
Morocco,2000,1.77,4.84
Morocco,2001,1.84,5.03
Morocco,2002,1.83,5.01
Morocco,2003,1.82,4.98
Morocco,2004,2.19,5.99
Morocco,2005,2.29,6.29
Morocco,2006,2.31,6.34
Morocco,2007,2.34,6.41
Morocco,2008,2.30,6.30
Morocco,2009,2.26,6.18
Morocco,2010,2.35,6.43
Morocco,2011,2.39,6.54
Morocco,2012,2.41,6.61
Mozambique,1970,4.92,13.48
Mozambique,1971,2.80,7.68
Mozambique,1972,2.91,7.98
Mozambique,1973,3.09,8.46
Mozambique,1974,2.65,7.27
Mozambique,1975,3.02,8.26
Mozambique,1976,2.63,7.19
Mozambique,1977,2.93,8.01
Mozambique,1978,2.97,8.14
Mozambique,1979,3.76,10.31
Mozambique,1980,3.12,8.56
Mozambique,1981,2.68,7.33
Mozambique,1982,2.93,8.02
Mozambique,1983,2.86,7.83
Mozambique,1984,2.20,6.04
Mozambique,1985,2.17,5.94
Mozambique,1986,2.06,5.65
Mozambique,1987,2.83,7.76
Mozambique,1988,2.04,5.59
Mozambique,1989,2.29,6.27
Mozambique,1990,3.09,8.47
Mozambique,1991,2.50,6.85
Mozambique,1992,3.79,10.38
Mozambique,1993,2.10,5.76
Mozambique,1994,2.35,6.45
Mozambique,1995,2.34,6.41
Mozambique,1996,1.95,5.34
Mozambique,1997,1.82,4.99
Mozambique,1998,17.61,48.24
Mozambique,1999,11.52,31.57
Mozambique,2000,11.92,32.64
Mozambique,2001,15.81,43.30
Mozambique,2002,12.99,35.60
Mozambique,2003,18.00,49.31
Mozambique,2004,14.87,40.73
Mozambique,2005,16.72,45.81
Mozambique,2006,13.99,38.32
Mozambique,2007,14.32,39.23
Mozambique,2008,15.92,43.62
Mozambique,2009,13.06,35.78
Mozambique,2010,15.68,42.96
Mozambique,2011,15.24,41.75
Mozambique,2012,14.81,40.58
Myanmar,1970,24.86,68.10
Myanmar,1971,15.68,42.96
Myanmar,1972,19.26,52.77
Myanmar,1973,27.23,74.60
Myanmar,1974,14.76,40.43
Myanmar,1975,14.16,38.81
Myanmar,1976,13.36,36.60
Myanmar,1977,20.26,55.51
Myanmar,1978,24.04,65.86
Myanmar,1979,20.21,55.37
Myanmar,1980,23.64,64.76
Myanmar,1981,20.05,54.94
Myanmar,1982,19.40,53.14
Myanmar,1983,36.07,98.83
Myanmar,1984,20.20,55.33
Myanmar,1985,16.64,45.58
Myanmar,1986,19.27,52.80
Myanmar,1987,25.42,69.63
Myanmar,1988,19.43,53.23
Myanmar,1989,12.96,35.52
Myanmar,1990,21.55,59.04
Myanmar,1991,18.86,51.67
Myanmar,1992,27.60,75.63
Myanmar,1993,22.21,60.85
Myanmar,1994,19.22,52.65
Myanmar,1995,21.81,59.75
Myanmar,1996,16.09,44.08
Myanmar,1997,15.71,43.04
Myanmar,1998,6.82,18.68
Myanmar,1999,7.42,20.32
Myanmar,2000,4.02,11.00
Myanmar,2001,4.00,10.97
Myanmar,2002,4.80,13.15
Myanmar,2003,3.93,10.78
Myanmar,2004,7.90,21.65
Myanmar,2005,4.60,12.60
Myanmar,2006,4.08,11.18
Myanmar,2007,7.12,19.50
Myanmar,2008,3.82,10.47
Myanmar,2009,5.34,14.63
Myanmar,2010,6.49,17.77
Myanmar,2011,10.42,28.56
Myanmar,2012,10.36,28.39
Namibia,1970,9.29,25.46
Namibia,1971,7.61,20.85
Namibia,1972,7.64,20.93
Namibia,1973,7.64,20.93
Namibia,1974,7.73,21.19
Namibia,1975,6.06,16.60
Namibia,1976,5.70,15.62
Namibia,1977,6.47,17.72
Namibia,1978,6.46,17.71
Namibia,1979,7.21,19.74
Namibia,1980,7.24,19.82
Namibia,1981,6.22,17.04
Namibia,1982,6.05,16.58
Namibia,1983,5.77,15.80
Namibia,1984,5.44,14.90
Namibia,1985,5.48,15.00
Namibia,1986,5.06,13.85
Namibia,1987,5.22,14.31
Namibia,1988,4.72,12.93
Namibia,1989,4.71,12.90
Namibia,1990,5.16,14.14
Namibia,1991,4.94,13.55
Namibia,1992,5.53,15.15
Namibia,1993,4.43,12.13
Namibia,1994,4.54,12.45
Namibia,1995,4.38,11.99
Namibia,1996,3.94,10.78
Namibia,1997,3.99,10.94
Namibia,1998,12.28,33.65
Namibia,1999,15.28,41.86
Namibia,2000,17.89,49.02
Namibia,2001,16.22,44.43
Namibia,2002,15.03,41.19
Namibia,2003,14.41,39.49
Namibia,2004,17.30,47.39
Namibia,2005,15.22,41.70
Namibia,2006,18.04,49.42
Namibia,2007,17.58,48.16
Namibia,2008,13.58,37.19
Namibia,2009,18.70,51.24
Namibia,2010,17.32,47.46
Namibia,2011,17.09,46.81
Namibia,2012,16.81,46.05
Nepal,1970,1.66,4.55
Nepal,1971,1.66,4.54
Nepal,1972,1.61,4.40
Nepal,1973,1.65,4.52
Nepal,1974,1.63,4.48
Nepal,1975,1.63,4.45
Nepal,1976,1.60,4.39
Nepal,1977,1.59,4.36
Nepal,1978,1.57,4.30
Nepal,1979,1.54,4.23
Nepal,1980,1.56,4.29
Nepal,1981,1.53,4.19
Nepal,1982,1.47,4.02
Nepal,1983,1.49,4.10
Nepal,1984,1.49,4.08
Nepal,1985,1.44,3.95
Nepal,1986,1.40,3.84
Nepal,1987,1.41,3.87
Nepal,1988,1.39,3.81
Nepal,1989,1.35,3.69
Nepal,1990,1.34,3.67
Nepal,1991,1.30,3.56
Nepal,1992,1.22,3.34
Nepal,1993,1.25,3.42
Nepal,1994,1.23,3.37
Nepal,1995,1.26,3.45
Nepal,1996,1.24,3.41
Nepal,1997,1.23,3.37
Nepal,1998,1.23,3.38
Nepal,1999,1.77,4.86
Nepal,2000,1.32,3.60
Nepal,2001,1.24,3.38
Nepal,2002,1.18,3.22
Nepal,2003,1.20,3.28
Nepal,2004,1.20,3.29
Nepal,2005,1.20,3.30
Nepal,2006,1.19,3.27
Nepal,2007,1.19,3.27
Nepal,2008,1.21,3.31
Nepal,2009,1.23,3.36
Nepal,2010,1.21,3.32
Nepal,2011,1.21,3.32
Nepal,2012,1.47,4.04
Netherlands,1970,14.11,38.65
Netherlands,1971,14.15,38.77
Netherlands,1972,15.39,42.17
Netherlands,1973,15.98,43.78
Netherlands,1974,15.53,42.56
Netherlands,1975,14.75,40.42
Netherlands,1976,15.53,42.54
Netherlands,1977,15.35,42.04
Netherlands,1978,15.61,42.78
Netherlands,1979,16.30,44.66
Netherlands,1980,15.48,42.41
Netherlands,1981,15.23,41.72
Netherlands,1982,14.33,39.25
Netherlands,1983,14.05,38.50
Netherlands,1984,14.52,39.79
Netherlands,1985,14.67,40.19
Netherlands,1986,14.85,40.67
Netherlands,1987,14.94,40.93
Netherlands,1988,14.84,40.67
Netherlands,1989,15.02,41.15
Netherlands,1990,15.01,41.13
Netherlands,1991,15.42,42.24
Netherlands,1992,15.19,41.60
Netherlands,1993,15.32,41.96
Netherlands,1994,15.23,41.72
Netherlands,1995,15.20,41.66
Netherlands,1996,15.72,43.08
Netherlands,1997,15.11,41.39
Netherlands,1998,14.46,39.61
Netherlands,1999,13.83,37.90
Netherlands,2000,13.83,37.90
Netherlands,2001,13.73,37.61
Netherlands,2002,13.52,37.03
