Entity,Year,Reported Smallpox cases (WHO),"World Region (World Bank, 2017)"
Pakistan,1955,3330,South Asia
Pakistan,1956,423,South Asia
Pakistan,1957,1631,South Asia
Pakistan,1958,3485,South Asia
Pakistan,1959,3373,South Asia
Pakistan,1960,815,South Asia
Pakistan,1961,2408,South Asia
Pakistan,1962,3484,South Asia
Pakistan,1963,1929,South Asia
Pakistan,1964,935,South Asia
Pakistan,1965,1285,South Asia
Pakistan,1966,2936,South Asia
Pakistan,1967,4818,South Asia
Pakistan,1968,1836,South Asia
Pakistan,1969,2581,South Asia
Pakistan,1970,4665,South Asia
Pakistan,1971,5808,South Asia
Pakistan,1972,7053,South Asia
Pakistan,1973,9258,South Asia
Pakistan,1974,7859,South Asia
Pakistan,1975,0,South Asia
Pakistan,1976,0,South Asia
Pakistan,1977,0,South Asia
Panama,1920,25,Latin America and Caribbean
Panama,1921,215,Latin America and Caribbean
Panama,1922,14,Latin America and Caribbean
Panama,1923,0,Latin America and Caribbean
Panama,1924,0,Latin America and Caribbean
Panama,1925,0,Latin America and Caribbean
Panama,1926,0,Latin America and Caribbean
Panama,1927,0,Latin America and Caribbean
Panama,1928,2,Latin America and Caribbean
Panama,1929,396,Latin America and Caribbean
Panama,1930,0,Latin America and Caribbean
Panama,1931,2,Latin America and Caribbean
Panama,1932,0,Latin America and Caribbean
Panama,1933,0,Latin America and Caribbean
Panama,1934,0,Latin America and Caribbean
Panama,1935,0,Latin America and Caribbean
Panama,1936,0,Latin America and Caribbean
Panama,1937,4,Latin America and Caribbean
Panama,1938,0,Latin America and Caribbean
Panama,1939,0,Latin America and Caribbean
Panama,1940,0,Latin America and Caribbean
Panama,1941,15,Latin America and Caribbean
Panama,1942,2,Latin America and Caribbean
Panama,1943,1,Latin America and Caribbean
Panama,1944,2,Latin America and Caribbean
Panama,1945,0,Latin America and Caribbean
Panama,1946,0,Latin America and Caribbean
Panama,1947,12,Latin America and Caribbean
Panama,1948,0,Latin America and Caribbean
Panama,1949,0,Latin America and Caribbean
Panama,1950,0,Latin America and Caribbean
Panama,1951,0,Latin America and Caribbean
Panama,1952,0,Latin America and Caribbean
Panama,1953,0,Latin America and Caribbean
Panama,1954,0,Latin America and Caribbean
Panama,1955,0,Latin America and Caribbean
Panama,1956,0,Latin America and Caribbean
Panama,1957,0,Latin America and Caribbean
Panama,1958,8,Latin America and Caribbean
Panama,1959,,Latin America and Caribbean
Panama,1960,,Latin America and Caribbean
Panama,1961,,Latin America and Caribbean
Panama,1962,,Latin America and Caribbean
Panama,1963,,Latin America and Caribbean
Panama,1964,,Latin America and Caribbean
Panama,1965,,Latin America and Caribbean
Panama,1966,,Latin America and Caribbean
Paraguay,1920,,Latin America and Caribbean
Paraguay,1921,,Latin America and Caribbean
Paraguay,1922,,Latin America and Caribbean
Paraguay,1923,,Latin America and Caribbean
Paraguay,1924,,Latin America and Caribbean
Paraguay,1925,,Latin America and Caribbean
Paraguay,1926,,Latin America and Caribbean
Paraguay,1927,2,Latin America and Caribbean
Paraguay,1928,0,Latin America and Caribbean
Paraguay,1929,0,Latin America and Caribbean
Paraguay,1930,0,Latin America and Caribbean
Paraguay,1931,0,Latin America and Caribbean
Paraguay,1932,0,Latin America and Caribbean
Paraguay,1933,0,Latin America and Caribbean
Paraguay,1934,0,Latin America and Caribbean
Paraguay,1935,14,Latin America and Caribbean
Paraguay,1936,6,Latin America and Caribbean
Paraguay,1937,11,Latin America and Caribbean
Paraguay,1938,,Latin America and Caribbean
Paraguay,1939,2,Latin America and Caribbean
Paraguay,1940,,Latin America and Caribbean
Paraguay,1941,9,Latin America and Caribbean
Paraguay,1942,,Latin America and Caribbean
Paraguay,1943,,Latin America and Caribbean
Paraguay,1944,,Latin America and Caribbean
Paraguay,1945,,Latin America and Caribbean
Paraguay,1946,124,Latin America and Caribbean
Paraguay,1947,807,Latin America and Caribbean
Paraguay,1948,113,Latin America and Caribbean
Paraguay,1949,6,Latin America and Caribbean
Paraguay,1950,304,Latin America and Caribbean
Paraguay,1951,282,Latin America and Caribbean
Paraguay,1952,797,Latin America and Caribbean
Paraguay,1953,770,Latin America and Caribbean
Paraguay,1954,207,Latin America and Caribbean
Paraguay,1955,57,Latin America and Caribbean
Paraguay,1956,132,Latin America and Caribbean
Paraguay,1957,103,Latin America and Caribbean
Paraguay,1958,21,Latin America and Caribbean
Paraguay,1959,,Latin America and Caribbean
Paraguay,1960,,Latin America and Caribbean
Paraguay,1961,,Latin America and Caribbean
Paraguay,1962,,Latin America and Caribbean
Paraguay,1963,,Latin America and Caribbean
Paraguay,1964,,Latin America and Caribbean
Paraguay,1965,,Latin America and Caribbean
Paraguay,1966,,Latin America and Caribbean
Peru,1920,,Latin America and Caribbean
Peru,1921,,Latin America and Caribbean
Peru,1922,,Latin America and Caribbean
Peru,1923,,Latin America and Caribbean
Peru,1924,,Latin America and Caribbean
Peru,1925,,Latin America and Caribbean
Peru,1926,,Latin America and Caribbean
Peru,1927,,Latin America and Caribbean
Peru,1928,,Latin America and Caribbean
Peru,1929,,Latin America and Caribbean
Peru,1930,,Latin America and Caribbean
Peru,1931,,Latin America and Caribbean
Peru,1932,1164,Latin America and Caribbean
Peru,1933,363,Latin America and Caribbean
Peru,1934,502,Latin America and Caribbean
Peru,1935,444,Latin America and Caribbean
Peru,1936,248,Latin America and Caribbean
Peru,1937,69,Latin America and Caribbean
Peru,1938,97,Latin America and Caribbean
Peru,1939,173,Latin America and Caribbean
Peru,1940,371,Latin America and Caribbean
Peru,1941,3131,Latin America and Caribbean
Peru,1942,2499,Latin America and Caribbean
Peru,1943,1826,Latin America and Caribbean
Peru,1944,296,Latin America and Caribbean
Peru,1945,292,Latin America and Caribbean
Peru,1946,700,Latin America and Caribbean
Peru,1947,537,Latin America and Caribbean
Peru,1948,7105,Latin America and Caribbean
Peru,1949,6305,Latin America and Caribbean
Peru,1950,3753,Latin America and Caribbean
Peru,1951,1218,Latin America and Caribbean
Peru,1952,1360,Latin America and Caribbean
Peru,1953,172,Latin America and Caribbean
Peru,1954,115,Latin America and Caribbean
Peru,1955,0,Latin America and Caribbean
Peru,1956,0,Latin America and Caribbean
Peru,1957,0,Latin America and Caribbean
Peru,1958,0,Latin America and Caribbean
Peru,1959,,Latin America and Caribbean
Peru,1960,,Latin America and Caribbean
Peru,1961,,Latin America and Caribbean
Peru,1962,,Latin America and Caribbean
Peru,1963,,Latin America and Caribbean
Peru,1964,,Latin America and Caribbean
Peru,1965,,Latin America and Caribbean
Peru,1966,,Latin America and Caribbean
Philippines,1920,,East Asia and Pacific
Philippines,1921,,East Asia and Pacific
Philippines,1922,,East Asia and Pacific
Philippines,1923,,East Asia and Pacific
Philippines,1924,,East Asia and Pacific
Philippines,1925,20,East Asia and Pacific
Philippines,1926,30,East Asia and Pacific
Philippines,1927,1,East Asia and Pacific
Philippines,1928,5,East Asia and Pacific
Philippines,1929,367,East Asia and Pacific
Philippines,1930,192,East Asia and Pacific
Philippines,1931,4,East Asia and Pacific
Philippines,1932,0,East Asia and Pacific
Philippines,1933,0,East Asia and Pacific
Philippines,1934,0,East Asia and Pacific
Philippines,1935,0,East Asia and Pacific
Philippines,1936,0,East Asia and Pacific
Philippines,1937,0,East Asia and Pacific
Philippines,1938,2,East Asia and Pacific
Philippines,1939,,East Asia and Pacific
Philippines,1940,,East Asia and Pacific
Philippines,1941,,East Asia and Pacific
Philippines,1942,,East Asia and Pacific
Philippines,1943,,East Asia and Pacific
Philippines,1944,,East Asia and Pacific
Philippines,1945,,East Asia and Pacific
Philippines,1946,,East Asia and Pacific
Philippines,1947,,East Asia and Pacific
Philippines,1948,,East Asia and Pacific
Philippines,1949,0,East Asia and Pacific
Philippines,1950,282,East Asia and Pacific
Philippines,1951,27,East Asia and Pacific
Philippines,1952,0,East Asia and Pacific
Philippines,1953,0,East Asia and Pacific
Philippines,1954,0,East Asia and Pacific
Philippines,1955,0,East Asia and Pacific
Philippines,1956,0,East Asia and Pacific
Philippines,1957,0,East Asia and Pacific
Philippines,1958,0,East Asia and Pacific
Philippines,1959,0,East Asia and Pacific
Philippines,1960,0,East Asia and Pacific
Philippines,1961,0,East Asia and Pacific
Philippines,1962,0,East Asia and Pacific
Philippines,1963,0,East Asia and Pacific
Philippines,1964,0,East Asia and Pacific
Philippines,1965,0,East Asia and Pacific
Philippines,1966,0,East Asia and Pacific
Poland,1920,3948,Europe and Central Asia
Poland,1921,5078,Europe and Central Asia
Poland,1922,2399,Europe and Central Asia
Poland,1923,502,Europe and Central Asia
Poland,1924,861,Europe and Central Asia
Poland,1925,77,Europe and Central Asia
Poland,1926,69,Europe and Central Asia
Poland,1927,36,Europe and Central Asia
Poland,1928,27,Europe and Central Asia
Poland,1929,20,Europe and Central Asia
Poland,1930,22,Europe and Central Asia
Poland,1931,14,Europe and Central Asia
Poland,1932,5,Europe and Central Asia
Poland,1933,6,Europe and Central Asia
Poland,1934,7,Europe and Central Asia
Poland,1935,4,Europe and Central Asia
Poland,1936,1,Europe and Central Asia
Poland,1937,2,Europe and Central Asia
Poland,1938,0,Europe and Central Asia
Poland,1939,0,Europe and Central Asia
Poland,1940,0,Europe and Central Asia
Poland,1941,,Europe and Central Asia
Poland,1942,,Europe and Central Asia
Poland,1943,,Europe and Central Asia
Poland,1944,,Europe and Central Asia
Poland,1945,0,Europe and Central Asia
Poland,1946,0,Europe and Central Asia
Poland,1947,0,Europe and Central Asia
Poland,1948,0,Europe and Central Asia
Poland,1949,0,Europe and Central Asia
Poland,1950,,Europe and Central Asia
Poland,1951,,Europe and Central Asia
Poland,1952,,Europe and Central Asia
Poland,1953,,Europe and Central Asia
Poland,1954,,Europe and Central Asia
Poland,1955,0,Europe and Central Asia
Poland,1956,0,Europe and Central Asia
Poland,1957,0,Europe and Central Asia
Poland,1958,0,Europe and Central Asia
Poland,1959,,Europe and Central Asia
Poland,1960,,Europe and Central Asia
Poland,1961,,Europe and Central Asia
Poland,1962,,Europe and Central Asia
Poland,1963,,Europe and Central Asia
Poland,1964,,Europe and Central Asia
Poland,1965,,Europe and Central Asia
Poland,1966,,Europe and Central Asia
Portugal,1920,,Europe and Central Asia
Portugal,1921,,Europe and Central Asia
Portugal,1922,,Europe and Central Asia
Portugal,1923,,Europe and Central Asia
Portugal,1924,,Europe and Central Asia
Portugal,1925,468,Europe and Central Asia
Portugal,1926,394,Europe and Central Asia
Portugal,1927,1169,Europe and Central Asia
Portugal,1928,923,Europe and Central Asia
Portugal,1929,800,Europe and Central Asia
Portugal,1930,815,Europe and Central Asia
Portugal,1931,2210,Europe and Central Asia
Portugal,1932,4246,Europe and Central Asia
Portugal,1933,1800,Europe and Central Asia
Portugal,1934,1016,Europe and Central Asia
Portugal,1935,762,Europe and Central Asia
Portugal,1936,836,Europe and Central Asia
Portugal,1937,623,Europe and Central Asia
Portugal,1938,706,Europe and Central Asia
Portugal,1939,1367,Europe and Central Asia
Portugal,1940,880,Europe and Central Asia
Portugal,1941,478,Europe and Central Asia
Portugal,1942,431,Europe and Central Asia
Portugal,1943,277,Europe and Central Asia
Portugal,1944,332,Europe and Central Asia
Portugal,1945,444,Europe and Central Asia
Portugal,1946,895,Europe and Central Asia
Portugal,1947,832,Europe and Central Asia
Portugal,1948,334,Europe and Central Asia
Portugal,1949,54,Europe and Central Asia
Portugal,1950,65,Europe and Central Asia
Portugal,1951,78,Europe and Central Asia
Portugal,1952,34,Europe and Central Asia
Portugal,1953,8,Europe and Central Asia
Portugal,1954,0,Europe and Central Asia
Portugal,1955,0,Europe and Central Asia
Portugal,1956,0,Europe and Central Asia
Portugal,1957,0,Europe and Central Asia
Portugal,1958,0,Europe and Central Asia
Portugal,1959,,Europe and Central Asia
Portugal,1960,,Europe and Central Asia
Portugal,1961,,Europe and Central Asia
Portugal,1962,,Europe and Central Asia
Portugal,1963,,Europe and Central Asia
Portugal,1964,,Europe and Central Asia
Portugal,1965,,Europe and Central Asia
Portugal,1966,,Europe and Central Asia
Romania,1920,3467,Europe and Central Asia
Romania,1921,2744,Europe and Central Asia
Romania,1922,865,Europe and Central Asia
Romania,1923,89,Europe and Central Asia
Romania,1924,9,Europe and Central Asia
Romania,1925,28,Europe and Central Asia
Romania,1926,6,Europe and Central Asia
Romania,1927,4,Europe and Central Asia
Romania,1928,9,Europe and Central Asia
Romania,1929,4,Europe and Central Asia
Romania,1930,5,Europe and Central Asia
Romania,1931,13,Europe and Central Asia
Romania,1932,10,Europe and Central Asia
Romania,1933,6,Europe and Central Asia
Romania,1934,7,Europe and Central Asia
Romania,1935,0,Europe and Central Asia
Romania,1936,3,Europe and Central Asia
Romania,1937,15,Europe and Central Asia
Romania,1938,55,Europe and Central Asia
Romania,1939,0,Europe and Central Asia
Romania,1940,1,Europe and Central Asia
Romania,1941,0,Europe and Central Asia
Romania,1942,0,Europe and Central Asia
Romania,1943,0,Europe and Central Asia
Romania,1944,0,Europe and Central Asia
Romania,1945,0,Europe and Central Asia
Romania,1946,,Europe and Central Asia
Romania,1947,0,Europe and Central Asia
Romania,1948,0,Europe and Central Asia
Romania,1949,0,Europe and Central Asia
Romania,1950,0,Europe and Central Asia
Romania,1951,0,Europe and Central Asia
Romania,1952,0,Europe and Central Asia
Romania,1953,0,Europe and Central Asia
Romania,1954,0,Europe and Central Asia
Romania,1955,0,Europe and Central Asia
Romania,1956,0,Europe and Central Asia
Romania,1957,0,Europe and Central Asia
Romania,1958,0,Europe and Central Asia
Romania,1959,,Europe and Central Asia
Romania,1960,,Europe and Central Asia
Romania,1961,,Europe and Central Asia
Romania,1962,,Europe and Central Asia
Romania,1963,,Europe and Central Asia
Romania,1964,,Europe and Central Asia
Romania,1965,,Europe and Central Asia
Romania,1966,,Europe and Central Asia
Rwanda,1967,0,Sub-Saharan Africa
Rwanda,1968,0,Sub-Saharan Africa
Rwanda,1969,89,Sub-Saharan Africa
Rwanda,1970,0,Sub-Saharan Africa
Rwanda,1971,0,Sub-Saharan Africa
Rwanda,1972,0,Sub-Saharan Africa
Rwanda,1973,0,Sub-Saharan Africa
Rwanda,1974,0,Sub-Saharan Africa
Rwanda,1975,0,Sub-Saharan Africa
Rwanda,1976,0,Sub-Saharan Africa
Rwanda,1977,0,Sub-Saharan Africa
Rwanda-Burundi,1920,,Sub-Saharan Africa
Rwanda-Burundi,1921,,Sub-Saharan Africa
Rwanda-Burundi,1922,,Sub-Saharan Africa
Rwanda-Burundi,1923,,Sub-Saharan Africa
Rwanda-Burundi,1924,,Sub-Saharan Africa
Rwanda-Burundi,1925,3,Sub-Saharan Africa
Rwanda-Burundi,1926,14,Sub-Saharan Africa
Rwanda-Burundi,1927,7,Sub-Saharan Africa
Rwanda-Burundi,1928,2,Sub-Saharan Africa
Rwanda-Burundi,1929,3,Sub-Saharan Africa
Rwanda-Burundi,1930,72,Sub-Saharan Africa
Rwanda-Burundi,1931,481,Sub-Saharan Africa
Rwanda-Burundi,1932,77,Sub-Saharan Africa
Rwanda-Burundi,1933,22,Sub-Saharan Africa
Rwanda-Burundi,1934,62,Sub-Saharan Africa
Rwanda-Burundi,1935,30,Sub-Saharan Africa
Rwanda-Burundi,1936,71,Sub-Saharan Africa
Rwanda-Burundi,1937,129,Sub-Saharan Africa
Rwanda-Burundi,1938,67,Sub-Saharan Africa
Rwanda-Burundi,1939,240,Sub-Saharan Africa
Rwanda-Burundi,1940,26,Sub-Saharan Africa
Rwanda-Burundi,1941,53,Sub-Saharan Africa
Rwanda-Burundi,1942,55,Sub-Saharan Africa
Rwanda-Burundi,1943,18,Sub-Saharan Africa
Rwanda-Burundi,1944,2201,Sub-Saharan Africa
Rwanda-Burundi,1945,848,Sub-Saharan Africa
Rwanda-Burundi,1946,76,Sub-Saharan Africa
Rwanda-Burundi,1947,447,Sub-Saharan Africa
Rwanda-Burundi,1948,147,Sub-Saharan Africa
Rwanda-Burundi,1949,43,Sub-Saharan Africa
Rwanda-Burundi,1950,484,Sub-Saharan Africa
Rwanda-Burundi,1951,571,Sub-Saharan Africa
Rwanda-Burundi,1952,819,Sub-Saharan Africa
Rwanda-Burundi,1953,219,Sub-Saharan Africa
Rwanda-Burundi,1954,234,Sub-Saharan Africa
Rwanda-Burundi,1955,113,Sub-Saharan Africa
Rwanda-Burundi,1956,58,Sub-Saharan Africa
Rwanda-Burundi,1957,34,Sub-Saharan Africa
Rwanda-Burundi,1958,29,Sub-Saharan Africa
Rwanda-Burundi,1959,77,Sub-Saharan Africa
Rwanda-Burundi,1960,12,Sub-Saharan Africa
Rwanda-Burundi,1961,8,Sub-Saharan Africa
Rwanda-Burundi,1962,54,Sub-Saharan Africa
Rwanda-Burundi,1963,11,Sub-Saharan Africa
Rwanda-Burundi,1964,0,Sub-Saharan Africa
Rwanda-Burundi,1965,1218,Sub-Saharan Africa
Rwanda-Burundi,1966,363,Sub-Saharan Africa
Saudi Arabia,1920,,Middle East and North Africa
Saudi Arabia,1921,,Middle East and North Africa
Saudi Arabia,1922,,Middle East and North Africa
Saudi Arabia,1923,,Middle East and North Africa
Saudi Arabia,1924,,Middle East and North Africa
Saudi Arabia,1925,,Middle East and North Africa
Saudi Arabia,1926,,Middle East and North Africa
Saudi Arabia,1927,51,Middle East and North Africa
Saudi Arabia,1928,425,Middle East and North Africa
Saudi Arabia,1929,525,Middle East and North Africa
Saudi Arabia,1930,291,Middle East and North Africa
Saudi Arabia,1931,606,Middle East and North Africa
Saudi Arabia,1932,212,Middle East and North Africa
Saudi Arabia,1933,145,Middle East and North Africa
Saudi Arabia,1934,306,Middle East and North Africa
Saudi Arabia,1935,187,Middle East and North Africa
Saudi Arabia,1936,43,Middle East and North Africa
Saudi Arabia,1937,8,Middle East and North Africa
Saudi Arabia,1938,1,Middle East and North Africa
Saudi Arabia,1939,1,Middle East and North Africa
Saudi Arabia,1940,255,Middle East and North Africa
Saudi Arabia,1941,,Middle East and North Africa
