Entity,Year,Iron and steel production (Correlates of War: National Material Capabilities (v4.0)),"Military expenditure (1816-1913, current prices) (Correlates of War: National Material Capabilities (v4.0))","Military expenditure (1914-2007, current prices) (Correlates of War: National Material Capabilities (v4.0))",Military personnel (Correlates of War: National Material Capabilities (v4.0))
Malaysia,1957,,,52143,18
Malaysia,1958,,,54492,20
Malaysia,1959,,,46503,20
Malaysia,1960,,,42908,20
Malaysia,1961,,,36242,44
Malaysia,1962,,,36721,46
Malaysia,1963,,,50621,14
Malaysia,1964,,,70915,32
Malaysia,1965,,,98697,37
Malaysia,1966,,,124444,35
Malaysia,1967,,,119026,40
Malaysia,1968,,,123551,46
Malaysia,1969,,,119156,46
Malaysia,1970,,,123301,58
Malaysia,1971,,,190020,62
Malaysia,1972,,,274507,69
Malaysia,1973,,,369991,70
Malaysia,1974,,,458227,75
Malaysia,1975,,,547135,76
Malaysia,1976,,,479619,80
Malaysia,1977,,,616341,79
Malaysia,1978,,,764248,82
Malaysia,1979,,,1164996,82
Malaysia,1980,,,1362169,83
Malaysia,1981,,,2037843,90
Malaysia,1982,,,2132002,95
Malaysia,1983,,,2080113,99
Malaysia,1984,,,1196992,125
Malaysia,1985,,,1764000,110
Malaysia,1986,,,1010000,113
Malaysia,1987,,,853310,113
Malaysia,1988,,,1612000,113
Malaysia,1989,,,1384000,115
Malaysia,1990,1100,,1560000,130
Malaysia,1991,1130,,1740000,128
Malaysia,1992,1559,,2500000,128
Malaysia,1993,1807,,2600000,115
Malaysia,1994,2046,,3142000,115
Malaysia,1995,2450,,3514000,122
Malaysia,1996,3216,,3695000,128
Malaysia,1997,2962,,3377000,110
Malaysia,1998,1903,,1891000,110
Malaysia,1999,2770,,3158000,95
Malaysia,2000,3650,,2579000,96
Malaysia,2001,4100,,3249000,100
Malaysia,2002,4722,,2238000,100
Malaysia,2003,3960,,2882000,104
Malaysia,2004,5698,,2742000,107
Malaysia,2005,5296,,3110000,110
Malaysia,2006,5834,,3206000,110
Malaysia,2007,6895,,4021000,109
Maldives,1984,,,1800,
Maldives,1998,,,39000,
Maldives,1999,,,41000,
Maldives,2000,,,35000,
Maldives,2001,,,36000,
Maldives,2002,,,26000,
Maldives,2003,,,34000,
Maldives,2004,,,39000,
Maldives,2005,,,46000,
Maldives,2006,,,56000,
Maldives,2007,,,63000,
Mali,1960,,,,3
Mali,1961,,,8183,2
Mali,1962,,,9196,3
Mali,1963,,,9694,5
Mali,1964,,,10618,8
Mali,1965,,,10926,8
Mali,1966,,,10342,7
Mali,1967,,,10841,5
Mali,1968,,,5815,7
Mali,1969,,,6076,7
Mali,1970,,,7000,8
Mali,1971,,,5728,8
Mali,1972,,,8316,8
Mali,1973,,,10979,8
Mali,1974,,,11643,8
Mali,1975,,,18897,8
Mali,1976,,,21876,8
Mali,1977,,,25951,7
Mali,1978,,,30948,8
Mali,1979,,,36058,5
Mali,1980,,,47002,7
Mali,1981,,,63422,8
Mali,1982,,,57301,8
Mali,1983,,,54009,8
Mali,1984,,,55846,8
Mali,1985,,,27824,8
Mali,1986,,,37250,8
Mali,1987,,,60920,8
Mali,1988,,,63820,8
Mali,1989,,,41000,8
Mali,1990,,,35000,13
Mali,1991,,,35000,13
Mali,1992,,,65590,12
Mali,1993,,,60000,12
Mali,1994,,,52000,12
Mali,1995,,,50000,12
Mali,1996,,,42000,10
Mali,1997,,,43000,10
Mali,1998,,,36000,10
Mali,1999,,,34000,10
Mali,2000,,,64000,7
Mali,2001,,,63000,7
Mali,2002,,,64000,7
Mali,2003,,,89000,7
Mali,2004,,,103000,7
Mali,2005,,,120000,7
Mali,2006,,,132000,7
Mali,2007,,,157000,7
Malta,1964,,,,1
Malta,1965,,,,1
Malta,1966,,,,1
Malta,1967,,,,2
Malta,1968,,,,2
Malta,1969,,,,2
Malta,1970,,,,3
Malta,1971,,,1000,2
Malta,1972,,,1000,2
Malta,1973,,,1000,2
Malta,1974,,,2000,4
Malta,1975,,,2000,3
Malta,1976,,,2000,4
Malta,1977,,,3000,7
Malta,1978,,,4000,7
Malta,1979,,,5000,6
Malta,1980,,,5000,1
Malta,1981,,,7000,1
Malta,1982,,,11000,1
Malta,1983,,,15000,1
Malta,1984,,,15000,1
Malta,1985,,,13045,1
Malta,1986,,,17070,1
Malta,1987,,,23180,1
Malta,1988,,,22380,1
Malta,1989,,,21590,2
Malta,1990,,,21190,2
Malta,1991,,,21790,2
Malta,1992,,,27000,2
Malta,1993,,,21000,2
Malta,1994,,,28000,2
Malta,1995,,,32000,2
Malta,1996,,,34000,2
Malta,1997,,,31000,2
Malta,1998,,,30000,2
Malta,1999,,,27000,2
Malta,2000,,,27000,2
Malta,2001,,,24000,2
Malta,2002,,,33000,2
Malta,2003,,,41000,2
Malta,2004,,,52000,2
Malta,2005,,,49000,2
Malta,2006,,,46000,2
Malta,2007,,,44000,2
Mauritania,1960,,,1000,
Mauritania,1961,,,2000,
Mauritania,1962,,,3000,
Mauritania,1963,,,4002,
Mauritania,1964,,,2001,2
Mauritania,1965,,,2001,2
Mauritania,1966,,,4002,2
Mauritania,1967,,,6004,2
Mauritania,1968,,,8005,2
Mauritania,1969,,,8005,3
Mauritania,1970,,,7115,3
Mauritania,1971,,,2544,3
Mauritania,1972,,,3965,3
Mauritania,1973,,,5837,3
Mauritania,1974,,,7526,3
Mauritania,1975,,,27790,3
Mauritania,1976,,,43929,15
Mauritania,1977,,,61947,17
Mauritania,1978,,,56079,12
Mauritania,1979,,,58890,8
Mauritania,1980,,,81006,8
Mauritania,1981,,,64032,12
Mauritania,1982,,,68104,16
Mauritania,1983,,,48764,16
Mauritania,1984,,,39530,16
Mauritania,1985,,,47000,16
Mauritania,1986,,,48000,16
Mauritania,1987,,,35000,16
Mauritania,1988,,,,14
Mauritania,1989,,,40000,16
Mauritania,1990,5,,,17
Mauritania,1991,7,,39600,17
Mauritania,1992,7,,36980,16
Mauritania,1993,7,,25400,16
Mauritania,1994,7,,30000,16
Mauritania,1995,5,,29000,16
Mauritania,1996,5,,27000,16
Mauritania,1997,5,,24000,16
Mauritania,1998,5,,25000,16
Mauritania,1999,5,,24000,16
Mauritania,2000,5,,24000,16
Mauritania,2001,5,,25000,16
Mauritania,2002,5,,18000,16
Mauritania,2003,5,,18000,16
Mauritania,2004,5,,18000,15
Mauritania,2005,5,,18000,15
Mauritania,2006,5,,18000,16
Mauritania,2007,5,,19000,16
Mauritius,1968,,,46,
Mauritius,1969,,,43,
Mauritius,1970,,,68,
Mauritius,1971,,,372,
Mauritius,1972,,,435,
Mauritius,1973,,,540,
Mauritius,1974,,,693,
Mauritius,1975,,,873,3
Mauritius,1976,,,823,3
Mauritius,1977,,,1002,1
Mauritius,1978,,,1019,
Mauritius,1979,,,1094,
Mauritius,1980,,,1132,
Mauritius,1981,,,1630,
Mauritius,1982,,,2347,
Mauritius,1983,,,2108,1
Mauritius,1984,,,3000,1
Mauritius,1985,,,2000,1
Mauritius,1986,,,3000,1
Mauritius,1987,,,3000,1
Mauritius,1988,,,4000,1
Mauritius,1989,,,5000,1
Mauritius,1990,,,7000,1
Mauritius,1991,,,7000,1
Mauritius,1992,,,11300,1
Mauritius,1993,,,11200,1
Mauritius,1994,,,11000,1
Mauritius,1995,,,14000,1
Mauritius,1996,,,94000,1
Mauritius,1997,,,87000,1
Mauritius,1998,,,90000,2
Mauritius,1999,,,91000,2
Mauritius,2000,,,9000,
Mauritius,2001,,,9000,
Mauritius,2002,,,10000,
Mauritius,2003,,,12000,
Mauritius,2004,,,11000,
Mauritius,2005,,,10000,
Mauritius,2006,,,11000,
Mauritius,2007,,,27000,
Mecklenburg Schwerin,1843,,65,,4
Mecklenburg Schwerin,1844,,66,,4
Mecklenburg Schwerin,1845,,68,,4
Mecklenburg Schwerin,1846,,70,,5
Mecklenburg Schwerin,1847,,71,,4
Mecklenburg Schwerin,1848,,83,,4
Mecklenburg Schwerin,1849,,91,,4
Mecklenburg Schwerin,1850,,99,,4
Mecklenburg Schwerin,1851,,91,,4
Mecklenburg Schwerin,1852,,94,,3
Mecklenburg Schwerin,1853,,79,,3
Mecklenburg Schwerin,1854,,104,,3
Mecklenburg Schwerin,1855,,128,,3
Mecklenburg Schwerin,1856,,144,,3
Mecklenburg Schwerin,1857,,144,,3
Mecklenburg Schwerin,1858,,145,,4
Mecklenburg Schwerin,1859,,146,,4
Mecklenburg Schwerin,1860,,146,,4
Mecklenburg Schwerin,1861,,145,,4
Mecklenburg Schwerin,1862,,145,,4
Mecklenburg Schwerin,1863,,146,,4
Mecklenburg Schwerin,1864,,146,,4
Mecklenburg Schwerin,1865,,,,4
Mecklenburg Schwerin,1866,,,,5
Mecklenburg Schwerin,1867,,,,4
Mexico,1831,,,,25
Mexico,1832,,,,25
Mexico,1833,,,,25
Mexico,1834,,,,25
Mexico,1835,,,,25
Mexico,1836,,,,25
Mexico,1837,,,,25
Mexico,1838,,,,25
Mexico,1839,,,,25
Mexico,1840,,,,20
Mexico,1841,,,,20
Mexico,1842,,,,20
Mexico,1843,,,,20
Mexico,1844,,1617,,20
Mexico,1845,,,,20
Mexico,1846,,5283,,20
Mexico,1847,,,,20
Mexico,1848,,,,21
Mexico,1849,,,,22
Mexico,1850,,,,23
Mexico,1851,,,,24
Mexico,1852,,,,25
Mexico,1853,,,,26
Mexico,1854,,,,27
Mexico,1855,,,,26
Mexico,1856,,,,26
Mexico,1857,,,,26
Mexico,1858,,,,26
Mexico,1859,,,,26
Mexico,1860,,,,26
Mexico,1861,,,,26
Mexico,1862,,,,27
Mexico,1863,,,,10
Mexico,1864,,,,15
Mexico,1865,,2157,,21
Mexico,1866,,2594,,40
Mexico,1867,,,,33
Mexico,1868,,1690,,26
Mexico,1869,,1741,,18
Mexico,1870,,1440,,18
Mexico,1871,,1743,,18
Mexico,1872,,2090,,18
Mexico,1873,,2087,,20
Mexico,1874,10,2112,,22
Mexico,1875,10,2185,,22
Mexico,1876,10,2179,,22
Mexico,1877,10,2249,,22
Mexico,1878,10,1415,,22
Mexico,1879,10,1826,,22
Mexico,1880,10,1666,,25
Mexico,1881,10,2036,,22
Mexico,1882,10,1802,,22
Mexico,1883,10,1771,,21
Mexico,1884,10,1712,,21
Mexico,1885,10,1719,,21
Mexico,1886,10,2500,,21
Mexico,1887,10,2408,,21
Mexico,1888,10,2768,,32
Mexico,1889,10,2784,,37
Mexico,1890,10,2593,,37
Mexico,1891,10,2643,,38
Mexico,1892,10,2628,,49
Mexico,1893,10,2611,,38
Mexico,1894,10,2336,,38
Mexico,1895,10,2128,,38
Mexico,1896,10,1094,,35
Mexico,1897,10,1214,,33
Mexico,1898,10,1275,,33
Mexico,1899,10,1140,,33
Mexico,1900,,1348,,33
Mexico,1901,,1388,,33
Mexico,1902,,1413,,30
Mexico,1903,,1424,,29
Mexico,1904,,1622,,29
Mexico,1905,,1639,,29
Mexico,1906,,1674,,28
Mexico,1907,,1802,,28
Mexico,1908,,2090,,29
Mexico,1909,,2131,,30
Mexico,1910,,2083,,31
Mexico,1911,,2182,,32
Mexico,1912,,2886,,57
Mexico,1913,,4478,,31
Mexico,1914,,,22000,30
Mexico,1915,,,21500,180
Mexico,1916,,,,200
Mexico,1917,,,63500,
Mexico,1918,,,60000,55
Mexico,1919,21,,70526,137
Mexico,1920,32,,65792,120
Mexico,1921,43,,65402,103
Mexico,1922,53,,65651,85
Mexico,1923,60,,61277,66
Mexico,1924,38,,52014,52
Mexico,1925,76,,45218,64
Mexico,1926,79,,46032,64
Mexico,1927,66,,42145,69
Mexico,1928,81,,46849,74
Mexico,1929,102,,47287,70
Mexico,1930,103,,38441,65
Mexico,1931,76,,31412,61
Mexico,1932,58,,19491,54
Mexico,1933,76,,16610,54
Mexico,1934,103,,16672,59
Mexico,1935,111,,17433,54
Mexico,1936,113,,19300,48
Mexico,1937,106,,22478,54
Mexico,1938,142,,23033,49
Mexico,1939,142,,18600,49
Mexico,1940,147,,18146,
Mexico,1941,142,,22633,
Mexico,1942,174,,24691,52
Mexico,1943,167,,30246,80
Mexico,1944,175,,32921,
Mexico,1945,230,,34979,
Mexico,1946,258,,52037,61
Mexico,1947,290,,57058,61
Mexico,1948,292,,60576,61
Mexico,1949,373,,48110,64
Mexico,1950,390,,40000,55
Mexico,1951,467,,46012,60
Mexico,1952,537,,50289,56
Mexico,1953,462,,55376,56
Mexico,1954,454,,47093,56
Mexico,1955,510,,42674,48
Mexico,1956,591,,50600,48
Mexico,1957,687,,63411,48
Mexico,1958,988,,69015,49
Mexico,1959,1213,,70697,50
Mexico,1960,1500,,81745,50
Mexico,1961,1725,,88951,60
Mexico,1962,1851,,100720,64
Mexico,1963,1974,,111129,65
Mexico,1964,2284,,127222,65
Mexico,1965,2394,,132186,65
Mexico,1966,2780,,143235,75
Mexico,1967,3059,,171978,80
Mexico,1968,3270,,182946,75
Mexico,1969,3470,,204003,75
Mexico,1970,3846,,218014,80
Mexico,1971,3784,,224000,80
Mexico,1972,4396,,260800,80
Mexico,1973,4652,,326400,80
Mexico,1974,5046,,430400,85
Mexico,1975,5196,,586200,95
Mexico,1976,5243,,529625,100
Mexico,1977,5529,,533541,100
Mexico,1978,6712,,634413,120
Mexico,1979,7023,,693575,120
Mexico,1980,7003,,824147,120
Mexico,1981,7448,,777120,125
Mexico,1982,6926,,943004,130
Mexico,1983,6747,,607856,130
Mexico,1984,7293,,562331,129
Mexico,1985,7174,,1170000,140
Mexico,1986,6960,,612460,141
Mexico,1987,7210,,937000,141
Mexico,1988,7311,,646450,154
Mexico,1989,7329,,640630,154
Mexico,1990,8221,,678410,175
Mexico,1991,7462,,674536,175
Mexico,1992,7848,,1520000,175
Mexico,1993,8188,,1656000,175
Mexico,1994,10260,,2300000,175
Mexico,1995,12147,,2366000,175
Mexico,1996,13196,,3629000,175
Mexico,1997,14246,,3664000,250
Mexico,1998,14218,,3907000,255
Mexico,1999,15274,,4289000,255
Mexico,2000,15631,,5229000,193
Mexico,2001,13300,,5733000,193
Mexico,2002,14010,,3236000,193
Mexico,2003,15159,,2938000,193
Mexico,2004,16737,,2876000,192
Mexico,2005,16195,,3123000,192
Mexico,2006,16447,,3229000,193
Mexico,2007,17573,,3982000,238
Modena,1842,,,,2
Modena,1843,,,,2
Modena,1844,,,,2
Modena,1845,,,,2
Modena,1846,,,,2
Modena,1847,,,,2
Modena,1848,,,,3
Modena,1849,,,,3
Modena,1850,,,,4
Modena,1851,,,,4
Modena,1852,,,,4
Modena,1853,,,,4
Modena,1854,,,,4
Modena,1855,,,,4
Modena,1856,,91,,4
Modena,1857,,94,,4
Modena,1858,,97,,5
Modena,1859,,101,,5
Modena,1860,,109,,5
Moldova,1991,618,,875500,
Moldova,1992,619,,450000,9
Moldova,1993,604,,88400,13
Moldova,1994,633,,39000,11
Moldova,1995,663,,45000,12
Moldova,1996,646,,48000,12
Moldova,1997,811,,53000,11
Moldova,1998,735,,53000,11
Moldova,1999,796,,27000,11
Moldova,2000,908,,140000,10
Moldova,2001,967,,147000,8
Moldova,2002,514,,150000,7
Moldova,2003,850,,150000,7
Moldova,2004,1012,,9000,6
Moldova,2005,1016,,10000,6
Moldova,2006,675,,13000,7
Moldova,2007,965,,19000,7
Mongolia,1922,,,,1
Mongolia,1923,,,,3
Mongolia,1924,,,,4
Mongolia,1925,,,,8
Mongolia,1926,,,,12
Mongolia,1927,,,,17
Mongolia,1928,,,,8
Mongolia,1929,,,,2
Mongolia,1930,,,,2
Mongolia,1931,,,,2
Mongolia,1932,,,,2
Mongolia,1933,,,,2
Mongolia,1934,,,6500,2
Mongolia,1935,,,,2
Mongolia,1936,,,14400,2
Mongolia,1937,,,,2
Mongolia,1938,,,23400,2
Mongolia,1939,,,,2
Mongolia,1944,,,,80
Mongolia,1945,,,,80
Mongolia,1948,,,55050,
Mongolia,1949,,,,10
Mongolia,1950,,,,11
Mongolia,1951,,,,12
Mongolia,1952,,,96651,13
Mongolia,1953,,,100502,14
Mongolia,1954,,,,15
Mongolia,1955,,,99177,16
Mongolia,1956,,,,17
Mongolia,1957,,,90828,19
Mongolia,1958,,,,20
Mongolia,1959,,,,22
Mongolia,1960,,,15000,24
Mongolia,1961,,,15000,26
Mongolia,1962,,,15000,28
Mongolia,1963,,,15000,28
Mongolia,1964,,,25000,30
Mongolia,1965,,,25000,
Mongolia,1966,,,15000,
Mongolia,1967,,,20000,
Mongolia,1968,,,25000,
Mongolia,1969,,,33000,
Mongolia,1970,,,37000,33
Mongolia,1971,,,42250,29
Mongolia,1972,,,48000,29
Mongolia,1973,,,53250,39
Mongolia,1974,,,90500,47
Mongolia,1975,,,93250,36
Mongolia,1976,,,121131,25
Mongolia,1977,,,120535,36
Mongolia,1978,,,125297,36
Mongolia,1979,,,142433,36
Mongolia,1980,,,175074,36
Mongolia,1981,,,200103,35
Mongolia,1982,,,239876,36
Mongolia,1983,,,219903,38
Mongolia,1984,,,228090,38
Mongolia,1985,,,233040,38
Mongolia,1986,,,235430,40
Mongolia,1987,,,249440,32
Mongolia,1988,,,268380,32
Mongolia,1989,,,259000,33
Mongolia,1990,,,238805,32
Mongolia,1991,,,264000,31
Mongolia,1992,,,258000,21
Mongolia,1993,,,32300,18
Mongolia,1994,,,18000,18
Mongolia,1995,,,19000,18
Mongolia,1996,,,15000,20
Mongolia,1997,,,23000,20
Mongolia,1998,,,21000,20
Mongolia,1999,,,19000,20
Mongolia,2000,35,,23000,9
Mongolia,2001,35,,25000,9
Mongolia,2002,35,,25000,9
Mongolia,2003,35,,15000,9
Mongolia,2004,35,,17000,8
Mongolia,2005,35,,30000,8
Mongolia,2006,35,,39000,9
Mongolia,2007,35,,43000,9
Montenegro,2006,,,53000,
Montenegro,2007,174,,59000,7
Morocco,1847,,,,10
Morocco,1848,,,,10
Morocco,1849,,,,10
Morocco,1850,,,,10
Morocco,1851,,,,10
Morocco,1852,,,,10
Morocco,1853,,,,10
Morocco,1854,,,,10
Morocco,1855,,,,10
Morocco,1856,,,,10
Morocco,1857,,,,10
Morocco,1858,,,,10
Morocco,1859,,,,10
Morocco,1860,,,,10
Morocco,1861,,,,10
Morocco,1862,,,,10
Morocco,1863,,,,10
Morocco,1864,,,,10
Morocco,1865,,,,10
Morocco,1866,,,,10
Morocco,1867,,,,10
Morocco,1868,,,,10
Morocco,1869,,,,10
Morocco,1870,,,,10
Morocco,1871,,,,10
Morocco,1872,,,,10
Morocco,1873,,,,9
Morocco,1874,,,,9
Morocco,1875,,,,9
Morocco,1876,,,,9
Morocco,1877,,,,9
Morocco,1878,,,,9
Morocco,1879,,,,9
Morocco,1880,,,,9
Morocco,1881,,,,9
Morocco,1882,,,,9
Morocco,1883,,,,9
Morocco,1884,,,,10
Morocco,1885,,,,10
Morocco,1886,,,,10
Morocco,1887,,,,10
Morocco,1888,,,,10
Morocco,1889,,,,10
Morocco,1890,,,,10
Morocco,1891,,,,10
Morocco,1892,,,,10
Morocco,1893,,,,10
Morocco,1894,,,,10
Morocco,1895,,,,10
Morocco,1896,,,,10
Morocco,1897,,,,10
Morocco,1898,,,,10
Morocco,1899,,,,10
Morocco,1900,,,,10
Morocco,1901,,,,10
Morocco,1902,,,,10
Morocco,1903,,,,10
Morocco,1904,,,,10
Morocco,1905,,,,10
Morocco,1906,,,,6
Morocco,1907,,,,6
Morocco,1908,,,,6
Morocco,1909,,,,6
Morocco,1910,,,,6
Morocco,1911,,,,6
Morocco,1956,,,33143,20
Morocco,1957,,,47143,24
Morocco,1958,,,47143,27
Morocco,1959,,,47143,27
Morocco,1960,,,41601,27
Morocco,1961,,,48281,40
Morocco,1962,,,53854,45
Morocco,1963,1,,74901,40
Morocco,1964,1,,70000,45
Morocco,1965,1,,63182,50
Morocco,1966,1,,67945,65
Morocco,1967,1,,70356,65
Morocco,1968,1,,82352,70
Morocco,1969,1,,80040,70
Morocco,1970,1,,83538,65
Morocco,1971,1,,109901,65
Morocco,1972,1,,140342,65
Morocco,1973,1,,186272,65
Morocco,1974,1,,421887,65
Morocco,1975,1,,412831,75
Morocco,1976,2,,576562,90
Morocco,1977,3,,731447,85
Morocco,1978,4,,770154,85
Morocco,1979,5,,928419,98
Morocco,1980,6,,1118030,117
Morocco,1981,6,,1102334,120
Morocco,1982,6,,1229008,125
Morocco,1983,6,,1097862,135
Morocco,1984,6,,595671,149
Morocco,1985,6,,522461,165
Morocco,1986,6,,750990,185
Morocco,1987,6,,860000,200
Morocco,1988,7,,1136000,195
Morocco,1989,7,,1210000,195
Morocco,1990,7,,1500000,195
Morocco,1991,7,,983000,195
Morocco,1992,7,,1140000,195
Morocco,1993,7,,1193000,195
Morocco,1994,7,,1252000,195
Morocco,1995,5,,1464000,195
Morocco,1996,5,,1431000,195
Morocco,1997,5,,1386000,195
Morocco,1998,5,,1696000,195
Morocco,1999,5,,1761000,195
Morocco,2000,5,,1429000,198
Morocco,2001,5,,1315000,198
Morocco,2002,5,,1545000,196
Morocco,2003,5,,1826000,196
Morocco,2004,5,,1990000,198
Morocco,2005,205,,2054000,200
Morocco,2006,314,,2161000,201
Morocco,2007,512,,2409000,201
Mozambique,1975,,,18018,20
Mozambique,1976,,,52853,21
Mozambique,1977,,,65886,26
Mozambique,1978,,,108923,25
Mozambique,1979,,,111399,30
Mozambique,1980,,,136775,30
Mozambique,1981,,,192301,30
Mozambique,1982,,,203444,30
Mozambique,1983,,,360055,32
Mozambique,1984,,,231086,34
Mozambique,1985,,,238592,35
Mozambique,1986,,,276040,65
Mozambique,1987,,,106090,65
Mozambique,1988,,,97570,65
Mozambique,1989,,,100280,65
Mozambique,1990,,,113090,65
Mozambique,1991,,,114440,65
Mozambique,1992,,,100690,50
Mozambique,1993,,,91000,50
Mozambique,1994,,,106000,11
Mozambique,1995,,,58000,12
Mozambique,1996,,,64000,11
Mozambique,1997,,,72000,14
Mozambique,1998,,,82000,14
Mozambique,1999,,,94000,8
Mozambique,2000,,,91000,6
Mozambique,2001,,,71000,11
Mozambique,2002,,,89000,11
Mozambique,2003,,,57000,8
Mozambique,2004,,,70000,9
Mozambique,2005,,,58000,11
Mozambique,2006,,,57000,11
Mozambique,2007,,,57000,11
Myanmar,1948,,,15130,3
Myanmar,1949,,,31646,4
Myanmar,1950,,,25592,6
Myanmar,1951,,,31979,8
Myanmar,1952,,,46293,10
Myanmar,1953,,,64732,14
Myanmar,1954,,,77403,19
Myanmar,1955,,,70300,25
Myanmar,1956,,,74780,33
Myanmar,1957,,,78681,44
Myanmar,1958,,,85131,56
Myanmar,1959,,,85852,67
Myanmar,1960,,,88998,79
Myanmar,1961,,,85535,90
Myanmar,1962,,,90545,100
Myanmar,1963,,,99937,105
Myanmar,1964,,,97349,123
Myanmar,1965,,,107747,133
Myanmar,1966,,,105019,135
Myanmar,1967,,,101124,136
Myanmar,1968,,,102458,136
Myanmar,1969,,,108004,173
Myanmar,1970,,,111832,174
Myanmar,1971,,,118652,175
Myanmar,1972,,,118268,191
Myanmar,1973,,,149174,198
Myanmar,1974,,,160364,202
Myanmar,1975,,,138049,209
Myanmar,1976,,,162341,210
Myanmar,1977,,,170974,208
Myanmar,1978,,,170000,212
Myanmar,1979,,,190000,212
Myanmar,1980,,,202000,179
Myanmar,1981,,,199000,210
Myanmar,1982,,,210000,210
Myanmar,1983,,,234000,179
Myanmar,1984,,,245000,181
Myanmar,1985,,,228253,186
Myanmar,1986,,,252560,186
Myanmar,1987,,,291600,186
Myanmar,1988,,,286000,186
Myanmar,1989,,,332590,200
Myanmar,1990,25,,858000,230
Myanmar,1991,25,,971000,286
Myanmar,1992,15,,356150,286
Myanmar,1993,25,,2675000,322
Myanmar,1994,25,,1822000,322
Myanmar,1995,25,,1880000,322
Myanmar,1996,25,,2012000,322
Myanmar,1997,25,,2167000,322
Myanmar,1998,25,,2142000,322
Myanmar,1999,25,,1995000,345
Myanmar,2000,25,,1020000,344
Myanmar,2001,25,,1088000,344
Myanmar,2002,25,,5632000,444
Myanmar,2003,25,,6260000,488
Myanmar,2004,25,,5889000,485
Myanmar,2005,25,,6944000,482
Myanmar,2006,25,,7266000,376
Myanmar,2007,25,,7009000,375
Namibia,1990,,,47440,10
Namibia,1991,,,50000,8
Namibia,1992,,,65320,8
Namibia,1993,,,57000,8
Namibia,1994,,,57000,8
Namibia,1995,,,65000,8
Namibia,1996,,,74000,8
Namibia,1997,,,89000,8
Namibia,1998,,,94000,3
Namibia,1999,,,120000,3
Namibia,2000,,,109000,9
Namibia,2001,,,91000,9
Namibia,2002,,,80000,9
Namibia,2003,,,131000,9
Namibia,2004,,,169000,9
Namibia,2005,,,166000,9
Namibia,2006,,,197000,9
Namibia,2007,,,239000,9
Nepal,1920,,,,30
Nepal,1921,,,,30
Nepal,1922,,,,30
Nepal,1923,,,,25
Nepal,1924,,,,20
Nepal,1925,,,,20
Nepal,1926,,,,20
Nepal,1927,,,,20
Nepal,1928,,,,20
Nepal,1929,,,,20
Nepal,1930,,,,20
Nepal,1931,,,,20
Nepal,1932,,,,20
Nepal,1933,,,,20
Nepal,1934,,,,20
Nepal,1935,,,,20
Nepal,1936,,,,20
Nepal,1937,,,,20
Nepal,1938,,,,20
Nepal,1939,,,,20
Nepal,1940,,,,20
Nepal,1941,,,,20
Nepal,1942,,,,20
Nepal,1943,,,,20
Nepal,1944,,,,20
Nepal,1945,,,,20
Nepal,1946,,,,20
Nepal,1947,,,,20
Nepal,1948,,,,20
Nepal,1949,,,,20
Nepal,1950,,,1839,20
Nepal,1951,,,2331,20
Nepal,1952,,,2298,20
Nepal,1953,,,,20
Nepal,1954,,,2900,20
Nepal,1955,,,1673,20
Nepal,1956,,,2208,20
Nepal,1957,,,2545,20
Nepal,1958,,,1999,20
Nepal,1959,,,2204,20
Nepal,1960,,,2809,20
Nepal,1961,,,2546,20
Nepal,1962,,,2940,20
Nepal,1963,,,4607,20
Nepal,1964,,,4948,20
Nepal,1965,,,5499,22
Nepal,1966,,,6812,22
Nepal,1967,,,8023,22
Nepal,1968,,,6825,22
Nepal,1969,,,10210,29
Nepal,1970,,,11793,29
Nepal,1971,,,6094,29
Nepal,1972,,,6864,32
Nepal,1973,,,7133,32
Nepal,1974,,,8447,32
Nepal,1975,,,10542,32
Nepal,1976,,,11840,32
Nepal,1977,,,13200,37
Nepal,1978,,,13000,32
Nepal,1979,,,16000,25
Nepal,1980,,,22000,21
Nepal,1981,,,22000,24
Nepal,1982,,,36000,24
Nepal,1983,,,34000,25
Nepal,1984,,,30000,25
Nepal,1985,,,33810,25
Nepal,1986,,,32760,25
Nepal,1987,,,37040,30
Nepal,1988,,,37370,35
Nepal,1989,,,39000,35
Nepal,1990,,,36700,35
Nepal,1991,,,29900,35
Nepal,1992,,,35000,35
Nepal,1993,,,37000,35
Nepal,1994,,,43000,35
Nepal,1995,,,37000,40
Nepal,1996,,,39000,35
Nepal,1997,,,42000,35
Nepal,1998,,,39000,35
Nepal,1999,,,42000,35
Nepal,2000,,,106000,50
Nepal,2001,,,142000,46
Nepal,2002,,,95000,51
Nepal,2003,,,110000,63
Nepal,2004,,,116000,66
Nepal,2005,,,154000,69
Nepal,2006,,,156000,69
Nepal,2007,,,167000,69
Netherlands,1816,50,2375,,26
Netherlands,1817,50,2450,,27
Netherlands,1818,50,2298,,27
Netherlands,1819,50,2004,,27
Netherlands,1820,60,1941,,27
Netherlands,1821,60,1732,,27
Netherlands,1822,60,1702,,27
Netherlands,1823,70,1678,,28
Netherlands,1824,70,1613,,28
Netherlands,1825,70,1547,,28
Netherlands,1826,80,1501,,28
Netherlands,1827,80,1439,,29
Netherlands,1828,80,1346,,29
Netherlands,1829,80,1292,,29
Netherlands,1830,90,2563,,30
Netherlands,1831,,3431,,80
Netherlands,1832,,3763,,38
Netherlands,1833,,3012,,38
Netherlands,1834,,2542,,32
Netherlands,1835,,1856,,32
