Entity,Year,IIASA rates of no education projections (IIASA (2015)),Total number of people aged 15+ with no education (millions) (IIASA (2015)),"No education, 1970-2050 (IIASA (2015))","Primary education, 1970-2050 (IIASA (2015))","Secondary education, 1970-2050 (IIASA (2015))","Tertiary education, 1970-2050 (IIASA (2015))","Aged 0-14, 1970-2050 (IIASA (2015))","Tertiary education for those aged 15+ (proportion), 1970-2050 (IIASA (2015))"
Mongolia,2045,,,78945.23013,102945.7297,1668458.846,928341.6074,762890,33.40930925
Mongolia,2050,,,72686.12459,92296.60049,1644321.665,993057.428,768210,35.43644584
Montenegro,1970,0.197625262,,,,,,,
Montenegro,1975,0.155166929,,,,,,,
Montenegro,1980,0.120121838,,,,,,,
Montenegro,1985,0.092735293,,,,,,,
Montenegro,1990,0.076810711,,,,,,,
Montenegro,1995,0.057792417,,,,,,,
Montenegro,2000,0.054445344,,,,,,,
Montenegro,2005,0.050891717,,,,,,,
Montenegro,2010,0.047132439,,,,,,,
Montenegro,2015,0.043771871,,,,,,,
Montenegro,2020,0.04074939,,,,,,,
Montenegro,2025,0.038016167,,,,,,,
Montenegro,2030,0.035416517,,,,,,,
Montenegro,2035,0.032991735,,,,,,,
Montenegro,2040,0.030707962,,,,,,,
Montenegro,2045,0.028410938,,,,,,,
Montenegro,2050,0.025937452,,,,,,,
Morocco,1970,0.8213315,,6593402.881,868780.5384,528652.1511,36864.42951,7282300,0.459215336
Morocco,1975,0.761140745,,6957739.781,1292020.993,821659.2409,69779.9852,8163800,0.763356947
Morocco,1980,0.71176915,,8011040.082,1760721.649,1327420.406,155927.8629,8311830,1.38539617
Morocco,1985,0.644764814,,8398493.698,2203168.489,2146018.726,277989.0864,9264660,2.134163436
Morocco,1990,0.581462281,,8684214.763,2845152.913,2961803.354,443958.9701,9843420,2.972581893
Morocco,1995,0.52495004,,8861345.664,3560746.441,3815604.496,642663.3996,10039760,3.807166432
Morocco,2000,0.461147219,,8821013.076,4230521.493,5030400.973,1046474.455,9662720,5.47078641
Morocco,2005,0.407652172,,8667290.573,5086240.903,6122693.427,1385260.199,9207940,6.515350139
Morocco,2010,0.360485377,,8400516.474,5743916.542,7382761.305,1776154.493,8949220,7.621885195
Morocco,2015,0.319665635,,8032081.411,6266424.059,8613932.858,2214070.496,8864700,8.811691714
Morocco,2020,0.283360986,,7594913.831,6676532.119,9854191.375,2677325.034,8881260,9.988914649
Morocco,2025,0.24909897,,7120091.652,7026162.668,11271415.8,3165714.451,8719960,11.07536598
Morocco,2030,0.217268519,,6593699.711,7285647.924,12757926.67,3710885.41,8387950,12.22771148
Morocco,2035,0.188271038,,6007329.434,7421707.828,14172625.42,4306216.008,7935580,13.49577654
Morocco,2040,0.161973332,,5366771.984,7422082.531,15405477.6,4939344.364,7509840,14.90732357
Morocco,2045,0.138125993,,4698897.235,7295795.397,16441435.16,5582793.167,7189720,16.41084729
Morocco,2050,0.116611698,,4041043.704,7061873.165,17327957.59,6222970.642,6936700,17.95751849
Mozambique,1970,0.667080216,,3562361.783,1703599.98,72222.95088,2045.28579,4108210,0.038299582
Mozambique,1975,0.603331711,,3596876.63,2222302.069,138341.7201,4169.58057,4652440,0.069939574
Mozambique,1980,0.541376949,,3688639.362,2853865.406,262223.219,8712.013006,5324120,0.127865117
Mozambique,1985,0.496541699,,3657153.746,3361852.801,333023.26,13220.19266,5958380,0.179494147
Mozambique,1990,0.467141288,,3380024.146,3477185.269,362875.6517,15464.93412,6312640,0.213735433
Mozambique,1995,0.414118713,,3693259.765,4581940.752,616619.9675,26539.51543,7038320,0.297582912
Mozambique,2000,0.360216834,,3693169.92,5449516.087,1065587.083,44356.90336,7981770,0.432639268
Mozambique,2005,0.310577238,,3556624.353,6353550.583,1477225.768,64257.4406,9212510,0.561119095
Mozambique,2010,0.262719708,,3312642.245,7210410.511,1997510.359,88472.83715,10312860,0.701662185
Mozambique,2015,0.218669414,,3067767.669,8115860.167,2722967.611,122653.5909,11071710,0.874270537
Mozambique,2020,0.179611056,,2845452.199,9126541.708,3699025.704,171280.1597,11424980,1.081157169
Mozambique,2025,0.147695122,,2614091.692,9992127.507,4853482.999,239539.6417,11708800,1.35338928
Mozambique,2030,0.1216552,,2377662.09,10681158.35,6157570.031,327879.6688,11984000,1.677625547
Mozambique,2035,0.100046489,,2142351.861,11295710.55,7537947.318,437553.8517,12172070,2.043349068
Mozambique,2040,0.081993328,,1913088.107,11761828.55,9086068.867,571255.5884,12236700,2.448352842
Mozambique,2045,0.066879153,,1691909.912,12085122.46,10787539.82,733444.2959,12144210,2.89921661
Mozambique,2050,0.054259198,,1479259.392,12264177.02,12590440.81,928954.725,11916540,3.407403628
Myanmar,1970,0.332021085,,5115721.112,7623379.07,2571442.291,97277.52676,10941260,0.631351656
Myanmar,1975,0.305924389,,5372160.762,8693538.391,3332301.642,162419.2055,12243360,0.924916406
Myanmar,1980,0.281421775,,5628764.767,9811725.694,4283222.04,277457.4984,13239290,1.38720634
Myanmar,1985,0.255423421,,5810972.225,11021636.75,5464328.099,453412.9261,13905290,1.99299319
Myanmar,1990,0.230697212,,5962637.044,12257007.24,6964331.222,662184.4911,14106850,2.562022719
Myanmar,1995,0.206991755,,5973782.044,13425352.82,8513348.241,947516.8938,14052230,3.28314932
Myanmar,2000,0.185657814,,5943303.933,14557543.63,10023969.19,1487323.256,13778030,4.646122552
Myanmar,2005,0.166016614,,5792970.864,15286077.28,11877528.62,1937345.72,12945230,5.552100717
Myanmar,2010,0.148156655,,5564623.122,15782624.75,13760289.73,2451511.789,12297370,6.52708689
Myanmar,2015,0.132060615,,5278297.67,16067595.55,15614178.11,3008678.405,11567850,7.527576982
Myanmar,2020,0.117608852,,4943605.83,16126341.06,17371991.11,3592362.622,11088030,8.546264761
Myanmar,2025,0.104206328,,4578404.379,16012928.03,19150496.47,4194124.516,10586840,9.545996369
Myanmar,2030,0.091916407,,4185721.441,15700569.59,20814823.39,4837234.937,10171040,10.62233262
Myanmar,2035,0.08047264,,3768926.473,15193182.15,22359151.63,5513620.266,9700450,11.77246574
Myanmar,2040,0.069721883,,3334003.964,14502494.72,23761850.55,6220266.641,9187200,13.0080441
Myanmar,2045,0.059649845,,2888597.797,13639377.56,24940555.02,6957375.859,8645840,14.36705351
Myanmar,2050,0.050248532,,2446478.875,12637227.91,25892543.58,7711318.851,8145870,15.83837307
Namibia,1970,3.57E-7,,0.157732,401338.8734,34016.2965,6794.672391,336550,1.536734681
Namibia,1975,1.7E-7,,0.0854,448313.5446,43290.82531,9705.544691,401140,1.936036523
Namibia,1980,6.5E-8,,0.0348,471499.9238,51884.63354,12215.40781,472100,2.280696006
Namibia,1985,2.13E-8,,0.0128,519377.8658,66380.02206,15542.09939,540650,2.584749608
Namibia,1990,4.18E-9,,0.00329,662061.2649,101552.6767,22586.05511,617730,2.872812911
Namibia,1995,3.24E-10,,0.0003,757852.5083,140030.2686,27847.22285,693630,3.00813659
Namibia,2000,2.39E-11,,2.59E-5,874884.2432,175320.8944,33704.23305,764370,3.109506566
Namibia,2005,,,0,978377.1658,211339.2405,40366.09313,809220,3.281576085
Namibia,2010,,,0,1080181.809,266657.399,49024.4512,831650,3.512123184
Namibia,2015,,,0,1110677.322,356753.8821,60942.7049,836430,3.987421177
Namibia,2020,,,0,1109830.876,449731.468,76563.10332,833650,4.679537466
Namibia,2025,,,0,1098212.318,553064.499,93730.46233,827220,5.371350792
Namibia,2030,,,0,1071226.644,679694.9822,111979.3528,825190,6.011020126
Namibia,2035,,,0,1063524.376,789016.4961,132603.5821,818140,6.679795108
Namibia,2040,,,0,1043675.13,899027.606,157329.633,800470,7.491771809
Namibia,2045,,,0,1012085.478,1001968.333,186399.2738,777260,8.47094969
Namibia,2050,,,0,971569.1974,1097689.968,219098.8084,752840,9.574498875
Nepal,1970,0.872052303,,6202698.742,586619.758,302377.1082,21064.39186,4941570,0.296149341
Nepal,1975,0.833337034,,6600429.311,820178.5023,455910.4255,43961.76125,5611830,0.555039104
Nepal,1980,0.789346006,,6988340.672,1078140.252,703770.839,83078.23779,6359580,0.938384063
Nepal,1985,0.740838772,,7332548.051,1440939.281,989731.9461,134410.7216,7183860,1.358009156
Nepal,1990,0.685160559,,7614429.1,1767388.124,1529821.418,201711.357,8076450,1.815036483
Nepal,1995,0.622719467,,7848052.493,2137281.352,2318790.46,298745.6952,9065090,2.370457643
Nepal,2000,0.548607956,,7914377.467,2602411.164,3362626.26,546875.1083,10018450,3.790822923
Nepal,2005,0.47996131,,7937568.746,3306169.797,4512637.388,781558.6451,10715670,4.725854015
Nepal,2010,0.416592108,,7928079.213,4012876.594,6010183.357,1079656.313,10841770,5.67320643
Nepal,2015,0.361621746,,7827909.363,4669388.337,7688820.316,1460559.643,10879090,6.747269332
Nepal,2020,0.314864925,,7616001.296,5228627.617,9436053.849,1907471.273,11003810,7.885972902
Nepal,2025,0.272969766,,7321655.411,5726612.276,11374048.75,2399904.652,11361470,8.94744937
Nepal,2030,0.235195337,,6952370.381,6157262.081,13486455.11,2963896.384,11391760,10.02671852
Nepal,2035,0.201374803,,6511217.196,6526264.617,15683049.48,3613291.483,11194560,11.17495914
Nepal,2040,0.171411455,,6001909.335,6793833.507,17871615.3,4347275.77,10939650,12.41559681
Nepal,2045,0.145213575,,5452117.251,6952051.145,19992450.72,5148887.501,10745060,13.71372493
Nepal,2050,0.122174596,,4876430.961,7000926.069,22028971.43,6007296.143,10525050,15.0507407
Netherlands,1970,1.03E-6,,9.779772,3694734.882,5021871.439,763923.8989,3548810,8.057809987
Netherlands,1975,6.08E-7,,6.208105,3547454.034,5667763.183,987906.5748,3483350,9.682387412
Netherlands,1980,3.22E-7,,3.539277,3396161.173,6356354.329,1238150.958,3184020,11.26547297
Netherlands,1985,1.54E-7,,1.795973,3183800.685,6995483.14,1493134.379,2850040,12.7919864
Netherlands,1990,5.79E-8,,0.707294,2923704.186,7535192.423,1766062.684,2714910,14.44636779
Netherlands,1995,8.65E-9,,0.109112,2653158.343,7898703.834,2063937.715,2838410,16.35994321
Netherlands,2000,1.38E-9,,0.0179,2416047.357,8202220.614,2346989.736,2945550,18.10214487
Netherlands,2005,,,0,2239177.212,8522015.64,2564077.63,3008530,19.24221826
Netherlands,2010,,,0,2042169.523,8776271.786,2791131.686,2940600,20.50859117
Netherlands,2015,,,0,1786815.242,9044970.338,3041538.437,2820440,21.92364594
Netherlands,2020,,,0,1561255.19,9268754.855,3310000.079,2682440,23.40875325
Netherlands,2025,,,0,1354581.96,9374106.281,3593409.152,2643930,25.0899645
Netherlands,2030,,,0,1171297.627,9348581.663,3878548.807,2695800,26.93730719
Netherlands,2035,,,0,1060066.267,9220543.374,4136670.827,2748210,28.69244887
Netherlands,2040,,,0,958497.9148,9061863.052,4382506.84,2754470,30.42801544
Netherlands,2045,,,0,866416.9781,8870376.388,4637664.164,2707490,32.2632291
Netherlands,2050,,,0,783298.8247,8631727.56,4913339.946,2639690,34.29099894
New Caledonia,1970,,,,,,,40630,
New Caledonia,1975,,,,,,,48740,
New Caledonia,1980,,,,,,,52550,
New Caledonia,1985,,,,,,,55070,
New Caledonia,1990,,,,,,,54780,
New Caledonia,1995,,,,,,,57910,
New Caledonia,2000,,,,,,,61230,
New Caledonia,2005,,,,,,,62470,
New Caledonia,2010,,,,,,,63240,
New Caledonia,2015,,,,,,,63580,
New Caledonia,2020,,,,,,,65430,
New Caledonia,2025,,,,,,,66850,
New Caledonia,2030,,,,,,,67570,
New Caledonia,2035,,,,,,,67600,
New Caledonia,2040,,,,,,,67590,
New Caledonia,2045,,,,,,,68020,
New Caledonia,2050,,,,,,,68700,
New Zealand,1970,4.74E-7,,0.911118,854846.5972,873002.9904,196299.5013,895450,10.20188142
New Zealand,1975,2.16E-7,,0.465697,782454.918,1112413.57,263471.0466,924780,12.20711503
New Zealand,1980,1.01E-7,,0.229749,692717.9172,1263604.203,324757.6502,855940,14.23701274
New Zealand,1985,3.82E-8,,0.0938,601007.7008,1455580.396,399511.8096,805510,16.26610519
New Zealand,1990,1.0E-8,,0.0262,510358.9636,1633100.984,469790.0268,790100,17.97723244
New Zealand,1995,1.17E-9,,0.0033,428559.5461,1832789.808,564570.6423,846150,19.97829529
New Zealand,2000,,,0,344283.2316,1949920.974,684476.7226,876880,22.97918908
New Zealand,2005,,,0,275673.5885,2178292.693,763578.0553,890610,23.73170267
New Zealand,2010,,,0,209531.9182,2359961.018,849827.1868,894990,24.85368893
New Zealand,2015,,,0,152326.8354,2497601.064,942577.1911,914040,26.23732374
New Zealand,2020,,,0,106491.5293,2613093.892,1034968.778,949970,27.56569017
New Zealand,2025,,,0,72151.6654,2702988.944,1128024.313,964630,28.90024724
New Zealand,2030,,,0,47599.10708,2768647.161,1221444.383,979550,30.251064
New Zealand,2035,,,0,30469.00061,2813934.299,1315710.302,983930,31.62678783
New Zealand,2040,,,0,18711.07027,2836549.339,1413194.436,985700,33.10786895
New Zealand,2045,,,0,10753.07595,2832399.584,1515317.803,994010,34.76719221
New Zealand,2050,,,0,5558.477224,2803459.329,1621507.519,1006610,36.59853855
Nicaragua,1970,2.65E-7,,0.329735,913103.6422,288138.1165,44547.91149,1151340,3.575876471
Nicaragua,1975,1.32E-7,,0.194471,1032334.287,379197.609,61917.90905,1313670,4.202240256
Nicaragua,1980,5.68E-8,,0.0972,1141112.474,482207.1637,87620.26491,1521720,5.12117695
Nicaragua,1985,2.45E-8,,0.0479,1221466.481,617622.4005,120091.0705,1735060,6.129659883
Nicaragua,1990,7.04E-9,,0.0158,1327521.045,751133.8567,158985.0831,1889960,7.105034014
Nicaragua,1995,5.37E-10,,0.0014,1475603.764,916937.4663,221508.7683,2035630,8.473777024
Nicaragua,2000,6.06E-11,,0.000183,1603885.663,1088675.122,322678.0544,2072840,10.70157528
Nicaragua,2005,,,0,1677095.067,1310042.772,406061.3369,2046400,11.96691723
Nicaragua,2010,,,0,1746253.177,1566349.891,503606.2857,1994790,13.19650572
Nicaragua,2015,,,0,1782526.741,1855753.45,630822.0384,1967190,14.77645661
Nicaragua,2020,,,0,1785647.051,2128649.801,767902.279,1936350,16.40046178
Nicaragua,2025,,,0,1770298.061,2415128.674,910145.0195,1865740,17.86148961
Nicaragua,2030,,,0,1730427.346,2696646.017,1065596.195,1790720,19.40033319
Nicaragua,2035,,,0,1689177.107,2929670.746,1233062.206,1715230,21.07110659
Nicaragua,2040,,,0,1625068.779,3122358.574,1407328.69,1633980,22.86571036
Nicaragua,2045,,,0,1540286.937,3273303.101,1581611.615,1547440,24.73122351
Nicaragua,2050,,,0,1437330.237,3381668.825,1751939.502,1458930,26.66193702
Niger,1970,0.976062653,,2101853.318,39421.45828,9192.868905,2932.355072,2085350,0.136173264
Niger,1975,0.959988685,,2437958.466,79072.34783,17365.38326,5173.803177,2437760,0.203727528
Niger,1980,0.944323081,,2824375.904,127170.7371,30352.84103,9000.517989,2816030,0.300930088
Niger,1985,0.915932605,,3168797.077,224517.9967,54322.83723,12002.08923,3249570,0.346917287
Niger,1990,0.886813256,,3585838.268,311749.7721,125494.2732,20427.68661,3762450,0.505196886
Niger,1995,0.849866806,,4117417.702,455472.1556,241603.2101,30286.93202,4433900,0.625145662
Niger,2000,0.819881157,,4771568.953,630772.7555,372956.1171,44532.17379,5295240,0.765179976
Niger,2005,0.779181896,,5378653.248,873680.5546,581125.4012,69490.25577,6352690,1.006674845
Niger,2010,0.735921201,,6054363.987,1200177.214,866594.0178,105783.611,7596090,1.285822958
Niger,2015,0.689806947,,6813130.026,1615404.203,1290992.172,157338.505,8943980,1.593000476
Niger,2020,0.641444883,,7620147.684,2144756.086,1882264.65,232492.4596,10381050,1.957063101
Niger,2025,0.591752979,,8434410.946,2794580.588,2685440.746,338830.8961,11878830,2.377216304
Niger,2030,0.541630296,,9231135.511,3562840.153,3762689.255,486575.7804,13437980,2.854948709
Niger,2035,0.492111843,,9999149.819,4525327.261,5107958.368,686420.8377,15113270,3.378245449
Niger,2040,0.444227722,,10719060.86,5601220.311,6857571.539,951800.4384,16850560,3.944525984
Niger,2045,0.398929425,,11361201.89,6739105.057,9078179,1300741.642,18555780,4.567334692
Niger,2050,0.357009092,,11891457.19,7885989.328,11776701.33,1754407.791,20045510,5.2671386
Nigeria,1970,0.745071128,,22304635.57,4839608.198,2420387.924,371618.3082,24515600,1.241365596
Nigeria,1975,0.693881717,,23530576.77,6106173.727,3590447.848,684311.6529,28333970,2.0179333
Nigeria,1980,0.630835414,,24804126.77,7604006.516,5803677.436,1107679.28,33284870,2.817125248
Nigeria,1985,0.574111533,,25458453.48,8979641.826,8200583.896,1705410.795,38612250,3.84585814
Nigeria,1990,0.515822238,,26239691.55,10605118.77,11626163.19,2398666.497,43717070,4.71532037
Nigeria,1995,0.454427302,,26670542.84,12451402.66,16222112.86,3346391.641,48341200,5.701765178
Nigeria,2000,0.397729768,,27125838.35,14273381.85,21709879.22,5092580.592,53351130,7.46694303
Nigeria,2005,0.346510355,,27264430.73,15613825.52,29043660.47,6760957.7,59878990,8.5926674
Nigeria,2010,0.29921087,,27001777.39,16772210.16,37710350.23,8758965.919,67828040,9.705945549
Nigeria,2015,0.256942542,,26480952.15,17848553.81,47455421.08,11276839.06,75784200,10.94182594
Nigeria,2020,0.219472075,,25752961.75,18772597.65,58460488.82,14354446.07,83531660,12.2331563
Nigeria,2025,0.186890055,,24786399.7,19441756.98,70316191.65,18081219.81,91136200,13.63328359
Nigeria,2030,0.158853176,,23591975.82,19816236.39,82622400.47,22483735.22,99001020,15.13909972
Nigeria,2035,0.134928182,,22184041.94,20232888.87,94439870.22,27556901.19,106953710,16.7607084
Nigeria,2040,0.114535542,,20610401.01,20363590.65,105734687.5,33238964.71,114465790,18.47146425
Nigeria,2045,0.09702998,,18931473.89,20233992.29,116475764.1,39468300.79,121190180,20.22879178
Nigeria,2050,0.081886288,,17186856.86,19865752.14,126587856,46246406.85,126951410,22.03396832
North America,1970,,17.69630628,,,,,,
North America,1975,,17.30473821,,,,,,
North America,1980,,16.78238485,,,,,,
North America,1985,,15.98106111,,,,,,
North America,1990,,15.20645521,,,,,,
North America,1995,,14.39953041,,,,,,
North America,2000,,13.61481418,,,,,,
North America,2005,,12.70823788,,,,,,
North America,2010,,11.81397565,,,,,,
North America,2015,,10.8849186,,,,,,
North America,2020,,9.918958761,,,,,,
North America,2025,,8.934339725,,,,,,
North America,2030,,7.953497371,,,,,,
North America,2035,,6.993239479,,,,,,
North America,2040,,6.067789738,,,,,,
North America,2045,,5.191487093,,,,,,
North America,2050,,4.377054269,,,,,,
Norway,1970,0.004729364,,13849.4704,2421.255246,2659771.142,252358.1325,948990,8.617611409
Norway,1975,0.004368259,,13339.91896,3132.052732,2717916.597,319441.4317,953480,10.4603541
Norway,1980,0.004024581,,12797.92752,4045.936408,2768585.677,394510.459,905690,12.40622336
Norway,1985,0.003653413,,12136.1262,4921.416325,2825514.157,479288.3009,830740,14.42831127
Norway,1990,0.003285507,,11296.1643,5574.405956,2836170.971,585138.459,803320,17.01884308
Norway,1995,0.002940753,,10321.9256,5969.2806,2803931.49,689737.3042,849260,19.65085939
Norway,2000,0.002599147,,9335.876446,5963.949612,2785756.662,790843.2878,898570,22.01740965
Norway,2005,0.002263221,,8440.755303,5881.183659,2827066.087,888143.4258,908040,23.8138071
Norway,2010,0.001934934,,7539.937799,5650.871838,2891978.674,991572.1783,914280,25.44618721
Norway,2015,0.001632866,,6627.567644,5358.261254,2938948.877,1107921.996,910000,27.29640579
Norway,2020,0.001354773,,5689.249808,4991.420435,2957377.027,1231353.604,940890,29.32205292
Norway,2025,0.001089671,,4724.83909,4547.820541,2976118.588,1350633.53,981210,31.14911929
Norway,2030,0.000843789,,3760.045948,4035.843441,2983963.466,1464387.135,1043030,32.86218571
Norway,2035,0.000621307,,2837.208396,3466.614511,2984526.445,1575688.069,1086940,34.50523906
Norway,2040,0.00043125,,2014.229077,2857.591292,2980838.42,1684962.678,1107250,36.07537303
Norway,2045,0.000281787,,1343.118667,2236.875352,2965403.127,1797455.223,1116890,37.71065716
Norway,2050,0.000173747,,842.564304,1642.769846,2932926.049,1913961.068,1135090,39.46822167
Oceania,1970,,0.435840983,,,,,,
Oceania,1975,,0.336031644,,,,,,
Oceania,1980,,0.270634273,,,,,,
Oceania,1985,,0.207403376,,,,,,
Oceania,1990,,0.165193059,,,,,,
Oceania,1995,,0.126186946,,,,,,
Oceania,2000,,0.093674075,,,,,,
Oceania,2005,,0.068402609,,,,,,
Oceania,2010,,0.048684609,,,,,,
Oceania,2015,,0.033919627,,,,,,
Oceania,2020,,0.023252935,,,,,,
Oceania,2025,,0.0157185,,,,,,
Oceania,2030,,0.010415458,,,,,,
Oceania,2035,,0.006656269,,,,,,
Oceania,2040,,0.003993181,,,,,,
Oceania,2045,,0.002163096,,,,,,
Oceania,2050,,0.001008062,,,,,,
Pakistan,1970,0.771354558,,26413663.81,3825122.355,3569013.458,435420.3733,25323520,1.271552072
Pakistan,1975,0.737865045,,28955115.62,4791260.523,4868042.561,627331.2981,29604890,1.598632319
Pakistan,1980,0.700135505,,31761787.22,5823522.587,6890029.635,889860.5585,34922280,1.961548849
