Entity,Year,age-standardized_death_rate_per_100k_both_sexes,age-standardized_death_rate_per_100k_female,age-standardized_death_rate_per_100k_male
Tajikistan,1997,4.97,2.63,7.54
Tajikistan,1998,5.45,3.12,8.11
Tajikistan,1999,5.12,2.67,7.77
Tajikistan,2000,3.73,2.36,5.22
Tajikistan,2001,3.8,2.58,5.13
Tajikistan,2002,4.69,2.86,6.6
Tajikistan,2003,5.53,3.45,7.8
Tajikistan,2004,5.6,3.34,7.9
Tajikistan,2005,5.07,3.49,6.78
Tajikistan,2016,4.73,3.37,6.19
Tajikistan,2017,4.18,2.89,5.51
Thailand,1969,1.79,1.13,2.48
Thailand,1970,1.85,0.96,2.83
Thailand,1971,1.95,1.12,2.9
Thailand,1972,1.74,1.04,2.57
Thailand,1973,2.62,1.45,3.97
Thailand,1974,2.97,1.84,4.24
Thailand,1975,3.56,2.21,5.06
Thailand,1976,2.45,1.55,3.5
Thailand,1977,2.88,1.71,4.23
Thailand,1978,3.0,1.52,4.69
Thailand,1979,3.69,1.98,5.65
Thailand,1980,4.21,2.17,6.6
Thailand,1981,3.91,1.94,6.2
Thailand,1982,4.49,2.25,7.04
Thailand,1983,4.18,2.14,6.52
Thailand,1984,3.7,2.09,5.5
Thailand,1985,3.27,1.75,5.01
Thailand,1986,3.34,2.01,4.88
Thailand,1987,3.82,2.08,5.87
Thailand,1990,4.47,2.41,6.89
Thailand,1991,4.8,2.55,7.43
Thailand,1992,4.73,2.53,7.28
Thailand,1994,5.99,3.19,9.34
Thailand,1995,5.93,3.21,9.03
Thailand,1996,5.78,3.01,8.93
Thailand,1997,5.64,3.1,8.52
Thailand,1998,6.44,3.57,9.66
Thailand,1999,7.67,4.43,11.37
Thailand,2000,9.66,5.69,14.21
Thailand,2002,12.07,7.03,18.03
Thailand,2003,12.6,7.31,18.82
Thailand,2004,12.13,7.21,17.89
Thailand,2005,12.31,7.11,18.41
Thailand,2006,11.9,7.26,17.35
Thailand,2007,13.56,7.95,20.4
Thailand,2008,13.61,8.02,20.47
Thailand,2009,13.84,7.96,21.1
Thailand,2010,13.99,8.57,20.67
Thailand,2011,14.77,9.01,21.94
Thailand,2012,14.93,9.07,22.21
Thailand,2013,15.68,9.55,23.29
Thailand,2014,15.56,9.72,22.81
Thailand,2015,16.19,10.23,23.53
Thailand,2016,15.99,10.2,23.12
Thailand,2017,15.83,9.9,23.14
Thailand,2018,15.65,10.42,22.1
Thailand,2019,15.7,10.26,22.45
Trinidad and Tobago,1951,2.55,2.8,2.17
Trinidad and Tobago,1952,3.06,2.45,3.64
Trinidad and Tobago,1953,1.61,1.07,2.55
Trinidad and Tobago,1954,4.03,3.35,4.92
Trinidad and Tobago,1955,3.84,1.79,5.95
Trinidad and Tobago,1956,4.1,2.02,6.33
Trinidad and Tobago,1957,4.12,2.02,6.49
Trinidad and Tobago,1958,5.68,2.26,8.84
Trinidad and Tobago,1960,6.93,4.4,10.0
Trinidad and Tobago,1961,4.39,2.63,6.59
Trinidad and Tobago,1962,9.14,4.34,14.65
Trinidad and Tobago,1963,7.21,4.68,10.25
Trinidad and Tobago,1966,8.68,5.13,13.28
Trinidad and Tobago,1967,7.78,3.72,12.61
Trinidad and Tobago,1968,5.59,4.43,6.95
Trinidad and Tobago,1970,9.33,4.29,14.75
Trinidad and Tobago,1971,10.0,3.29,17.48
Trinidad and Tobago,1972,7.52,2.75,12.82
Trinidad and Tobago,1973,9.05,7.05,10.95
Trinidad and Tobago,1974,10.69,5.37,16.8
Trinidad and Tobago,1975,11.71,6.1,17.83
Trinidad and Tobago,1976,7.12,2.78,11.76
Trinidad and Tobago,1977,8.13,4.0,12.63
Trinidad and Tobago,1978,8.94,5.71,12.28
Trinidad and Tobago,1979,7.61,2.72,13.07
Trinidad and Tobago,1980,10.2,6.59,15.29
Trinidad and Tobago,1981,6.87,3.5,10.71
Trinidad and Tobago,1982,10.44,4.06,17.69
Trinidad and Tobago,1983,10.24,3.62,18.09
Trinidad and Tobago,1984,10.6,4.54,17.63
Trinidad and Tobago,1985,9.78,3.96,16.41
Trinidad and Tobago,1986,12.27,5.85,19.75
Trinidad and Tobago,1987,12.83,4.46,22.41
Trinidad and Tobago,1988,13.21,4.29,23.43
Trinidad and Tobago,1989,10.43,4.06,18.03
Trinidad and Tobago,1990,8.63,3.03,15.64
Trinidad and Tobago,1991,10.48,5.99,16.13
Trinidad and Tobago,1992,11.38,5.2,17.21
Trinidad and Tobago,1993,9.71,5.13,14.23
Trinidad and Tobago,1994,8.46,4.06,12.88
Trinidad and Tobago,1995,9.69,5.34,14.86
Trinidad and Tobago,1996,10.71,3.8,19.25
Trinidad and Tobago,1997,9.85,5.2,15.78
Trinidad and Tobago,1998,10.78,4.94,17.98
Trinidad and Tobago,1999,10.55,4.59,17.48
Trinidad and Tobago,2000,9.22,3.46,15.98
Trinidad and Tobago,2001,10.24,4.37,17.37
Trinidad and Tobago,2002,9.36,4.34,15.48
Trinidad and Tobago,2003,10.71,4.5,18.46
Trinidad and Tobago,2004,9.26,2.72,17.46
Trinidad and Tobago,2005,9.59,3.56,17.08
Trinidad and Tobago,2006,9.17,3.05,16.85
Trinidad and Tobago,2007,9.44,4.57,15.48
Trinidad and Tobago,2008,9.6,4.51,15.51
Trinidad and Tobago,2009,9.05,3.72,15.45
Trinidad and Tobago,2010,10.75,4.83,17.85
Trinidad and Tobago,2011,9.0,5.17,13.51
Trinidad and Tobago,2012,9.29,3.9,15.75
Turkey,2009,27.3,7.26,50.62
Turkey,2010,27.89,7.15,51.93
Turkey,2011,28.2,7.44,52.45
Turkey,2012,28.67,7.92,52.9
Turkey,2013,30.38,7.91,56.59
Turkey,2014,29.8,8.06,55.17
Turkey,2015,29.13,8.18,53.62
Turkey,2016,29.0,8.24,53.24
Turkey,2019,25.55,7.44,46.74
Turkmenistan,1981,13.86,6.18,24.26
Turkmenistan,1982,13.01,5.72,23.15
Turkmenistan,1985,14.2,5.93,25.64
Turkmenistan,1986,11.28,4.61,20.57
Turkmenistan,1987,13.39,5.31,24.5
Turkmenistan,1988,14.86,6.0,27.39
Turkmenistan,1989,11.19,4.19,20.15
Turkmenistan,1990,12.14,3.75,23.43
Turkmenistan,1991,11.15,3.81,20.4
Turkmenistan,1992,11.28,4.76,20.26
Turkmenistan,1993,12.7,5.55,21.37
Turkmenistan,1994,10.79,4.06,18.49
Turkmenistan,1995,9.69,4.02,16.67
Turkmenistan,1996,10.36,5.08,16.54
Turkmenistan,1997,9.74,3.66,16.87
Turkmenistan,1998,8.04,3.42,13.64
Turkmenistan,1999,7.31,2.53,13.27
Turkmenistan,2000,7.94,3.16,13.98
Turkmenistan,2001,8.49,4.59,13.38
Turkmenistan,2002,8.23,3.16,14.22
Turkmenistan,2003,5.73,2.25,9.75
Turkmenistan,2004,5.75,2.28,9.96
Turkmenistan,2005,6.07,2.6,10.54
Turkmenistan,2006,6.05,2.71,10.11
Turkmenistan,2007,6.4,2.81,10.71
Turkmenistan,2009,6.08,2.79,10.06
Turkmenistan,2010,7.24,3.5,11.92
Turkmenistan,2011,7.47,3.4,12.54
Turkmenistan,2012,5.73,2.65,9.51
Turkmenistan,2013,5.54,2.45,9.52
Turkmenistan,2014,7.43,3.33,12.59
Turkmenistan,2015,6.8,2.97,11.61
Ukraine,1981,23.68,7.15,52.63
Ukraine,1982,24.27,7.15,54.12
Ukraine,1985,26.32,7.15,58.85
Ukraine,1986,27.52,7.5,61.17
Ukraine,1987,28.79,7.67,63.94
Ukraine,1988,30.11,7.95,66.63
Ukraine,1989,30.98,8.07,68.41
Ukraine,1990,31.35,8.15,68.57
Ukraine,1991,31.43,8.18,68.29
Ukraine,1992,31.0,7.6,67.59
Ukraine,1993,30.29,7.45,65.82
Ukraine,1994,29.69,7.18,64.31
Ukraine,1995,28.99,7.15,62.37
Ukraine,1996,27.12,6.57,58.36
Ukraine,1997,26.46,6.55,56.89
Ukraine,1998,26.29,6.46,56.54
Ukraine,1999,25.65,6.47,55.15
Ukraine,2000,25.57,6.32,55.07
Ukraine,2001,24.29,5.89,52.36
Ukraine,2002,23.51,5.56,51.12
Ukraine,2003,22.59,5.36,48.94
Ukraine,2004,22.23,5.58,47.88
Ukraine,2005,21.58,5.28,46.69
Ukraine,2006,21.31,5.23,46.11
Ukraine,2007,20.56,4.96,44.55
Ukraine,2008,19.91,5.04,42.9
Ukraine,2009,19.69,5.12,42.22
Ukraine,2010,19.41,5.02,41.85
Ukraine,2011,19.54,5.04,42.2
Ukraine,2012,20.31,5.44,43.62
Ukraine,2014,18.75,5.16,39.88
Ukraine,2015,17.41,4.74,37.09
Ukraine,2017,16.69,4.84,35.09
Ukraine,2018,16.31,4.79,34.16
Ukraine,2019,16.46,5.05,34.25
United Kingdom,1950,21.97,6.63,40.79
United Kingdom,1951,23.34,6.72,44.14
United Kingdom,1952,24.73,6.98,47.08
United Kingdom,1953,26.26,7.11,50.49
United Kingdom,1954,27.86,7.28,53.96
United Kingdom,1955,28.86,7.42,56.3
United Kingdom,1956,30.24,7.78,59.04
United Kingdom,1957,31.25,7.89,61.34
United Kingdom,1958,32.12,8.22,63.18
United Kingdom,1959,33.7,8.53,66.59
United Kingdom,1960,34.57,8.84,68.39
United Kingdom,1961,35.39,9.35,69.69
United Kingdom,1962,36.44,9.69,71.73
United Kingdom,1963,37.26,10.08,73.4
United Kingdom,1964,38.14,10.66,74.85
United Kingdom,1965,39.11,11.28,76.44
United Kingdom,1966,39.66,11.71,77.63
United Kingdom,1967,40.84,12.35,79.78
United Kingdom,1968,41.4,12.88,80.45
United Kingdom,1969,42.18,13.16,82.37
United Kingdom,1970,42.59,13.75,82.53
United Kingdom,1971,42.59,14.27,81.68
United Kingdom,1972,43.42,14.92,82.9
United Kingdom,1973,43.88,15.31,83.67
United Kingdom,1974,44.73,16.41,84.4
United Kingdom,1975,43.91,16.55,82.58
United Kingdom,1976,44.6,16.98,83.48
United Kingdom,1977,44.59,17.71,82.65
United Kingdom,1978,45.08,18.4,83.09
United Kingdom,1979,45.43,19.08,83.16
United Kingdom,1980,45.08,19.64,81.75
United Kingdom,1981,43.78,19.58,78.37
United Kingdom,1982,43.99,20.74,77.24
United Kingdom,1983,44.43,20.7,78.21
United Kingdom,1984,44.51,22.08,76.61
United Kingdom,1985,44.19,21.97,75.91
United Kingdom,1986,43.14,22.25,72.98
United Kingdom,1987,42.67,22.75,71.01
United Kingdom,1988,42.75,23.52,70.02
United Kingdom,1989,41.72,23.42,67.5
United Kingdom,1990,41.1,23.31,66.12
United Kingdom,1991,40.64,23.41,64.87
United Kingdom,1992,39.71,23.45,62.62
United Kingdom,1993,38.46,23.26,59.76
United Kingdom,1994,37.75,23.36,57.83
United Kingdom,1995,36.8,23.3,55.39
United Kingdom,1996,35.82,23.3,53.02
United Kingdom,1997,34.49,22.66,50.65
United Kingdom,1998,34.4,23.1,49.76
United Kingdom,1999,33.29,22.92,47.39
United Kingdom,2000,32.58,22.78,45.87
United Kingdom,2001,32.02,22.49,44.81
United Kingdom,2002,31.84,22.69,43.88
United Kingdom,2003,30.95,22.66,41.95
United Kingdom,2004,30.48,22.66,40.8
United Kingdom,2005,30.43,23.0,40.14
United Kingdom,2006,30.76,23.89,39.77
United Kingdom,2007,30.46,23.82,39.03
United Kingdom,2008,30.57,24.37,38.58
United Kingdom,2009,29.79,23.7,37.54
United Kingdom,2010,29.28,23.77,36.25
United Kingdom,2011,28.86,23.43,35.69
United Kingdom,2012,28.42,23.75,34.31
United Kingdom,2013,27.96,23.21,33.87
United Kingdom,2014,27.68,23.3,33.13
United Kingdom,2015,26.93,23.04,31.76
United Kingdom,2016,26.52,22.58,31.37
United Kingdom,2017,25.53,21.98,29.82
United Kingdom,2018,25.33,21.89,29.52
United Kingdom,2019,23.94,20.73,27.81
United States,1950,11.82,4.34,19.56
United States,1951,12.36,4.35,20.73
United States,1952,13.22,4.52,22.38
United States,1953,14.08,4.41,24.35
United States,1954,14.51,4.43,25.3
United States,1955,15.35,4.58,26.96
United States,1956,16.35,4.72,28.96
United States,1957,16.88,4.75,30.13
United States,1958,17.4,4.95,31.09
United States,1959,18.09,5.03,32.6
United States,1960,18.89,5.14,34.23
United States,1961,19.75,5.54,35.77
United States,1962,20.65,5.77,37.57
United States,1963,21.43,6.17,38.96
United States,1964,22.19,6.36,40.5
United States,1965,23.13,6.87,42.14
United States,1966,24.19,7.36,44.07
United States,1967,25.16,7.85,45.84
United States,1968,27.06,8.98,48.85
United States,1969,27.77,9.56,49.91
United States,1970,28.83,10.23,51.66
United States,1971,29.54,10.99,52.79
United States,1972,30.81,11.83,54.72
United States,1973,31.33,12.24,55.52
United States,1974,32.46,13.17,57.04
United States,1975,32.81,13.81,57.34
United States,1976,33.9,14.85,58.64
United States,1977,34.83,15.68,59.9
United States,1978,35.88,16.76,61.03
United States,1979,36.39,17.43,61.45
United States,1980,37.61,18.77,62.63
United States,1981,38.0,19.41,62.77
United States,1982,38.99,20.57,63.69
United States,1983,39.67,21.78,63.82
United States,1984,40.14,22.33,63.98
United States,1985,40.76,23.42,63.97
United States,1986,41.05,24.0,63.87
United States,1987,41.82,24.91,64.44
United States,1988,42.18,25.87,63.99
United States,1989,42.65,26.93,63.61
United States,1990,43.92,27.9,65.62
United States,1991,43.68,28.22,64.61
United States,1992,43.53,28.96,63.17
United States,1993,43.61,29.27,62.83
United States,1994,43.08,29.45,61.32
United States,1995,42.79,29.82,60.12
United States,1996,42.39,29.88,58.94
United States,1997,41.9,30.04,57.6
United States,1998,41.44,30.07,56.37
United States,1999,40.12,29.33,54.19
United States,2000,40.02,29.66,53.67
United States,2001,39.33,29.36,52.41
United States,2002,38.95,29.63,51.08
United States,2003,38.3,29.36,49.9
United States,2004,37.63,29.04,48.74
United States,2005,37.08,28.69,47.88
United States,2006,36.24,28.33,46.42
United States,2007,35.38,28.11,44.79
United States,2008,34.71,27.65,43.59
United States,2009,33.78,27.2,42.04
United States,2010,32.89,26.54,40.85
United States,2011,31.82,25.81,39.27
United States,2012,31.14,25.49,38.15
United States,2013,30.1,24.83,36.62
United States,2014,29.23,24.29,35.31
United States,2015,28.05,23.37,33.78
United States,2016,26.42,22.13,31.65
United States,2017,25.2,21.3,29.95
United States,2018,23.9,20.37,28.19
United States,2019,22.83,19.44,26.93
United States,2020,21.72,18.56,25.55
Uruguay,1955,16.94,4.7,29.86
Uruguay,1956,20.42,3.5,38.74
Uruguay,1957,19.95,3.88,37.37
Uruguay,1958,19.16,4.59,35.15
Uruguay,1959,21.27,3.88,40.27
Uruguay,1960,22.4,4.72,41.74
Uruguay,1963,22.87,5.3,42.25
Uruguay,1964,24.27,4.28,46.48
Uruguay,1965,24.44,4.35,46.6
Uruguay,1966,25.09,4.04,48.91
Uruguay,1967,26.53,4.84,51.26
Uruguay,1968,24.93,3.9,48.58
Uruguay,1969,25.38,4.46,48.66
Uruguay,1970,26.33,5.06,50.18
Uruguay,1971,26.63,4.29,51.76
Uruguay,1972,25.62,4.65,49.09
Uruguay,1973,24.86,4.28,47.88
Uruguay,1974,25.82,4.19,50.36
Uruguay,1975,26.75,4.26,53.2
Uruguay,1976,26.45,4.57,52.25
Uruguay,1977,26.96,4.72,53.22
Uruguay,1978,28.43,4.79,56.21
Uruguay,1980,26.91,3.88,53.98
Uruguay,1981,29.0,4.85,57.97
Uruguay,1982,29.85,4.62,59.9
Uruguay,1983,30.63,5.29,60.9
Uruguay,1984,30.05,4.72,60.34
Uruguay,1985,29.57,4.43,60.14
Uruguay,1986,30.61,4.79,61.83
Uruguay,1987,31.24,5.11,62.97
Uruguay,1988,31.6,5.12,63.59
Uruguay,1989,29.99,5.86,59.1
Uruguay,1990,30.73,4.76,63.72
Uruguay,1993,28.73,5.88,57.65
Uruguay,1994,27.42,5.59,55.48
Uruguay,1995,30.68,5.84,62.86
Uruguay,1996,26.94,5.48,55.16
Uruguay,1997,28.41,7.06,56.02
Uruguay,1998,27.36,6.4,54.71
Uruguay,1999,25.68,5.74,52.01
Uruguay,2000,26.77,6.29,53.5
Uruguay,2001,26.73,6.71,53.37
Uruguay,2002,26.95,6.64,53.55
Uruguay,2003,27.35,7.78,53.1
Uruguay,2004,24.76,7.78,47.63
Uruguay,2005,25.75,7.23,50.32
Uruguay,2006,25.41,7.04,49.71
Uruguay,2007,25.59,8.42,48.46
Uruguay,2008,26.52,10.34,48.26
Uruguay,2009,25.71,8.43,49.11
Uruguay,2010,26.07,9.89,48.13
Uruguay,2012,24.13,9.89,43.52
Uruguay,2013,25.02,10.65,44.46
Uruguay,2014,26.21,11.38,46.35
Uruguay,2015,25.86,12.21,44.11
Uruguay,2016,25.72,13.16,42.69
Uruguay,2017,24.3,11.41,41.9
Uruguay,2018,25.5,12.7,42.78
Uruguay,2019,26.2,14.24,42.69
Uzbekistan,1981,10.94,5.03,19.45
Uzbekistan,1982,11.75,5.31,21.2
Uzbekistan,1985,12.03,5.43,21.28
Uzbekistan,1986,13.41,5.52,24.62
Uzbekistan,1987,14.87,6.59,26.64
Uzbekistan,1988,12.97,6.0,22.85
Uzbekistan,1989,13.23,5.34,24.04
Uzbekistan,1990,12.87,6.04,21.99
Uzbekistan,1991,12.52,5.45,21.95
Uzbekistan,1992,11.59,5.2,20.5
Uzbekistan,1993,11.19,5.3,18.93
Uzbekistan,1994,9.6,4.53,16.19
Uzbekistan,1995,9.94,4.34,16.88
Uzbekistan,1996,9.19,4.13,15.45
Uzbekistan,1997,9.06,4.11,15.01
Uzbekistan,1998,8.54,4.26,13.59
Uzbekistan,1999,7.72,3.63,12.62
Uzbekistan,2000,7.53,3.72,12.12
Uzbekistan,2001,7.08,3.3,11.46
Uzbekistan,2002,7.49,3.49,12.22
Uzbekistan,2003,7.11,3.57,11.2
Uzbekistan,2004,6.14,2.65,10.18
Uzbekistan,2005,6.9,3.4,10.96
Uzbekistan,2009,5.67,2.65,9.08
Uzbekistan,2010,5.62,2.81,8.81
Uzbekistan,2011,6.33,2.67,10.54
Uzbekistan,2012,6.14,3.47,9.18
Uzbekistan,2013,6.5,3.28,10.17
Uzbekistan,2014,6.12,3.02,9.68
Uzbekistan,2015,6.26,2.94,10.1
Uzbekistan,2016,6.27,3.47,9.51
Uzbekistan,2017,6.59,3.49,10.2
Uzbekistan,2018,5.94,3.19,9.18
Uzbekistan,2019,6.18,3.06,9.79
Venezuela,1955,6.6,3.77,9.86
Venezuela,1956,7.91,4.99,11.26
Venezuela,1957,7.4,5.57,9.54
Venezuela,1958,7.92,5.4,11.01
Venezuela,1959,7.99,5.16,11.25
Venezuela,1960,7.56,5.52,10.13
Venezuela,1961,8.31,5.61,11.4
Venezuela,1962,8.81,5.14,13.13
Venezuela,1963,8.87,5.96,12.24
Venezuela,1964,10.16,6.41,14.49
Venezuela,1965,10.95,7.27,15.45
Venezuela,1966,10.83,6.81,15.99
Venezuela,1967,9.96,5.99,14.61
Venezuela,1968,11.45,8.0,15.74
Venezuela,1969,10.72,6.89,15.37
Venezuela,1970,11.93,6.9,17.98
Venezuela,1971,11.62,6.7,17.1
Venezuela,1972,12.36,7.59,17.8
Venezuela,1973,10.91,7.74,14.25
Venezuela,1974,12.44,7.96,17.23
Venezuela,1975,13.4,8.32,19.02
Venezuela,1976,13.59,9.46,18.18
Venezuela,1977,13.69,7.9,20.03
Venezuela,1978,12.51,7.38,18.18
Venezuela,1979,12.4,7.76,17.35
Venezuela,1980,12.16,8.02,16.82
Venezuela,1981,12.42,7.99,17.31
Venezuela,1982,12.29,7.72,17.32
Venezuela,1983,13.41,8.19,19.42
Venezuela,1985,12.45,7.94,17.6
Venezuela,1986,11.99,7.35,17.29
Venezuela,1987,13.94,8.79,19.91
Venezuela,1988,13.75,8.75,19.51
Venezuela,1989,13.06,8.84,17.87
Venezuela,1990,15.67,10.44,21.68
Venezuela,1992,15.62,10.11,22.03
Venezuela,1993,14.92,9.92,20.6
Venezuela,1994,16.0,10.63,22.25
Venezuela,1996,14.15,9.47,19.62
Venezuela,1997,14.99,9.9,20.9
Venezuela,1998,14.41,9.66,19.97
Venezuela,1999,14.85,10.11,20.34
Venezuela,2000,14.31,10.09,19.27
Venezuela,2001,14.93,10.46,20.2
Venezuela,2002,14.71,10.44,19.6
Venezuela,2003,15.13,10.51,20.47
Venezuela,2004,15.34,10.69,20.82
Venezuela,2005,15.17,10.77,20.36
Venezuela,2006,15.01,10.13,20.75
Venezuela,2007,15.67,11.28,20.85
Venezuela,2008,15.58,11.66,20.33
Venezuela,2009,15.35,10.84,20.79
Venezuela,2010,15.53,10.61,21.45
Venezuela,2011,14.98,10.79,20.0
Venezuela,2012,14.99,11.13,19.65
Venezuela,2013,14.5,11.08,18.64
Venezuela,2014,14.89,11.09,19.58
Venezuela,2015,14.31,11.25,18.15
Venezuela,2016,13.64,10.5,17.47
